accession	plsdb_mpf_type	replicons	n_cds	dual_system	dual_system_both_tierA	family_call_mode	mpft_admitted	mpft_VirB1	mpft_VirB2	mpft_VirB3	mpft_VirB4	mpft_VirB4b	mpft_VirB5	mpft_VirB6	mpft_VirB7	mpft_VirB8	mpft_VirB9	mpft_VirB10	mpft_VirB11	mpft_VirD4	mpft_TraN	mpft_tier	mpft_core_completeness_ga	mpft_architecture	mpft_slot_ready__virb5_virb6	mpft_fused_virB3_virB4	mpft_virB7_status	mpft_n_gap_genes_le10kb	mpft_carries_novel84	mpff_admitted	mpff_TraU	mpff_TraH	mpff_TraF	mpff_TraC_F_IV	mpff_TraG_N	mpff_TrbI	mpff_P-loop_TraG	mpff_TraE	mpff_TrbC_Ftype	mpff_F_T4SS_TraN	mpff_TrwB_AAD_bind	mpff_TraV	mpff_TraG-D_C	mpff_tier	mpff_core_completeness_fspecific	mpff_layout	mpff_anchor_span_bp	mpff_slot_ready__traG	mpff_traN_present	mpff_slot_occupant
NZ_CP086017.1	-	-	70	0	0	GA	1	62;44083;44790;+;34.8		64;45120;45518;+;24.6	65;45472;47907;+;71.6		67;48161;48829;+;50.4	69;49186;50151;+;121.9		0;49;525;+;28.8	1;623;1171;+;106.0	4;1703;3052;+;137.4	5;3172;4095;+;61.9	7;5581;6438;+;100.1		A	7/7	canonical	1	0	unscoreable	6	0	0														not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted
NZ_CP086065.1	MPF_T	-	76	0	0	GA	1	58;45187;46104;-;38.4	69;55025;55486;-;62.4	68;54720;55016;-;30.7	67;52049;54733;-;72.0	67;52049;54733;-;67.8	66;51360;52052;-;77.5	63;49884;50747;-;136.1		62;49210;49884;-;73.0	61;48397;49182;-;178.1	60;47132;48394;-;145.4	59;46088;47122;-;91.2	52;38536;40086;+;62.4		A	7/7	canonical	1	0	unscoreable	7	0	0														not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted
NZ_CP086112.1	-	-	551	0	0	GA	1		301;329786;330106;+;58.0	302;330108;330377;+;25.2	303;330381;332867;+;41.3	303;330381;332867;+;85.5		306;334984;336846;+;94.7		307;336843;337613;+;112.1	308;337668;338648;+;67.2	309;338660;339772;+;150.0	231;267909;269618;-;459.8	298;326383;328392;+;183.1		A	7/7	canonical	0	0	unscoreable	3	0	0														not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted
NZ_CP086115.1	-	-	153	0	0	GA	1	59;34471;35091;+;48.5		61;35376;35729;+;49.9	62;35719;38106;+;120.5	62;35719;38106;+;40.6	63;38103;38795;+;55.4	65;39048;39986;+;68.8		67;40142;40900;+;72.4	68;40897;41862;+;87.8	69;41862;42959;+;126.6	71;43581;44615;+;54.5	72;44612;46363;+;304.5		A	7/7	canonical	1	0	unscoreable	4	0	0														not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted
NZ_CP086117.1	-	-	44	0	0	GA	1				41;31946;34447;-;29.1	41;31946;34447;-;81.3		36;25668;26858;-;28.3			34;23981;24880;-;107.5	33;22788;23981;-;48.3	0;8;997;-;77.1	1;1015;2769;-;178.6		B	6/7	canonical	0	0	unscoreable	5	0	0														not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted
NZ_CP086138.1	MPF_T	-	264	0	0	GA	1		82;74552;74932;-;78.1	81;74260;74559;-;64.0	80;71797;74250;-;179.0	80;71797;74250;-;126.8		78;69672;70829;-;106.9		77;68966;69628;-;131.0	76;68109;68969;-;174.9	74;66341;67642;-;214.6	83;74914;75894;-;137.8	132;114574;115902;-;503.2		A	7/7	canonical	0	0	unscoreable	2	0	0														not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted
NZ_CP086139.1	MPF_T	-	147	0	0	GA	1		55;46005;46385;+;78.1	56;46378;46677;+;64.0	57;46687;49140;+;179.0	57;46687;49140;+;126.8		59;50108;51370;+;106.5					54;45043;46023;+;137.8	78;68937;70265;+;503.8		D	4/7	canonical	0	0	unscoreable	1	0	0														not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted
NZ_CP086189.1	MPF_T	-	53	0	0	GA	1	9;8572;9474;-;42.5	20;18312;18689;-;71.2	19;18016;18315;-;50.8	18;15360;18029;-;66.8	18;15360;18029;-;82.1	17;14695;15357;-;75.6	14;13194;14060;-;142.8		13;12523;13197;-;92.5	12;11716;12498;-;199.4	11;10494;11714;-;174.3	10;9461;10483;-;112.7	3;2600;4174;+;70.5		A	7/7	canonical	1	0	unscoreable	7	0	0														not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted
NZ_CP086202.1	MPF_F	IncFII(pECLA);repE(pEh60-7)	143	0	0	GA	0															not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	1	86;63442;64440;+;360.7	94;69304;70668;+;366.6	89;66927;67709;+;212.4	78;57896;60505;+;212.8	95;70668;73949;+;310.3	72;54647;56050;+;90.5	78;57896;60505;+;100.0	70;53317;53898;+;102.8	87;64451;65074;+;63.7	88;65071;66930;+;211.7	99;76172;78763;+;367.0	76;57109;57648;+;42.9	99;76172;78763;+;71.1	A	9/9	contiguous	22855	1	1	73958..74671+;237;unnamed;0
NZ_CP086221.1	MPF_F	IncHI2;IncHI2A	263	0	0	GA	0															not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	1	27;31208;32266;+;276.5	179;169291;170706;-;194.1	180;170696;171742;-;174.3	11;8955;11636;+;167.6	178;165329;169282;-;101.7	7;5270;6625;+;80.7	11;8955;11636;+;72.2	4;2758;3546;+;74.8	25;29555;31066;+;62.0	28;32285;35473;+;57.3	187;178784;180868;+;56.8	10;7996;8946;+;46.1	187;178784;180868;+;38.8	A	9/9	split_3	176026	1	1	163859..165148-;429;unnamed;0
NZ_CP086222.1	MPF_F	IncFIB(AP001918);IncFII(pCoo)	112	0	0	GA	0															not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	1	59;71749;72741;-;370.2	51;65680;67053;-;380.4	55;68274;69017;-;233.3	62;73750;76377;-;303.5	50;62861;65683;-;386.8	66;78289;79716;-;94.3	62;73750;76377;-;100.3	68;80431;80997;-;183.8	58;71102;71740;-;68.3	57;69297;71105;-;268.2	47;59084;61327;-;391.7	63;76893;77408;-;78.0	47;59084;61327;-;70.3	A	9/9	contiguous	21347	1	1	62343..62840-;165;TraS;0
NZ_CP086225.1	MPF_T	IncX3	58	0	0	GA	1	4;3100;3744;+;46.4	5;3728;4018;+;73.1	6;4043;6796;+;47.0	6;4043;6796;+;142.4	6;4043;6796;+;73.3	7;6806;7576;+;60.1	9;7855;8910;+;133.2		10;9105;9833;+;119.4	11;9839;10768;+;138.8	12;10765;11979;+;128.3	14;12175;13209;+;65.7	15;13212;15047;+;495.9		A	7/7	canonical	1	1	unscoreable	2	0	0														not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted
NZ_CP086258.1	-	-	167	0	0	GA	0															not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	1	1;389;1384;+;360.9	9;6386;7804;+;332.7	4;3852;4640;+;207.6	148;153999;156692;+;248.7	10;7804;10683;+;305.7	136;146816;148192;+;93.5	148;153999;156692;+;121.2	134;145500;146072;+;119.3	2;1400;2017;+;68.8	3;2017;3855;+;232.4	14;12611;14830;+;388.5	147;153433;154002;+;54.4	14;12611;14830;+;77.7	A	9/9	split_2	153610	1	1	10727..11239+;170;unnamed;0
NZ_CP086262.1	MPF_F	IncFII(pCoo)	64	0	0	GA	0															not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	1	36;23440;24432;+;369.5	49;30989;32362;+;386.6	43;28311;29054;+;234.1	33;19801;22431;+;300.9	50;32359;35175;+;385.9	24;14325;15752;+;93.9	33;19801;22431;+;101.1	22;13044;13610;+;183.8	38;24776;25414;+;70.8	41;26226;28034;+;267.2	54;37476;39683;+;391.5	28;16872;17387;+;81.5	54;37476;39683;+;70.4	A	9/9	contiguous	24432	1	1	35208..35729+;173;unnamed;0
NZ_CP086289.1	MPF_T	IncX3	58	0	0	GA	1	45;33811;34455;+;46.4	46;34439;34729;+;73.1	47;34754;37507;+;47.0	47;34754;37507;+;142.4	47;34754;37507;+;73.3	48;37517;38287;+;60.1	50;38566;39621;+;133.2		51;39816;40544;+;119.4	52;40550;41479;+;138.8	53;41476;42690;+;128.3	55;42886;43920;+;65.7	56;43923;45758;+;495.9		A	7/7	canonical	1	1	unscoreable	2	0	0														not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted
NZ_CP086300.1	MPF_T	-	218	0	0	GA	1	13;12517;13200;-;95.0	151;166791;167171;+;30.3	152;167200;167475;+;25.4	153;167472;169949;+;64.6	153;167472;169949;+;82.8		156;170924;171934;+;49.8		90;114451;115167;+;80.3	91;115164;116039;+;147.5	92;116047;117321;+;134.1	10;9160;10845;-;391.9	158;173262;175130;+;34.1		A	7/7	canonical	0	0	unscoreable	10	0	0														not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted
NZ_CP086335.1	MPF_T	IncX3	58	0	0	GA	1	25;21116;21760;-;46.4	24;20842;21132;-;73.1	23;18064;20817;-;47.0	23;18064;20817;-;142.4	23;18064;20817;-;73.3	22;17284;18054;-;60.1	20;15950;17005;-;133.2		19;15027;15755;-;119.4	18;14092;15021;-;138.8	17;12881;14095;-;128.3	15;11651;12685;-;65.7	14;9813;11648;-;495.9		A	7/7	canonical	1	1	unscoreable	2	0	0														not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted
NZ_CP086337.1	MPF_T	IncX3	57	0	0	GA	1	25;21198;21842;-;46.4	24;20924;21214;-;73.1	23;18146;20899;-;47.0	23;18146;20899;-;142.4	23;18146;20899;-;73.3	22;17366;18136;-;60.1	20;16032;17087;-;133.2		19;15109;15837;-;119.4	18;14174;15103;-;138.8	17;12963;14177;-;128.3	15;11733;12767;-;65.7	14;9895;11730;-;495.9		A	7/7	canonical	1	1	unscoreable	2	0	0														not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted
NZ_CP086339.1	MPF_T	IncX3	58	0	0	GA	1	25;21116;21760;-;46.4	24;20842;21132;-;73.1	23;18064;20817;-;47.0	23;18064;20817;-;142.4	23;18064;20817;-;73.3	22;17284;18054;-;60.1	20;15950;17005;-;133.2		19;15027;15755;-;119.4	18;14092;15021;-;138.8	17;12881;14095;-;128.3	15;11651;12685;-;65.7	14;9813;11648;-;495.9		A	7/7	canonical	1	1	unscoreable	2	0	0														not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted
NZ_CP086341.1	MPF_T	IncX3	57	0	0	GA	1	25;21198;21842;-;46.4	24;20924;21214;-;73.1	23;18146;20899;-;47.0	23;18146;20899;-;142.4	23;18146;20899;-;73.3	22;17366;18136;-;60.1	20;16032;17087;-;133.2		19;15109;15837;-;119.4	18;14174;15103;-;138.8	17;12963;14177;-;128.3	15;11733;12767;-;65.7	14;9895;11730;-;495.9		A	7/7	canonical	1	1	unscoreable	2	0	0														not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted
NZ_CP086343.1	MPF_T	IncX3	58	0	0	GA	1	20;12367;13011;+;46.4	21;12995;13285;+;73.1	22;13310;16063;+;47.0	22;13310;16063;+;142.4	22;13310;16063;+;73.3	23;16073;16843;+;60.1	25;17122;18177;+;133.2		26;18372;19100;+;119.4	27;19106;20035;+;138.8	28;20032;21246;+;128.3	30;21442;22476;+;65.7	31;22479;24314;+;495.9		A	7/7	canonical	1	1	unscoreable	2	0	0														not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted
NZ_CP086375.1	MPF_F	IncHI2;IncHI2A	342	0	0	GA	0															not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	1	328;289861;290919;+;276.9	167;140938;142353;-;194.1	168;142343;143389;-;173.7	310;266541;269222;+;168.0	166;136979;140929;-;101.6	306;262856;264211;+;80.7	310;266541;269222;+;72.2	303;260344;261132;+;74.8	326;288208;289719;+;62.7	329;290938;294126;+;58.3	174;150430;152514;+;56.7	309;265582;266532;+;46.4	174;150430;152514;+;38.8	A	9/9	split_3	153959	0	1	
NZ_CP086389.1	MPF_F	IncHI2A;IncN	156	0	0	GA	0															not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	1	39;43614;44672;+;276.9			23;21361;24042;+;168.0		19;17676;19031;+;80.7	23;21361;24042;+;72.2	16;15164;15952;+;74.8	37;41961;43472;+;62.0	40;44691;47879;+;57.3		22;20402;21352;+;46.1		C	6/9	split_2	29527	0	1	
NZ_CP086392.1	MPF_T	IncX5	78	0	0	GA	1	29;20122;20766;+;36.9	30;20750;21040;+;69.0	31;21062;23821;+;42.6	31;21062;23821;+;132.2	31;21062;23821;+;70.5	32;23829;24578;+;54.3	34;24857;25912;+;135.2		35;26152;26880;+;120.9	36;26885;27814;+;134.2	37;27811;29022;+;136.9	38;29034;30077;+;64.1	39;30080;31915;+;504.8		A	7/7	canonical	1	1	unscoreable	1	0	0														not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted
NZ_CP086406.1	-	IncFIB(pECLA);IncFII(pECLA)	87	0	0	GA	0															not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	1				64;62453;64447;+;180.5			64;62453;64447;+;69.7							D	1/9	contiguous	0	0	0	
NZ_CP086417.1	MPF_F	IncC	189	0	0	GA	0															not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	1	95;73949;74956;+;332.9	178;145276;146709;+;339.2	177;144246;145274;+;221.7	90;68750;71197;+;354.2	179;146722;150336;+;375.3	81;55439;56755;+;135.0	90;68750;71197;+;128.6	79;53915;54541;+;92.1	93;72019;73284;+;67.6	96;75072;77867;+;145.3	70;48240;50105;+;47.4	82;56752;57330;+;100.2	70;48240;50105;+;52.0	A	9/9	split_2	98482	0	1	
NZ_CP086418.1	MPF_F	IncFIB(K)	179	0	0	GA	0															not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	1	123;115859;116851;-;366.6	113;109038;110408;-;381.2	117;111610;112362;-;232.4	126;117877;120516;-;258.7	112;106189;109038;-;344.2	135;124331;125755;-;89.2	126;117877;120516;-;88.8	137;126482;127048;-;167.0	122;115208;115846;-;67.0	121;113205;115211;-;259.0	108;102063;104375;-;393.2	133;123150;123719;-;49.7	108;102063;104375;-;65.8	A	9/9	contiguous	24419	1	1	105656..106186-;176;unnamed;0
NZ_CP086424.1	MPF_F	IncC	202	0	0	GA	0															not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	1	95;73949;74956;+;332.9	191;156390;157823;+;339.2	190;155360;156388;+;221.7	90;68750;71197;+;354.2	192;157836;161450;+;375.3	81;55439;56755;+;135.0	90;68750;71197;+;128.6	79;53915;54541;+;92.1	93;72019;73284;+;67.6	96;75072;77867;+;145.3	70;48240;50105;+;47.4	82;56752;57330;+;100.2	70;48240;50105;+;52.0	A	9/9	split_2	109596	0	1	
NZ_CP086425.1	MPF_F	IncFIB(K)	179	0	0	GA	0															not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	1	123;115859;116851;-;366.6	113;109038;110408;-;381.2	117;111610;112362;-;232.4	126;117877;120516;-;258.7	112;106189;109038;-;344.2	135;124331;125755;-;89.2	126;117877;120516;-;88.8	137;126482;127048;-;167.0	122;115208;115846;-;67.0	121;113205;115211;-;259.0	108;102063;104375;-;393.2	133;123150;123719;-;49.7	108;102063;104375;-;65.8	A	9/9	contiguous	24419	1	1	105656..106186-;176;unnamed;0
NZ_CP086432.1	MPF_F	IncC	189	0	0	GA	0															not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	1	95;73949;74956;+;332.9	178;145276;146709;+;339.2	177;144246;145274;+;221.7	90;68750;71197;+;354.2	179;146722;150336;+;375.3	81;55439;56755;+;135.0	90;68750;71197;+;128.6	79;53915;54541;+;92.1	93;72019;73284;+;67.6	96;75072;77867;+;145.3	70;48240;50105;+;47.4	82;56752;57330;+;100.2	70;48240;50105;+;52.0	A	9/9	split_2	98482	0	1	
NZ_CP086433.1	MPF_F	IncFIB(K)	179	0	0	GA	0															not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	1	123;115859;116851;-;366.6	113;109038;110408;-;381.2	117;111610;112362;-;232.4	126;117877;120516;-;258.7	112;106189;109038;-;344.2	135;124331;125755;-;89.2	126;117877;120516;-;88.8	137;126482;127048;-;167.0	122;115208;115846;-;67.0	121;113205;115211;-;259.0	108;102063;104375;-;393.2	133;123150;123719;-;49.7	108;102063;104375;-;65.8	A	9/9	contiguous	24419	1	1	105656..106186-;176;unnamed;0
NZ_CP086440.1	MPF_F	IncC	202	0	0	GA	0															not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	1	95;73949;74956;+;332.9	191;156390;157823;+;339.2	190;155360;156388;+;221.7	90;68750;71197;+;354.2	192;157836;161450;+;375.3	81;55439;56755;+;135.0	90;68750;71197;+;128.6	79;53915;54541;+;92.1	93;72019;73284;+;67.6	96;75072;77867;+;145.3	70;48240;50105;+;47.4	82;56752;57330;+;100.2	70;48240;50105;+;52.0	A	9/9	split_2	109596	0	1	
NZ_CP086441.1	MPF_F	IncFIB(K)	179	0	0	GA	0															not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	1	123;115859;116851;-;366.6	113;109038;110408;-;381.2	117;111610;112362;-;232.4	126;117877;120516;-;258.7	112;106189;109038;-;344.2	135;124331;125755;-;89.2	126;117877;120516;-;88.8	137;126482;127048;-;167.0	122;115208;115846;-;67.0	121;113205;115211;-;259.0	108;102063;104375;-;393.2	133;123150;123719;-;49.7	108;102063;104375;-;65.8	A	9/9	contiguous	24419	1	1	105656..106186-;176;unnamed;0
NZ_CP086448.1	MPF_F	IncC	224	0	0	GA	0															not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	1	95;73949;74956;+;332.9	213;178630;180063;+;339.2	212;177600;178628;+;221.7	90;68750;71197;+;354.2	214;180076;183690;+;375.3	81;55439;56755;+;135.0	90;68750;71197;+;128.6	79;53915;54541;+;92.1	93;72019;73284;+;67.6	96;75072;77867;+;145.3	70;48240;50105;+;47.4	82;56752;57330;+;100.2	70;48240;50105;+;52.0	A	9/9	split_2	131836	0	1	
NZ_CP086449.1	MPF_F	IncFIB(K)	179	0	0	GA	0															not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	1	123;115859;116851;-;366.6	113;109038;110408;-;381.2	117;111610;112362;-;232.4	126;117877;120516;-;258.7	112;106189;109038;-;344.2	135;124331;125755;-;89.2	126;117877;120516;-;88.8	137;126482;127048;-;167.0	122;115208;115846;-;67.0	121;113205;115211;-;259.0	108;102063;104375;-;393.2	133;123150;123719;-;49.7	108;102063;104375;-;65.8	A	9/9	contiguous	24419	1	1	105656..106186-;176;unnamed;0
NZ_CP086456.1	MPF_F	IncFIB(K);IncFII(K)	251	0	0	GA	0															not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	1	205;209208;210197;-;363.3	194;202022;203389;-;382.2	198;204647;205399;-;236.4	209;211654;214293;-;259.0	193;199179;202022;-;342.9	220;218260;219684;-;88.8	209;211654;214293;-;87.6	222;220411;220977;-;167.9	203;208285;208932;-;65.9	202;206271;208226;-;259.5	189;194282;196594;-;392.8	217;217064;217648;-;53.8	189;194282;196594;-;65.9	A	9/9	contiguous	26129	1	1	198644..199168-;174;unnamed;0
NZ_CP086459.1	MPF_F	IncFIB(K);IncFII(K)	252	0	0	GA	0															not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	1	206;209510;210499;-;363.3	195;202324;203691;-;382.2	199;204949;205701;-;236.4	210;211956;214595;-;259.0	194;199481;202324;-;342.9	221;218562;219986;-;88.8	210;211956;214595;-;87.6	223;220713;221279;-;167.9	204;208587;209234;-;65.9	203;206573;208528;-;259.5	190;194584;196896;-;392.8	218;217366;217950;-;53.8	190;194584;196896;-;65.9	A	9/9	contiguous	26129	1	1	198946..199470-;174;unnamed;0
NZ_CP086462.1	MPF_F	IncFIB(K);IncFII(K)	251	0	0	GA	0															not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	1	205;209208;210197;-;363.3	194;202022;203389;-;382.2	198;204647;205399;-;236.4	209;211654;214293;-;259.0	193;199179;202022;-;342.9	220;218260;219684;-;88.8	209;211654;214293;-;87.6	222;220411;220977;-;167.9	203;208285;208932;-;65.9	202;206271;208226;-;259.5	189;194282;196594;-;392.8	217;217064;217648;-;53.8	189;194282;196594;-;65.9	A	9/9	contiguous	26129	1	1	198644..199168-;174;unnamed;0
NZ_CP086465.1	MPF_F	IncFIB(K);IncFII(K)	252	0	0	GA	0															not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	1	206;209510;210499;-;363.3	195;202324;203691;-;382.2	199;204949;205701;-;236.4	210;211956;214595;-;259.0	194;199481;202324;-;342.9	221;218562;219986;-;88.8	210;211956;214595;-;87.6	223;220713;221279;-;167.9	204;208587;209234;-;65.9	203;206573;208528;-;259.5	190;194584;196896;-;392.8	218;217366;217950;-;53.8	190;194584;196896;-;65.9	A	9/9	contiguous	26129	1	1	198946..199470-;174;unnamed;0
NZ_CP086468.1	MPF_F	IncFIB(K);IncFII(K)	252	0	0	GA	0															not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	1	206;209510;210499;-;363.3	195;202324;203691;-;382.2	199;204949;205701;-;236.4	210;211956;214595;-;259.0	194;199481;202324;-;342.9	221;218562;219986;-;88.8	210;211956;214595;-;87.6	223;220713;221279;-;167.9	204;208587;209234;-;65.9	203;206573;208528;-;259.5	190;194584;196896;-;392.8	218;217366;217950;-;53.8	190;194584;196896;-;65.9	A	9/9	contiguous	26129	1	1	198946..199470-;174;unnamed;0
NZ_CP086474.1	MPF_F	IncFII	79	0	0	GA	0															not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	1	55;40846;41838;+;369.5	65;47617;48990;+;381.7	60;44944;45687;+;234.4	52;37207;39837;+;304.1	66;48987;51809;+;374.0	45;32757;34208;+;94.2	52;37207;39837;+;97.1	43;31476;32042;+;174.3	57;42182;42820;+;68.6	58;42817;44667;+;266.1	70;54081;56270;+;391.2	48;35068;35583;+;78.4	70;54081;56270;+;70.3	A	9/9	contiguous	22605	1	1	51831..52310+;159;TraS;0
NZ_CP086475.1	MPF_T	IncI2(Delta)	84	0	0	GA	1	48;32685;33167;-;81.1	63;48654;48944;-;28.9	62;48263;48547;-;34.4	61;45900;48257;-;60.1	61;45900;48257;-;44.0	72;54008;54649;-;43.4	73;54655;55650;-;136.6		59;45000;45734;-;144.4	58;44233;45003;-;170.5	57;43104;44243;-;154.7	51;34936;36474;-;207.1	55;40032;41990;-;287.0		A	7/7	rearranged	1	0	unscoreable	13	0	0														not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted
NZ_CP086476.1	MPF_T	IncX4	46	0	0	GA	1	22;20416;21036;-;44.3	21;20076;20402;-;64.4	20;17310;20057;-;63.8	20;17310;20057;-;151.8	20;17310;20057;-;46.1	19;16582;17298;-;94.6	18;15476;16570;-;150.1		16;14275;14961;-;169.0	15;13370;14278;-;142.3	14;12259;13377;-;163.9	13;11229;12257;-;85.0	12;9380;11197;-;317.3		A	7/7	canonical	1	1	unscoreable	1	0	0														not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted
NZ_CP086484.1	MPF_F	IncFII	79	0	0	GA	0															not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	1	55;40846;41838;+;369.5	65;47617;48990;+;381.7	60;44944;45687;+;234.4	52;37207;39837;+;304.1	66;48987;51809;+;374.0	45;32757;34208;+;94.2	52;37207;39837;+;97.1	43;31476;32042;+;174.3	57;42182;42820;+;68.6	58;42817;44667;+;266.1	70;54081;56270;+;391.2	48;35068;35583;+;78.4	70;54081;56270;+;70.3	A	9/9	contiguous	22605	1	1	51831..52310+;159;TraS;0
NZ_CP086485.1	MPF_T	IncI2(Delta)	83	0	0	GA	1	47;32685;33167;-;81.1	62;48654;48944;-;28.9	61;48263;48547;-;34.4	60;45900;48257;-;60.1	60;45900;48257;-;44.0	71;54008;54649;-;43.4	72;54655;55650;-;136.6		58;45000;45734;-;144.4	57;44233;45003;-;170.5	56;43104;44243;-;154.7	50;34936;36474;-;207.1	54;40032;41990;-;287.0		A	7/7	rearranged	1	0	unscoreable	13	0	0														not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted
NZ_CP086486.1	MPF_T	IncX4	47	0	0	GA	1	1;313;933;+;44.3	2;947;1273;+;64.4	3;1292;4039;+;63.8	3;1292;4039;+;151.8	3;1292;4039;+;46.1	4;4051;4767;+;94.4	5;4779;5873;+;150.1		7;6388;7074;+;169.0	8;7071;7979;+;142.3	9;7972;9090;+;163.9	10;9092;10120;+;85.0	11;10152;11969;+;317.3		A	7/7	canonical	1	1	unscoreable	1	0	0														not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted
NZ_CP086494.1	MPF_F	IncFII	81	0	0	GA	0															not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	1	57;40842;41834;+;369.5	67;47613;48986;+;381.7	62;44940;45683;+;234.4	54;37203;39833;+;304.1	68;48983;51805;+;374.0	47;32753;34204;+;94.2	54;37203;39833;+;97.1	45;31472;32038;+;174.3	59;42178;42816;+;68.6	60;42813;44663;+;266.1	72;54077;56266;+;391.2	50;35064;35579;+;78.4	72;54077;56266;+;70.3	A	9/9	contiguous	22605	1	1	51827..52306+;159;TraS;0
