accession	n_anchors	n_same_strand	layout	anchor_span_bp	max_internal_gap_bp	order_canonical
NZ_CP079793.1	6	5	split_3	75832	43995	traM traN traU traW traY
NZ_CP079932.1	7	5	contiguous	46406	17278	traM traN traU traW traY
NZ_CP080057.1	16	16	contiguous	39830	14989	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_CP080150.1	16	16	contiguous	28732	4788	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_CP080158.1	16	16	contiguous	36630	12548	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_CP080166.1	16	16	contiguous	36630	12548	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_CP080167.1	16	16	contiguous	29874	5225	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_CP080174.1	16	16	contiguous	31519	5817	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_CP080225.1	16	16	contiguous	28606	4788	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_CP080258.1	16	16	contiguous	28607	4788	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_CP080261.1	15	15	contiguous	31339	7268	traE traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_CP080262.1	16	16	contiguous	30800	8270	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_CP080277.1	6	4	split_2	49252	21104	traI traM traN traU
NZ_CP080300.1	13	13	contiguous	21115	4121	traI traK traL traM traN traO traP traQ traU traW traY trbA trbB
NZ_CP080306.1	13	13	contiguous	21115	4121	traI traK traL traM traN traO traP traQ traU traW traY trbA trbB
NZ_CP080312.1	13	13	contiguous	21115	4121	traI traK traL traM traN traO traP traQ traU traW traY trbA trbB
NZ_CP080360.1	13	11	contiguous	26564	6736	traI traK traL traM traN traO traP traQ traU traW traY
NZ_CP080365.1	16	16	contiguous	34011	9610	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_CP080768.1	8	8	split_3	217931	125435	traI traK traM traN traO traU traW traY
NZ_CP081194.1	16	16	contiguous	30721	6317	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_CP081822.1	13	13	contiguous	20842	3731	traI traK traL traM traN traO traP traQ traU traW traY trbA trbB
NZ_CP081885.1	12	10	split_2	53895	32128	traI traL traM traN traO traP traQ traU traW traY
NZ_CP081888.1	16	16	contiguous	29606	5256	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_CP081990.1	10	6	split_3	159440	113037	traM traN traP traQ traU traY
NZ_CP081999.1	10	6	split_2	175823	135633	traM traN traP traQ traU traY
NZ_CP082058.1	15	15	split_2	87845	59894	traE traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_CP082089.1	9	9	split_2	49931	40529	traM traN traO traU traV traW traY trbA trbB
NZ_CP082096.1	16	16	split_2	80835	52052	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_CP082105.1	15	15	split_2	87847	61909	traE traI traK traL traM traN traO traP traQ traT traU traW traY trbA trbB
NZ_CP082144.1	6	5	split_2	57757	25645	traM traN traU traW traY
NZ_CP082157.1	13	11	split_2	61811	39463	traI traK traL traM traN traO traP traQ traU traW traY
NZ_CP082210.1	13	13	contiguous	20842	3731	traI traK traL traM traN traO traP traQ traU traW traY trbA trbB
NZ_CP082344.1	13	13	contiguous	23652	3857	traI traK traL traM traN traO traP traQ traU traW traY trbA trbB
NZ_CP082756.1	13	13	contiguous	21115	4121	traI traK traL traM traN traO traP traQ traU traW traY trbA trbB
NZ_CP082762.1	13	13	contiguous	20842	3731	traI traK traL traM traN traO traP traQ traU traW traY trbA trbB
NZ_CP082768.1	13	13	contiguous	20842	3731	traI traK traL traM traN traO traP traQ traU traW traY trbA trbB
NZ_CP082788.1	13	13	split_2	150174	132898	traI traK traL traM traN traO traP traQ traU traW traY trbA trbB
NZ_CP082793.1	16	16	contiguous	30039	5639	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_CP082826.1	15	15	split_2	84171	56370	traE traI traK traL traM traN traO traQ traT traU traV traW traY trbA trbB
NZ_CP082829.1	16	16	split_2	88626	58835	traE traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB traI
NZ_CP082899.1	13	13	contiguous	20842	3731	traI traK traL traM traN traO traP traQ traU traW traY trbA trbB
NZ_CP082931.1	13	11	split_2	56860	38805	traI traK traL traM traN traO traP traQ traU traW traY
NZ_CP082969.1	13	11	split_2	55694	37639	traI traK traL traM traN traO traP traQ traU traW traY
NZ_CP082980.1	11	11	contiguous	17016	3556	traI traK traL traM traN traO traP traQ traU traW traY
NZ_CP082996.1	13	11	split_2	56385	38330	traI traK traL traM traN traO traP traQ traU traW traY
NZ_CP083013.1	11	11	contiguous	17016	3556	traI traK traL traM traN traO traP traQ traU traW traY
NZ_CP083034.1	13	13	contiguous	20750	3641	traI traK traL traM traN traO traP traQ traU traW traY trbA trbB
NZ_CP083038.1	13	11	split_2	55608	37553	traI traK traL traM traN traO traP traQ traU traW traY
NZ_CP083053.1	13	11	split_2	53755	35700	traI traK traL traM traN traO traP traQ traU traW traY
NZ_CP083064.1	13	11	split_2	53712	35657	traI traK traL traM traN traO traP traQ traU traW traY
NZ_CP083068.1	13	11	split_2	55608	37553	traI traK traL traM traN traO traP traQ traU traW traY
NZ_CP083073.1	13	11	split_2	55608	37553	traI traK traL traM traN traO traP traQ traU traW traY
NZ_CP083077.1	13	11	split_2	66771	48794	traI traK traL traM traN traO traP traQ traU traW traY
NZ_CP083083.1	13	11	split_2	55608	37553	traI traK traL traM traN traO traP traQ traU traW traY
NZ_CP083490.1	14	14	contiguous	21968	4731	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY
NZ_CP083499.1	16	16	contiguous	34133	9732	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_CP083508.1	13	11	contiguous	26564	6736	traI traK traL traM traN traO traP traQ traU traW traY
NZ_CP083514.1	15	15	contiguous	24756	5167	traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_CP083515.1	13	11	contiguous	38078	18250	traI traK traL traM traN traO traP traQ traU traW traY
NZ_CP083707.1	16	16	contiguous	31087	6692	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_CP083738.1	12	10	split_2	73448	50718	traI traK traM traN traO traP traQ traU traW traY
NZ_CP083890.1	16	16	split_2	129034	98485	traE traI traK traL traM traN traO traQ traU traV traW traY trbA trbB traP traT
NZ_CP084499.1	13	11	split_2	57119	39235	traI traK traL traM traN traO traP traQ traU traW traY
NZ_CP084638.1	13	13	contiguous	20803	3541	traI traK traL traM traN traO traP traQ traU traW traY trbA trbB
NZ_CP084640.1	13	13	contiguous	21288	3637	traI traK traL traM traN traO traP traQ traU traW traY trbA trbB
NZ_CP084649.1	13	13	contiguous	21564	4525	traI traK traL traM traN traO traP traQ traU traW traY trbA trbB
NZ_CP084651.1	13	13	contiguous	21288	3637	traI traK traL traM traN traO traP traQ traU traW traY trbA trbB
NZ_CP084653.1	13	13	split_2	100267	82616	traI traK traL traM traN traO traP traQ traU traW traY trbA trbB
NZ_CP084708.1	13	13	contiguous	20842	3731	traI traK traL traM traN traO traP traQ traU traW traY trbA trbB
NZ_CP084785.1	13	11	split_2	70158	52184	traI traK traL traM traN traO traP traQ traU traW traY
NZ_CP085621.1	16	16	contiguous	30039	5639	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_CP085686.1	13	13	split_2	57704	28130	traI traK traL traM traN traO traP traQ traU traW traY trbA trbB
NZ_CP085700.1	16	16	contiguous	30039	5639	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_CP085741.1	12	11	split_2	47812	29440	traI traK traL traM traN traO traP traQ traU traW traY
NZ_CP085781.1	15	15	contiguous	25393	4488	traE traI traK traL traM traN traO traP traQ traU traV traW traY trbA trbB
NZ_CP085861.1	13	11	split_2	55608	37553	traI traK traL traM traN traO traP traQ traU traW traY
NZ_CP085864.1	13	11	split_2	55608	37553	traI traK traL traM traN traO traP traQ traU traW traY
NZ_CP085868.1	13	11	split_2	55608	37553	traI traK traL traM traN traO traP traQ traU traW traY
NZ_CP085892.1	13	13	contiguous	21123	4121	traI traK traL traM traN traO traP traQ traU traW traY trbA trbB
NZ_CP085982.1	16	16	contiguous	30480	4788	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_CP085984.1	16	16	contiguous	28898	5703	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_CP086186.1	13	11	split_2	50968	20627	traL traM traN traO traP traQ traU traW traY trbA trbB
NZ_CP086190.1	13	11	split_2	50966	20627	traL traM traN traO traP traQ traU traW traY trbA trbB
NZ_CP086260.1	16	16	contiguous	31486	9241	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_CP086407.1	13	11	contiguous	25942	7965	traI traK traL traM traN traO traP traQ traU traW traY
NZ_CP086427.1	13	11	split_2	55608	37553	traI traK traL traM traN traO traP traQ traU traW traY
NZ_CP086435.1	13	11	split_2	55608	37553	traI traK traL traM traN traO traP traQ traU traW traY
NZ_CP086443.1	13	11	split_2	55608	37553	traI traK traL traM traN traO traP traQ traU traW traY
NZ_CP086451.1	13	11	split_2	55608	37553	traI traK traL traM traN traO traP traQ traU traW traY
NZ_CP086471.1	16	16	contiguous	30276	5878	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_CP086481.1	16	16	contiguous	30276	5878	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_CP086491.1	16	16	contiguous	30276	5878	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_CP086501.1	16	16	contiguous	30276	5878	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_CP086511.1	16	16	contiguous	30276	5878	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_CP086607.1	6	6	contiguous	11628	5878	traU traV traW traY trbA trbB
NZ_CP087145.1	13	13	contiguous	20842	3731	traI traK traL traM traN traO traP traQ traU traW traY trbA trbB
NZ_CP087149.1	13	13	contiguous	20842	3731	traI traK traL traM traN traO traP traQ traU traW traY trbA trbB
NZ_CP087154.1	13	13	contiguous	21115	4121	traI traK traL traM traN traO traP traQ traU traW traY trbA trbB
NZ_CP087313.1	7	5	contiguous	49636	15994	traM traN traU traW traY
NZ_CP087332.1	7	5	contiguous	48546	15994	traM traN traU traW traY
NZ_CP087566.1	16	16	contiguous	28882	4788	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_CP087620.1	13	11	split_2	62361	44307	traI traK traL traM traN traO traP traQ traU traW traY
NZ_CP087626.1	13	13	contiguous	20842	3731	traI traK traL traM traN traO traP traQ traU traW traY trbA trbB
NZ_CP087632.1	16	16	contiguous	30103	5702	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_CP087642.1	12	12	split_2	85241	65980	traI traK traL traN traO traP traQ traU traW traY trbA trbB
NZ_CP087717.1	7	5	split_2	85701	54123	traM traN traU traW traY
NZ_CP088122.1	13	13	contiguous	20842	3731	traI traK traL traM traN traO traP traQ traU traW traY trbA trbB
NZ_CP088128.1	13	13	contiguous	20842	3731	traI traK traL traM traN traO traP traQ traU traW traY trbA trbB
NZ_CP088902.1	16	16	contiguous	28898	5703	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_CP088994.1	13	13	contiguous	21007	4121	traI traK traL traM traN traO traP traQ traU traW traY trbA trbB
NZ_CP089008.1	13	11	split_2	55608	37553	traI traK traL traM traN traO traP traQ traU traW traY
NZ_CP089016.1	13	11	split_2	57518	39463	traI traK traL traM traN traO traP traQ traU traW traY
NZ_CP089027.1	13	11	split_2	55427	37552	traI traK traL traM traN traO traP traQ traU traW traY
NZ_CP089039.1	7	5	split_2	54713	23051	traM traN traU traW traY
NZ_CP089045.1	7	5	split_2	56417	24923	traM traN traU traW traY
NZ_CP089047.1	6	5	contiguous	44238	16140	traM traN traU traW traY
NZ_CP089052.1	7	5	split_2	54713	23051	traM traN traU traW traY
NZ_CP089405.1	13	11	split_2	54014	36085	traI traK traL traM traN traO traP traQ traU traW traY
NZ_CP089409.1	13	11	split_2	54013	36084	traI traK traL traM traN traO traP traQ traU traW traY
NZ_CP089429.1	13	13	split_2	63363	45845	traI traK traL traM traN traO traP traQ traU traW traY trbA trbB
NZ_CP089449.1	13	11	split_2	54658	36774	traI traK traL traM traN traO traP traQ traU traW traY
NZ_CP089878.1	13	13	contiguous	20842	3731	traI traK traL traM traN traO traP traQ traU traW traY trbA trbB
NZ_CP089887.1	13	11	contiguous	26468	6736	traI traK traL traM traN traO traP traQ traU traW traY
NZ_CP089935.1	12	12	split_2	62783	46885	traI traL traM traN traO traP traQ traU traW traY trbA trbB
NZ_CP089943.1	12	12	split_2	65646	49748	traI traL traM traN traO traP traQ traU traW traY trbA trbB
NZ_CP090127.1	13	13	contiguous	21115	4121	traI traK traL traM traN traO traP traQ traU traW traY trbA trbB
NZ_CP090135.1	12	10	split_2	45348	29236	traK traL traM traN traO traP traQ traU traW traY
NZ_CP090139.1	12	10	split_2	45348	29236	traK traL traM traN traO traP traQ traU traW traY
NZ_CP090143.1	12	10	split_2	45348	29236	traK traL traM traN traO traP traQ traU traW traY
NZ_CP090148.1	13	11	split_2	58295	40240	traI traK traL traM traN traO traP traQ traU traW traY
NZ_CP090194.1	13	11	split_2	58295	40240	traI traK traL traM traN traO traP traQ traU traW traY
NZ_CP090346.1	13	13	contiguous	21115	4121	traI traK traL traM traN traO traP traQ traU traW traY trbA trbB
NZ_CP090435.1	13	13	contiguous	20842	3731	traI traK traL traM traN traO traP traQ traU traW traY trbA trbB
NZ_CP090465.1	13	13	contiguous	20842	3731	traI traK traL traM traN traO traP traQ traU traW traY trbA trbB
NZ_CP090497.1	5	4	contiguous	26357	9547	traN traO traU trbA
NZ_CP090515.1	13	11	contiguous	43430	18887	traL traM traN traO traP traQ traU traW traY trbA trbB
NZ_CP090532.1	16	16	contiguous	29857	6662	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_CP090538.1	16	16	split_2	89610	54763	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_CP090933.1	13	13	split_2	63363	45845	traI traK traL traM traN traO traP traQ traU traW traY trbA trbB
NZ_CP090964.1	13	13	contiguous	21691	4515	traI traK traL traM traN traO traP traQ traU traW traY trbA trbB
NZ_CP091042.1	16	16	contiguous	44454	15314	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_CP091071.1	13	13	contiguous	20842	3731	traI traK traL traM traN traO traP traQ traU traW traY trbA trbB
NZ_CP091146.1	13	13	contiguous	27013	5666	traI traK traL traM traN traO traP traQ traU traW traY trbA trbB
NZ_CP091148.1	8	8	contiguous	11383	3359	traN traO traP traQ traU traW traY trbB
NZ_CP091312.1	13	8	contiguous	46014	13291	traM traN traO traP traQ traU traW traY
NZ_CP091472.1	13	13	contiguous	21115	4121	traI traK traL traM traN traO traP traQ traU traW traY trbA trbB
NZ_CP091573.1	16	16	contiguous	30038	5639	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_CP091598.1	7	5	contiguous	46905	17776	traM traN traU traW traY
NZ_CP091653.1	16	16	contiguous	33486	7125	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_CP091667.1	13	11	split_2	50509	32544	traI traK traL traM traN traO traP traQ traU traW traY
NZ_CP091675.1	16	16	split_2	87972	59365	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_CP091678.1	16	16	contiguous	28606	4787	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_CP091684.1	16	16	contiguous	33135	9726	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_CP091698.1	16	16	split_2	85418	56948	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_CP091815.1	13	11	split_2	64243	46188	traI traK traL traM traN traO traP traQ traU traW traY
NZ_CP092010.1	13	11	split_2	55518	37553	traI traK traL traM traN traO traP traQ traU traW traY
NZ_CP092041.1	16	16	contiguous	28898	5703	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_CP092253.1	16	16	contiguous	28556	4788	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_CP092467.1	15	15	contiguous	26388	5734	traE traI traK traL traM traN traO traP traQ traU traV traW traY trbA trbB
NZ_CP092591.1	13	11	split_2	66666	48611	traI traK traL traM traN traO traP traQ traU traW traY
NZ_CP092789.1	13	13	contiguous	20842	3731	traI traK traL traM traN traO traP traQ traU traW traY trbA trbB
NZ_CP092796.1	13	13	contiguous	20842	3731	traI traK traL traM traN traO traP traQ traU traW traY trbA trbB
NZ_CP092912.1	16	16	contiguous	29736	5335	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_CP092920.1	13	13	contiguous	24682	4798	traI traK traL traM traN traO traP traQ traU traW traY trbA trbB
NZ_CP093029.1	11	7	split_2	128267	80226	traM traN traO traP traQ traU traY
NZ_CP093069.1	16	16	contiguous	34185	10770	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_CP093229.1	16	16	contiguous	38490	8660	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_CP093240.1	13	13	contiguous	27808	6921	traI traK traL traM traN traO traP traQ traU traW traY trbA trbB
NZ_CP093272.1	13	13	contiguous	25446	4907	traI traK traL traM traN traO traP traQ traU traW traY trbA trbB
NZ_CP093285.1	16	16	contiguous	30103	5702	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_CP093320.1	16	16	contiguous	28882	4788	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_CP093374.1	16	16	contiguous	29794	6598	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_CP093488.1	13	13	contiguous	21189	4121	traI traK traL traM traN traO traP traQ traU traW traY trbA trbB
NZ_CP093498.1	13	13	contiguous	20916	3803	traI traK traL traM traN traO traP traQ traU traW traY trbA trbB
NZ_CP093549.1	16	16	contiguous	32664	5639	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_CP094198.1	16	16	contiguous	28606	4787	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
