accession	slot_family	slot_status	gap_up	gap_down	anchor_gap_median	n_anchor_gaps
NZ_CP080157.1	TraS	eex_occupied	7	15	17	7
NZ_CP080165.1	TraS	eex_occupied	7	15	17	7
NZ_CP080240.1		candidate	19	-4	12	4
NZ_CP080259.1	Eex_IncN	eex_occupied	15	7	17	7
NZ_CP080307.1		candidate	-4	11	11	8
NZ_CP080313.1		candidate	11	-4	11	8
NZ_CP080361.1	Eex_IncN	eex_occupied	9	11	5	7
NZ_CP080367.1	Eex_IncN	eex_occupied	11	9	5	7
NZ_CP080389.1		candidate	40	-4	9	6
NZ_CP080473.1	Eex_IncN	eex_occupied	11	9	5	7
NZ_CP080481.1		candidate	10	-4	10	4
NZ_CP080514.1		candidate	12	-4	-4	7
NZ_CP080523.1		candidate	183	80	3	9
NZ_CP080526.1		candidate	69	183	3	9
NZ_CP080527.1		candidate	-4	-4	5	8
NZ_CP080528.1		candidate	-4	54	6	8
NZ_CP080588.1		candidate	-8	51	1	8
NZ_CP080762.1		candidate	21	13	14	7
NZ_CP081004.1		candidate	2	35	-4	6
NZ_CP081040.1	Eex_IncN	eex_occupied	3	2	2	8
NZ_CP081057.1	Eex_IncN	eex_occupied	-4	9	-1	9
NZ_CP081094.1	Eex_IncN	eex_occupied	27	10	2	8
NZ_CP081097.1		candidate	-1	-4	6	8
NZ_CP081125.1		candidate	0	11	0	7
NZ_CP081157.1		candidate	-1	-4	-1	7
NZ_CP081171.1		candidate	4	14	-1	7
NZ_CP081196.1	Eex_IncN	eex_occupied	12	1	5	5
NZ_CP081204.1		candidate	2	9	9	5
NZ_CP081217.1		candidate	4	14	-1	7
NZ_CP081227.1		candidate	4	11	-4	8
NZ_CP081236.1		candidate	4	14	-1	7
NZ_CP081244.1		candidate	14	1	-4	7
NZ_CP081253.1		candidate	156	14	-4	4
NZ_CP081258.1		candidate	2	14	4	4
NZ_CP081267.1		candidate	4	14	-1	7
NZ_CP081276.1		candidate	4	14	-1	7
NZ_CP081288.1		candidate	9	2	9	6
NZ_CP081309.1	Eex_IncN	eex_occupied	9	11	5	7
NZ_CP081316.1	Eex_IncN	eex_occupied	16	9	15	6
NZ_CP081317.1		candidate	10	190	12	7
NZ_CP081318.1	Eex_IncN	eex_occupied	9	11	7	8
NZ_CP081339.1	Eex_IncN	eex_occupied	8	222	5	5
NZ_CP081352.1	Eex_IncN	eex_occupied	16	9	15	6
NZ_CP081353.1		candidate	10	190	12	7
NZ_CP081479.1		candidate	9	2	9	5
NZ_CP081510.1	Eex_IncN	eex_occupied	9	11	7	8
NZ_CP081678.1	Eex_IncN	eex_occupied	7	3	12	6
NZ_CP081685.1	Eex_IncN	eex_occupied	3	7	12	6
NZ_CP081691.1	Eex_IncN	eex_occupied	7	3	12	6
NZ_CP081703.1	Eex_IncN	eex_occupied	9	16	15	6
NZ_CP081708.1	Eex_IncN	eex_occupied	16	9	15	6
NZ_CP081768.1	Eex_IncN	eex_occupied	3	7	12	6
NZ_CP081775.1	Eex_IncN	eex_occupied	7	3	12	6
NZ_CP081783.1	Eex_IncN	eex_occupied	3	7	12	6
NZ_CP081793.1	Eex_IncN	eex_occupied	9	16	15	6
NZ_CP081819.1	Eex_IncN	eex_occupied	11	9	5	7
NZ_CP081829.1	Eex_IncN	eex_occupied	11	9	5	7
NZ_CP081839.1		candidate	164	4	4	8
NZ_CP081840.1		candidate	-7	-4	10	6
NZ_CP081841.1		candidate	-7	-4	10	6
NZ_CP081842.1		candidate	-7	-4	10	6
NZ_CP081945.1		candidate	-8	27	3	8
NZ_CP081967.1		candidate	-8	27	2	7
NZ_CP081988.1		candidate	229	-4	10	7
NZ_CP081992.1		candidate	215	-4	19	7
NZ_CP081994.1		candidate	19	-4	18	7
NZ_CP081997.1		candidate	-4	215	19	7
NZ_CP082003.1	Eex_IncN	eex_occupied	7	15	17	6
NZ_CP082012.1	Eex_IncN	eex_occupied	7	15	17	6
NZ_CP082033.1	Eex_IncN	eex_occupied	3	18	2	6
NZ_CP082039.1	Eex_IncN	eex_occupied	7	15	17	6
NZ_CP082042.1	Eex_IncN	eex_occupied	7	15	17	6
NZ_CP082060.1		candidate	11	-4	11	8
NZ_CP082090.1	Eex_IncN	eex_occupied	7	15	17	7
NZ_CP082124.1	Eex_IncN	eex_occupied	11	9	5	6
NZ_CP082162.1	Eex_IncN	eex_occupied	-4	11	-4	7
NZ_CP082163.1	Eex_IncN	eex_occupied	11	-4	-4	8
NZ_CP082165.1	Eex_IncN	eex_occupied	-4	11	-4	5
NZ_CP082176.1	Eex_IncN	eex_occupied	13	7	4	6
NZ_CP082209.1	Eex_IncN	eex_occupied	39	-4	11	8
NZ_CP082306.1	Eex_IncN	eex_occupied	12	11	-4	4
NZ_CP082786.1	Eex_IncN	eex_occupied	11	17	9	6
NZ_CP082794.1		candidate	11	-4	11	7
NZ_CP082830.1		candidate	11	-4	11	8
NZ_CP082878.1		candidate	-4	-62	-4	5
NZ_CP082880.1	Eex_IncN	eex_occupied	-14	48	9	6
NZ_CP082900.1	Eex_IncN	eex_occupied	9	11	5	7
NZ_CP082959.1		candidate	1	9	12	6
NZ_CP082977.1		candidate	190	10	12	7
NZ_CP082981.1	Eex_IncN	eex_occupied	7	15	17	6
NZ_CP082987.1		candidate	190	10	12	7
NZ_CP083002.1	Eex_IncN	eex_occupied	3	18	2	6
NZ_CP083009.1	Eex_IncN	eex_occupied	11	9	5	7
NZ_CP083240.1		candidate	-4	-7	-8	6
NZ_CP083242.1		candidate	202	74	-4	8
NZ_CP083243.1		candidate	-7	-4	-8	6
NZ_CP083363.1		candidate	-4	10	10	6
NZ_CP083364.1		candidate	10	-4	10	7
NZ_CP083369.1	Eex_IncN	eex_occupied	12	5	-1	5
NZ_CP083371.1		candidate	-4	5	3	6
NZ_CP083372.1		candidate	165	-195	-1	5
NZ_CP083373.1		candidate	4	6	-4	7
NZ_CP083375.1		candidate	-7	-7	4	6
NZ_CP083447.1	Eex_IncN	eex_occupied	7	15	17	6
NZ_CP083550.1		candidate	1	13	0	7
NZ_CP083551.1	Eex_IncN	eex_occupied	8	-4	-1	8
NZ_CP083555.1		candidate	2	0	2	7
NZ_CP083576.1		candidate	-8	46	1	8
NZ_CP083578.1	Eex_IncN	eex_occupied	0	49	12	6
NZ_CP083579.1		candidate	5	12	12	6
NZ_CP083611.1	Eex_IncN	eex_occupied	18	3	2	6
NZ_CP083657.1		candidate	11	13	12	5
NZ_CP083703.1	Eex_IncN	eex_occupied	9	11	5	7
NZ_CP083711.1	TrbK_RP4	eex_occupied	9	10	16	5
NZ_CP083722.1	Eex_IncN	eex_occupied	-4	11	-4	7
NZ_CP083837.1	Eex_IncN	eex_occupied	11	9	7	8
NZ_CP083864.1	Eex_IncN	eex_occupied	16	9	15	6
NZ_CP083882.1		candidate	11	-4	11	7
NZ_CP083945.1	TrbK_RP4	eex_occupied	-62	11	3	5
NZ_CP083953.1		candidate	9	-4	2	9
NZ_CP083955.1		candidate	11	2	-4	6
NZ_CP083957.1		candidate	9	-4	-1	9
NZ_CP083991.1	Eex_IncN	eex_occupied	18	3	2	6
NZ_CP084002.1	Eex_IncN	eex_occupied	11	11	17	4
NZ_CP084083.1		candidate	-4	-11	-4	5
NZ_CP084105.1	Eex_IncN	eex_occupied	9	11	5	7
NZ_CP084206.1	Eex_IncN	eex_occupied	18	3	2	6
NZ_CP084210.1	Eex_IncN	eex_occupied	3	18	2	6
NZ_CP084213.1		candidate	-8	27	2	8
NZ_CP084215.1		candidate	32	10	-4	5
NZ_CP084242.1	TraS	eex_occupied	9	11	9	6
NZ_CP084278.1	TrbK_RP4	eex_occupied	10	9	16	5
NZ_CP084291.1	Eex_IncN	eex_occupied	11	17	9	6
NZ_CP084401.1	Eex_IncN	eex_occupied	9	10	13	7
NZ_CP084409.1		candidate	40	2	1	8
NZ_CP084410.1	Eex_IncN	eex_occupied	10	9	13	7
NZ_CP084488.1		candidate	15	187	8	7
NZ_CP084519.1	Eex_IncN	eex_occupied	74	11	3	3
NZ_CP084646.1		candidate	14	-4	10	7
NZ_CP084755.1		candidate	12	4	-4	5
NZ_CP084956.1		candidate	0	8	15	7
NZ_CP084957.1		candidate	2	114	2	7
NZ_CP084960.1		candidate	-1	16	-4	7
NZ_CP084963.1		candidate	1	17	-4	7
NZ_CP085066.1	Eex_IncN	eex_occupied	46	3	5	5
NZ_CP085076.1	Eex_IncN	eex_occupied	11	17	9	6
NZ_CP085148.1		candidate	2	17	-4	7
NZ_CP085157.1		candidate	2	3	2	8
NZ_CP085159.1		candidate	2	447	-4	7
NZ_CP085160.1		candidate	-4	-4	-4	7
NZ_CP085161.1		candidate	0	8	2	7
NZ_CP085185.1	Eex_IncN	eex_occupied	12	1	5	4
NZ_CP085526.1		candidate	-11	15	-1	9
NZ_CP085527.1	Eex_IncN	eex_occupied	5	-4	-1	5
NZ_CP085536.1	Eex_IncN	eex_occupied	11	34	-4	7
NZ_CP085685.1		candidate	32	10	9	2
NZ_CP085733.1	Eex_IncN	eex_occupied	15	7	17	6
NZ_CP085747.1		candidate	-4	12	-4	7
NZ_CP085759.1	Eex_IncN	eex_occupied	3	18	2	6
NZ_CP085766.1		candidate	12	-4	-4	7
NZ_CP085859.1	Eex_IncN	eex_occupied	11	21	9	6
NZ_CP085862.1	Eex_IncN	eex_occupied	9	11	5	7
NZ_CP085980.1	Eex_IncN	eex_occupied	0	9	4	8
NZ_CP085985.1	Eex_IncN	eex_occupied	0	9	4	8
NZ_CP086017.1		candidate	9	2	97	3
NZ_CP086065.1		candidate	-8	27	2	8
NZ_CP086112.1		candidate	9	-4	5	6
NZ_CP086115.1	Eex_IncN	eex_occupied	-4	-11	-4	5
NZ_CP086138.1		candidate	43	198	-4	7
NZ_CP086139.1		candidate	198	434	-8	5
NZ_CP086189.1		candidate	-8	47	1	8
NZ_CP086225.1	Eex_IncN	eex_occupied	9	11	5	7
NZ_CP086289.1	Eex_IncN	eex_occupied	9	11	5	7
NZ_CP086335.1	Eex_IncN	eex_occupied	11	9	5	7
NZ_CP086337.1	Eex_IncN	eex_occupied	11	9	5	7
NZ_CP086339.1	Eex_IncN	eex_occupied	11	9	5	7
NZ_CP086341.1	Eex_IncN	eex_occupied	11	9	5	7
NZ_CP086343.1	Eex_IncN	eex_occupied	9	11	5	7
NZ_CP086392.1	Eex_IncN	eex_occupied	9	11	7	8
NZ_CP086475.1	Eex_IncN	eex_occupied	52	2	5	5
NZ_CP086476.1		candidate	-4	11	11	8
NZ_CP086485.1	Eex_IncN	eex_occupied	52	2	5	5
NZ_CP086486.1		candidate	11	-4	11	8
NZ_CP086495.1	Eex_IncN	eex_occupied	52	2	5	5
NZ_CP086496.1		candidate	11	-4	11	8
NZ_CP086505.1	Eex_IncN	eex_occupied	52	2	5	5
NZ_CP086506.1		candidate	11	-4	11	6
NZ_CP086515.1	Eex_IncN	eex_occupied	52	2	5	5
NZ_CP086516.1		candidate	11	-4	11	8
NZ_CP086521.1	Eex_IncN	eex_occupied	11	9	5	7
NZ_CP086527.1	Eex_IncN	eex_occupied	11	9	5	7
NZ_CP086529.1		candidate	-4	11	11	8
NZ_CP086533.1	Eex_IncN	eex_occupied	9	11	5	7
NZ_CP086535.1		candidate	-4	11	11	7
NZ_CP086539.1	Eex_IncN	eex_occupied	11	9	5	7
NZ_CP086541.1		candidate	11	-4	11	8
NZ_CP086545.1	Eex_IncN	eex_occupied	9	11	5	7
NZ_CP086547.1		candidate	11	-4	11	7
NZ_CP086557.1	Eex_IncN	eex_occupied	9	11	5	7
NZ_CP086608.1	Eex_IncN	eex_occupied	222	8	5	4
NZ_CP086613.1		candidate	4	6	-4	7
NZ_CP086762.1	Eex_IncN	eex_occupied	11	9	5	7
NZ_CP086788.1		candidate	3	-1	3	8
NZ_CP086796.1		candidate	-1	3	3	8
NZ_CP086802.1		candidate	3	-1	3	8
NZ_CP086811.1		candidate	-1	3	3	8
NZ_CP086818.1		candidate	3	-1	3	8
NZ_CP086836.1		candidate	-1	3	2	7
NZ_CP086848.1		candidate	-1	3	3	8
NZ_CP086856.1		candidate	-1	3	2	7
NZ_CP086863.1		candidate	3	-1	3	8
NZ_CP086876.1		candidate	3	-1	3	8
NZ_CP086884.1		candidate	3	-1	3	8
NZ_CP086900.1		candidate	3	-1	3	8
NZ_CP086902.1		candidate	3	-1	2	7
NZ_CP086945.1		candidate	3	-1	3	8
NZ_CP086949.1		candidate	3	-1	3	8
NZ_CP086964.1		candidate	-1	3	3	8
NZ_CP086985.1		candidate	3	-1	3	8
NZ_CP086997.1		candidate	-1	3	3	8
NZ_CP087006.1		candidate	3	-1	3	8
NZ_CP087010.1		candidate	-1	3	3	8
NZ_CP087031.1		candidate	-1	3	3	8
NZ_CP087054.1		candidate	-1	3	3	8
NZ_CP087061.1		candidate	-1	3	3	8
NZ_CP087072.1		candidate	3	-1	3	8
NZ_CP087075.1		candidate	3	-1	2	7
NZ_CP087084.1		candidate	-1	3	2	7
NZ_CP087093.1		candidate	3	-1	3	7
NZ_CP087158.1		candidate	-1	2	2	6
NZ_CP087162.1		candidate	-8	27	2	8
NZ_CP087284.1	Eex_IncN	eex_occupied	10	13	12	6
NZ_CP087572.1	Eex_IncN	eex_occupied	9	11	5	7
NZ_CP087636.1	Eex_IncN	eex_occupied	9	10	-4	7
NZ_CP087679.1		candidate	-31	3	-4	8
NZ_CP087682.1		candidate	-31	3	-4	8
NZ_CP087684.1		candidate	-31	3	-4	8
NZ_CP087687.1		candidate	-31	3	-4	8
NZ_CP087697.1		candidate	-31	3	-4	8
NZ_CP087721.1	Eex_IncN	eex_occupied	-11	-1	-4	6
NZ_CP087767.1	Eex_IncN	eex_occupied	20	41	8	7
NZ_CP087786.1		candidate	9	11	11	9
NZ_CP087787.1	Eex_IncN	eex_occupied	20	41	8	7
NZ_CP087795.1	Eex_IncN	eex_occupied	20	41	8	7
NZ_CP087802.1	Eex_IncN	eex_occupied	41	20	8	7
NZ_CP087816.1	Eex_IncN	eex_occupied	20	41	23	6
NZ_CP087820.1	Eex_IncN	eex_occupied	20	41	8	7
NZ_CP087833.1	Eex_IncN	eex_occupied	20	41	8	7
NZ_CP087839.1	Eex_IncN	eex_occupied	41	20	23	6
NZ_CP087842.1	Eex_IncN	eex_occupied	20	41	8	7
NZ_CP087850.1	Eex_IncN	eex_occupied	41	20	8	7
NZ_CP087853.1	Eex_IncN	eex_occupied	20	41	8	7
NZ_CP087858.1	Eex_IncN	eex_occupied	41	20	8	7
NZ_CP087861.1	Eex_IncN	eex_occupied	41	20	23	4
NZ_CP087976.1		candidate	22	9	12	6
NZ_CP088009.1		candidate	10	-11	3	8
NZ_CP088011.1		candidate	-7	-4	10	6
NZ_CP088023.1		candidate	-7	15	-7	7
NZ_CP088091.1	Eex_IncN	eex_occupied	-4	3	-1	7
NZ_CP088101.1	Eex_IncN	eex_occupied	11	-4	-4	7
NZ_CP088103.1		candidate	-7	-4	8	6
NZ_CP088112.1		candidate	15	-11	-1	9
NZ_CP088115.1	Eex_IncN	eex_occupied	4	-4	-1	5
NZ_CP088116.1		candidate	15	-11	-4	9
NZ_CP088117.1		candidate	-7	-4	10	3
NZ_CP088132.1	Eex_IncN	eex_occupied	11	17	9	6
NZ_CP088152.1		candidate	6	51	-4	5
NZ_CP088153.1		candidate	-7	-4	7	6
NZ_CP088154.1		candidate	16	-11	-4	9
NZ_CP088226.1	Eex_IncN	eex_occupied	9	11	5	7
NZ_CP088227.1		candidate	98	30	-4	5
NZ_CP088232.1	Eex_IncN	eex_occupied	11	9	5	7
NZ_CP088271.1	Eex_IncN	eex_occupied	3	18	2	5
NZ_CP088278.1	Eex_IncN	eex_occupied	-4	11	-4	5
NZ_CP088279.1		candidate	-4	16	9	6
NZ_CP088281.1		candidate	17	-4	-8	3
NZ_CP088283.1	Eex_IncN	eex_occupied	11	-4	-4	7
NZ_CP088287.1		candidate	-7	15	-7	7
NZ_CP088291.1		candidate	15	-7	-7	7
NZ_CP088966.1		candidate	229	34	2	10
NZ_CP089054.1		candidate	85	250	11	6
NZ_CP089066.2		candidate	2	9	9	6
NZ_CP089138.1		candidate	11	-4	11	8
NZ_CP089386.1		candidate	17	11	3	5
NZ_CP089398.1	Eex_IncN	eex_occupied	11	12	12	6
NZ_CP089406.1	Eex_IncN	eex_occupied	15	7	17	6
NZ_CP089410.1	Eex_IncN	eex_occupied	15	7	17	6
NZ_CP089430.1	Eex_IncN	eex_occupied	11	9	10	7
NZ_CP089440.1	Eex_IncN	eex_occupied	9	11	5	8
NZ_CP089770.1	Eex_IncN	eex_occupied	3	46	5	5
NZ_CP089873.1	Eex_IncN	eex_occupied	3	18	9	4
NZ_CP089972.1	Eex_IncN	eex_occupied	21	8	-1	8
NZ_CP089987.1	Eex_IncN	eex_occupied	9	11	5	7
NZ_CP090025.1	Eex_IncN	eex_occupied	8	21	-1	7
NZ_CP090091.1		candidate	-7	-4	10	6
NZ_CP090093.1	Eex_IncN	eex_occupied	-4	3	-1	7
NZ_CP090127.1	ExcA	eex_occupied	39	-4	11	4
NZ_CP090129.1	Eex_IncN	eex_occupied	9	11	5	7
NZ_CP090308.1	Eex_IncN	eex_occupied	11	9	5	7
NZ_CP090317.1		candidate	3	-31	2	6
NZ_CP090388.1		candidate	11	76	1	4
NZ_CP090451.1	Eex_IncN	eex_occupied	11	9	9	6
NZ_CP090459.1	Eex_IncN	eex_occupied	9	11	5	7
NZ_CP090505.1		candidate	3	-31	2	6
NZ_CP090507.1		candidate	3	-31	2	6
NZ_CP090509.1		candidate	3	-31	2	6
NZ_CP090512.1		candidate	3	-31	2	6
NZ_CP090516.1	Eex_IncN	eex_occupied	16	21	12	5
NZ_CP090548.1		candidate	-31	3	2	6
NZ_CP090567.1		candidate	367	58	66	5
NZ_CP090574.1		candidate	11	-4	11	8
NZ_CP090643.1		candidate	81	22	22	4
NZ_CP090645.1		candidate	39	51	39	4
NZ_CP090646.1		candidate	23	12	-1	3
NZ_CP090789.1		candidate	-17		5	5
NZ_CP090794.1		candidate	98	30	-4	5
NZ_CP090795.1	Eex_IncN	eex_occupied	9	16	15	6
NZ_CP090797.1	Eex_IncN	eex_occupied	16	9	15	6
NZ_CP090934.1	Eex_IncN	eex_occupied	11	9	10	7
NZ_CP090965.1	Eex_IncN	eex_occupied	11	34	-4	7
NZ_CP090969.1	Eex_IncN	eex_occupied	7	15	17	5
NZ_CP091013.1		candidate	-4	11	1	7
NZ_CP091052.1	Eex_IncN	eex_occupied	9	11	5	7
NZ_CP091053.1	Eex_IncN	eex_occupied	16	9	15	6
NZ_CP091083.1	Eex_IncN	eex_occupied	11	9	5	8
NZ_CP091144.1		candidate	32	10	-4	4
NZ_CP091474.2	Eex_IncN	eex_occupied	11	9	5	7
NZ_CP091483.1	Eex_IncN	eex_occupied	9	11	5	7
NZ_CP091489.1	Eex_IncN	eex_occupied	15	7	40	4
NZ_CP091575.1	Eex_IncN	eex_occupied	222	8	5	4
NZ_CP091591.1	Eex_IncN	eex_occupied	15	7	17	6
NZ_CP091638.1	Eex_IncN	eex_occupied	77	3	5	4
NZ_CP091649.1		candidate	29	17	29	4
NZ_CP091660.1	Eex_IncN	eex_occupied	5	8	4	8
NZ_CP091707.1	Eex_IncN	eex_occupied	77	3	5	4
NZ_CP091812.1		candidate	12	-4		0
NZ_CP091849.1	Eex_IncN	eex_occupied	7	15	17	5
NZ_CP091980.1	Eex_IncN	eex_occupied	9	11	5	7
NZ_CP092019.1		candidate	-11	3	3	6
NZ_CP092021.1		candidate	-11	-4	0	6
NZ_CP092023.1	Eex_IncN	eex_occupied	48	-47	1	6
NZ_CP092024.1		candidate	-4	-11	0	6
NZ_CP092027.1	Eex_IncN	eex_occupied	-50	47	9	6
NZ_CP092035.1	Eex_IncN	eex_occupied	-47	48	1	6
NZ_CP092036.1		candidate	3	-11	3	6
NZ_CP092076.1	Eex_IncN	eex_occupied	77	3	5	4
NZ_CP092280.1	Eex_IncN	eex_occupied	9	11	5	7
NZ_CP092345.1		candidate	-4	-7	10	6
NZ_CP092346.1		candidate	2	1	-4	9
NZ_CP092347.1		candidate	-7	-7	10	5
NZ_CP092351.1		candidate	26	-4	-11	5
NZ_CP092353.1		candidate	-7	-7	10	6
NZ_CP092432.1	Eex_IncN	eex_occupied	-4	2	5	6
NZ_CP092451.1	Eex_IncN	eex_occupied	9	11	5	7
NZ_CP092465.1	Eex_IncN	eex_occupied	7	15	17	6
NZ_CP092494.1	Eex_IncN	eex_occupied	13	7	1	7
NZ_CP092495.1	Eex_IncN	eex_occupied	11	9	5	7
NZ_CP092515.1	Eex_IncN	eex_occupied	11	9	5	7
NZ_CP092636.1	Eex_IncN	eex_occupied	9	11	5	7
NZ_CP092650.1	Eex_IncN	eex_occupied	9	11	5	7
NZ_CP092655.1	Eex_IncN	eex_occupied	7	15	17	5
NZ_CP092686.1		candidate	19	-4	12	4
NZ_CP092769.1	Eex_IncN	eex_occupied	9	11	5	7
NZ_CP092790.1	Eex_IncN	eex_occupied	18	12	2	7
NZ_CP092797.1	Eex_IncN	eex_occupied	18	12	2	7
NZ_CP092854.1		candidate	5	167	13	6
NZ_CP092894.1	Eex_IncN	eex_occupied	-4	4	1	5
NZ_CP092895.1		candidate	-4	-7	9	6
NZ_CP092904.1	Eex_IncN	eex_occupied	11	9	5	7
NZ_CP092919.1		candidate	31	10	9	2
NZ_CP092921.1		candidate	32	10	-4	6
NZ_CP092922.1		candidate	32	10	-4	4
NZ_CP092924.1		candidate	15	26	-4	5
NZ_CP092925.1		candidate	33	10	2	5
NZ_CP092969.1		candidate	5	11	-1	4
NZ_CP092970.1	Eex_IncN	eex_occupied	2	-4	-4	7
NZ_CP092975.1	Eex_IncN	eex_occupied	11	9	5	7
NZ_CP092976.1	Eex_IncN	eex_occupied	11	17	9	6
NZ_CP093156.1	Eex_IncN	eex_occupied	7	15	17	6
NZ_CP093230.1		candidate	194	278	9	8
NZ_CP093241.1	Eex_IncN	eex_occupied	7	15	17	7
NZ_CP093286.1	Eex_IncN	eex_occupied	11	9	9	6
NZ_CP093359.1		candidate	9	2	9	4
NZ_CP093393.1	Eex_IncN	eex_occupied	12	1	5	5
NZ_CP093461.1	Eex_IncN	eex_occupied	11	9	5	7
NZ_CP093467.1	Eex_IncN	eex_occupied	7	15	17	6
NZ_CP093473.1	Eex_IncN	eex_occupied	11	9	5	7
NZ_CP093485.1		candidate	-4	10	11	8
NZ_CP093487.1	Eex_IncN	eex_occupied	15	7	17	6
NZ_CP093492.1	Eex_IncN	eex_occupied	9	11	5	7
NZ_CP093499.1	Eex_IncN	eex_occupied	7	15	17	6
NZ_CP093504.1	Eex_IncN	eex_occupied	9	11	5	7
NZ_CP093530.1		candidate	-7	-4	10	6
NZ_CP093538.1		candidate	-8	45	1	8
NZ_CP093551.1		candidate	0	3	-1	5
NZ_CP093917.1		candidate	98	30	-4	5
NZ_CP094275.1	Eex_IncN	eex_occupied	39	-4	11	8
NZ_CP094514.1	Eex_IncN	eex_occupied	9	11	5	7
NZ_CP094520.1		candidate	-4	17	9	6
NZ_CP094522.1		candidate	17	-4	9	6
NZ_CP094524.1		candidate	17	-4	9	6
NZ_CP094547.1		candidate	2	1	27	5
NZ_CP094829.1		candidate	28	5	2	6
NZ_CP094852.1		candidate	9	2	9	6
NZ_CP095123.1	Eex_IncN	eex_occupied	15	7	17	5
NZ_CP095142.1		candidate	139	10	12	7
NZ_CP095279.1	Eex_IncN	eex_occupied	11	9	5	7
NZ_CP095284.1		candidate	10	2	-17	5
NZ_CP095452.1	Eex_IncN	eex_occupied	222	8	5	5
NZ_CP095521.1	Eex_IncN	eex_occupied	7	15	17	6
NZ_CP095573.1	Eex_IncN	eex_occupied	9	11	5	7
NZ_CP095589.1	Eex_IncN	eex_occupied	11	9	9	6
NZ_CP095590.1	Eex_IncN	eex_occupied	9	11	5	5
NZ_CP095614.1	Eex_IncN	eex_occupied		9	5	7
NZ_CP095617.1	Eex_IncN	eex_occupied	9	11	5	7
NZ_CP095627.1	Eex_IncN	eex_occupied	9	238	9	7
NZ_CP095640.1	Eex_IncN	eex_occupied	11	9	5	7
NZ_CP095642.1	Eex_IncN	eex_occupied	11	9	5	7
NZ_CP095668.1	Eex_IncN	eex_occupied	9	11	5	7
NZ_CP095672.1	Eex_IncN	eex_occupied	9	11	5	7
NZ_CP095675.1	Eex_IncN	eex_occupied	9	11	5	7
NZ_CP095678.1	Eex_IncN	eex_occupied	9	11	5	7
NZ_CP095685.1	Eex_IncN	eex_occupied	11	9	5	7
NZ_CP095779.1	Eex_IncN	eex_occupied	11	9	5	7
NZ_CP095783.1	Eex_IncN	eex_occupied	9	11	5	7
NZ_CP095792.1	Eex_IncN	eex_occupied	12	1	5	4
NZ_CP096177.1	Eex_IncN	eex_occupied	9	11	5	7
NZ_CP096190.1	Eex_IncN	eex_occupied	7	15	17	6
NZ_CP096229.1		candidate	-8	47	1	8
NZ_CP096241.1	Eex_IncN	eex_occupied	15	7	17	6
NZ_CP096252.1	Eex_IncN	eex_occupied	-4	11	-4	7
NZ_CP096253.1		candidate	-7	15	-7	7
NZ_CP096257.1		candidate	15	-7	-7	7
NZ_CP096334.1		candidate	3	0	-1	5
NZ_CP096366.1		candidate	3	0	-1	5
NZ_CP096370.1	Eex_IncN	eex_occupied	13	-4	2	6
NZ_CP096372.1	Eex_IncN	eex_occupied	13	-4	2	6
NZ_CP096569.1	TrbK_RP4	eex_occupied	10	13	17	2
NZ_CP096852.1	Eex_IncN	eex_occupied	11	17	9	6
NZ_CP096922.1	Eex_IncN	eex_occupied	7	15	17	4
NZ_CP096924.1	Eex_IncN	eex_occupied	7	15	17	6
NZ_CP096931.1		candidate	9	2	9	6
NZ_CP096933.1		candidate	9	2	9	6
NZ_CP096936.1		candidate	9	2	9	6
NZ_CP096948.1		candidate	9	2	9	6
NZ_CP096954.1		candidate	9	2	9	6
NZ_CP097077.1	Eex_IncN	eex_occupied	15	7	17	6
NZ_CP097081.1	Eex_IncN	eex_occupied	15	7	17	6
NZ_CP097084.1	Eex_IncN	eex_occupied	7	15	17	6
NZ_CP097098.1	Eex_IncN	eex_occupied	7	15	17	6
NZ_CP097106.1	Eex_IncN	eex_occupied	9	11	5	6
NZ_CP097194.1	Eex_IncN	eex_occupied	11	9	5	8
NZ_CP097201.1	Eex_IncN	eex_occupied	11	9	5	8
NZ_CP097287.1		candidate	27	-8	2	6
NZ_CP097344.1	Eex_IncN	eex_occupied	7	15	17	6
NZ_CP097372.1	Eex_IncN	eex_occupied	0	9	4	8
NZ_CP097490.1		candidate	-4	12	-4	7
NZ_CP097492.1	TrbK_RP4	eex_occupied	10	9	16	6
NZ_CP097494.1		candidate	15		-4	7
NZ_CP097541.1		candidate	14	1	-1	7
NZ_CP097543.1		candidate	16	2	-1	7
NZ_CP097546.1		candidate	-1	-4	-4	7
NZ_CP097548.1		candidate	14	1	-1	7
NZ_CP097550.1		candidate	16	2	-1	7
NZ_CP097553.1		candidate	-1	-4	-4	7
NZ_CP097629.1	Eex_IncN	eex_occupied	3	18	2	6
NZ_CP097653.1	Eex_IncN	eex_occupied	9	11	9	6
NZ_CP097656.1	Eex_IncN	eex_occupied	-4	39	3	9
NZ_CP097715.1	Eex_IncN	eex_occupied	11	9	5	7
NZ_CP097718.1		candidate	10	-4	10	7
NZ_CP097723.1	Eex_IncN	eex_occupied	9	11	5	7
NZ_CP097725.1	Eex_IncN	eex_occupied	9	11	5	8
NZ_CP097830.1	Eex_IncN	eex_occupied	11	17	9	6
NZ_CP097835.1	Eex_IncN	eex_occupied	11	17	9	6
NZ_CP097838.1	Eex_IncN	eex_occupied	11	17	9	6
NZ_CP097842.1	Eex_IncN	eex_occupied	17	11	9	6
