accession	length	n_cds	mpf_classes	n_fa_fata	relaxase	exclusion_family_hit	description
NC_052657.1	146307	239	none	0	0		NC_052657.1 Escherichia phage muut, complete genome
NC_052658.1	151514	268	none	0	0		NC_052658.1 Escherichia phage nepoznato, complete genome
NC_052659.1	144998	254	none	0	0		NC_052659.1 Escherichia phage nieznany, complete genome
NC_052660.1	150473	279	none	0	0		NC_052660.1 Escherichia phage tuntematon, complete genome
NC_052661.1	150947	272	none	0	0		NC_052661.1 Escherichia phage ukendt, complete genome
NC_052662.1	151202	283	none	0	0		NC_052662.1 Escherichia phage Mt1B1_P17, complete genome
NC_052663.1	147702	240	none	0	0		NC_052663.1 Escherichia phage VEcB, complete genome
NC_052932.1	17362	24	none	1	0		NC_052932.1 Microbacterium phage PaoPu, complete genome
NC_052933.1	17385	24	none	1	0		NC_052933.1 Microbacterium phage Azizam, complete genome
NC_052934.1	17442	24	none	1	0		NC_052934.1 Microbacterium phage Bri160, complete genome
NC_052935.1	17426	25	none	1	0		NC_052935.1 Microbacterium phage Kaijohn, complete genome
NC_052936.1	17049	24	none	1	0		NC_052936.1 Microbacterium phage Nobel, complete genome
NC_052937.1	17349	25	none	1	0		NC_052937.1 Microbacterium phage Noelani, complete genome
NC_052938.1	17510	24	none	1	0		NC_052938.1 Microbacterium phage PoRanda, complete genome
NC_052939.1	17450	24	none	1	0		NC_052939.1 Microbacterium phage Quaker, complete genome
NC_052940.1	17451	25	none	0	0		NC_052940.1 Microbacterium phage BonaeVitae, complete genome
NC_052941.1	17491	27	none	1	0		NC_052941.1 Microbacterium phage Efeko, complete genome
NC_052964.1	64096	92	none	0	1		NC_052964.1 Pseudomonas phage Epa5, complete genome
NC_052965.1	57061	77	none	0	1		NC_052965.1 Pseudomonas phage ZC01, complete genome
NC_052966.1	60497	80	none	1	0		NC_052966.1 Xanthomonas phage Xoo-sp2, complete genome
NC_052967.1	63828	81	none	1	0		NC_052967.1 Xanthomonas phage Bosa genome assembly, chromosome: 1
NC_052969.1	61382	89	none	0	0		NC_052969.1 Ruegeria phage vB_RpoS-V16, complete genome
NC_052970.1	59111	86	none	0	0		NC_052970.1 Ruegeria phage vB_RpoS-V18, complete genome
NC_052971.1	59549	86	none	0	0		NC_052971.1 Ruegeria phage vB_RpoS-V11, complete genome
NC_052972.1	59573	86	none	0	0		NC_052972.1 Ruegeria phage vB_RpoS-V7, complete genome
NC_052974.1	59489	79	none	0	0		NC_052974.1 Achromobacter phage vB_AchrS_AchV4, complete genome
NC_052975.1	58387	71	none	0	0		NC_052975.1 Klebsiella phage YMC16/01/N133_KPN_BP, complete genome
NC_052976.1	58279	68	none	0	0		NC_052976.1 Pseudomonas phage PspYZU01, complete genome
NC_052977.1	56734	61	none	0	0		NC_052977.1 Bacteriophage Phobos, complete genome
NC_052978.1	60056	71	none	1	0		NC_052978.1 Proteus phage Saba, complete genome
NC_052979.1	59837	67	none	0	0		NC_052979.1 Providencia phage Kokobel1, complete genome
NC_052980.1	59078	67	none	0	0		NC_052980.1 Proteus phage ASh-2020a, complete genome
NC_052981.1	59128	67	none	0	0		NC_052981.1 Proteus phage PM87, complete genome
NC_052983.1	58536	63	none	0	0		NC_052983.1 Escherichia phage E21, complete genome
NC_052984.1	60975	74	none	0	0		NC_052984.1 Aeromonas phage vB_AhyS-A18P4, complete genome
NC_052985.1	61426	73	none	0	0		NC_052985.1 Aeromonas phage LAh_7, complete genome
NC_052986.1	61382	75	none	0	0		NC_052986.1 Aeromonas phage BUCT551, complete genome
NC_052987.1	59214	79	none	0	0		NC_052987.1 Klebsiella phage KPN N98, complete genome
NC_052988.1	59087	79	none	0	0		NC_052988.1 Klebsiella phage KPN U2874, complete genome
NC_052989.1	61736	77	none	0	0		NC_052989.1 Cronobacter phage JC01, complete genome
NC_052991.1	54417	62	none	0	0		NC_052991.1 Serratia phage KpYy_1_41, complete genome
NC_052999.1	60438	74	none	0	0		NC_052999.1 Salmonella phage ER24, complete genome
NC_053000.1	59878	74	none	0	0		NC_053000.1 Salmonella phage SeWh-1, complete genome
NC_053008.1	59618	73	none	0	0		NC_053008.1 Salmonella phage SAP012 DNA, complete sequence
NC_053009.1	60727	74	none	1	0		NC_053009.1 Providencia phage vB_PreS-PibeRecoleta, complete genome
NC_053010.1	60924	75	none	1	0		NC_053010.1 Providencia phage vB_PreS-Stilesk, complete genome
NC_053011.1	62716	79	none	0	0		NC_053011.1 Erwinia phage pEp_SNUABM_08, complete genome
NC_053012.1	63971	86	none	0	0		NC_053012.1 Serratia phage JS26, complete genome
NC_053013.1	57567	81	none	0	0		NC_053013.1 Pseudomonas phage vB_Pae-SS2019XI, complete genome
NC_053014.1	55830	78	none	0	0		NC_053014.1 Pectobacterium phage MA11, partial genome
NC_053015.1	58573	82	none	0	0		NC_053015.1 Pectobacterium phage MA12, complete genome
NC_053172.1	52018	72	none	0	0		NC_053172.1 Gordonia phage DumpsterDude, complete genome
NC_053173.1	49604	78	none	0	0		NC_053173.1 Gordonia phage Toast, complete genome
NC_053174.1	50678	80	none	0	0		NC_053174.1 Gordonia phage William, complete genome
NC_053209.1	48916	77	none	0	0		NC_053209.1 Mycobacterium phage KilKor, complete genome
NC_053210.1	55006	77	none	0	0		NC_053210.1 Gordonia phage Dexdert, complete genome
NC_053211.1	55829	78	none	0	0		NC_053211.1 Gordonia phage Tiamoceli, complete genome
NC_053234.1	57973	78	none	1	0		NC_053234.1 Gordonia phage Kroos, complete genome
NC_053235.1	58176	79	none	1	0		NC_053235.1 Gordonia phage JKSyngboy, complete genome
NC_053236.1	57430	79	none	1	0		NC_053236.1 Gordonia phage YorkOnyx, complete genome
NC_053237.1	57555	84	none	1	0		NC_053237.1 Gordonia phage Ashertheman, complete genome
NC_053238.1	57472	84	none	1	0		NC_053238.1 Gordonia phage Gaea, complete genome
NC_053239.1	57312	83	none	1	0		NC_053239.1 Gordonia phage Bizzy, complete genome
NC_053240.1	57306	82	none	1	0		NC_053240.1 Gordonia phage Tangerine, complete genome
NC_053241.1	57448	81	none	1	0		NC_053241.1 Gordonia phage Ribeye, complete genome
NC_053242.1	59268	86	none	0	0		NC_053242.1 Gordonia phage Leonard, complete genome
NC_053243.1	58844	81	none	0	0		NC_053243.1 Gordonia phage EMoore, complete genome
NC_053244.1	59761	88	none	0	0		NC_053244.1 Gordonia phage MelBins, complete genome
NC_053245.1	58301	83	none	0	0		NC_053245.1 Gordonia phage Ali17, complete genome
NC_053246.1	59210	96	none	0	0		NC_053246.1 Gordonia phage Lilbeanie, complete genome
NC_053247.1	58928	88	none	1	0		NC_053247.1 Gordonia Phage Zitch, complete genome
NC_053248.1	61219	81	none	1	0		NC_053248.1 Gordonia phage Zipp, complete genome
NC_053249.1	61248	84	none	1	0		NC_053249.1 Gordonia phage Verity, complete genome
NC_053503.1	66507	89	none	0	0		NC_053503.1 Mycobacterium phage Laurie, complete genome
NC_053504.1	75586	117	none	0	0		NC_053504.1 Mycobacterium phage Lumos, complete genome
NC_053505.1	76075	117	none	0	0		NC_053505.1 Mycobacterium phage Krypton555, complete genome
NC_053506.1	77086	124	none	1	0		NC_053506.1 Mycobacterium phage CELFI, complete genome
NC_053507.1	77031	124	none	1	0		NC_053507.1 Mycobacterium phage Finemlucis, complete genome
NC_053508.1	76315	124	none	1	0		NC_053508.1 Mycobacterium phage GuuelaD, complete genome
NC_053509.1	77876	133	none	1	1		NC_053509.1 Mycobacterium phage Tourach, complete genome
NC_053510.1	70183	105	none	1	1		NC_053510.1 Mycobacterium phage Bromden, complete genome
NC_053511.1	77566	128	none	1	0		NC_053511.1 Mycobacterium phage DyoEdafos, complete genome
NC_053512.1	70373	110	none	1	0		NC_053512.1 Mycobacterium phage Kumao, complete genome
NC_053513.1	83412	140	none	0	0		NC_053513.1 Mycobacterium phage Aziz, complete genome
NC_053514.1	83601	141	none	0	0		NC_053514.1 Mycobacterium phage Estes, complete genome
NC_053515.1	84303	143	none	0	0		NC_053515.1 Mycobacterium phage MrMagoo, complete genome
NC_053516.1	82356	137	none	0	0		NC_053516.1 Mycobacterium phage Reindeer, complete genome
NC_054146.1	44526	63	none	0	0		NC_054146.1 Ralstonia phage phiRSP, complete genome
NC_054147.1	42452	61	none	0	0		NC_054147.1 Achromobacter phage Mano, complete genome
NC_054148.1	43707	62	none	0	0		NC_054148.1 Burkholderia phage Mica, complete genome
NC_054149.1	44033	66	none	0	0		NC_054149.1 Pseudomonas phage Persinger, complete genome
NC_054392.1	44938	56	none	0	0		NC_054392.1 Gordonia phage Archimedes, complete genome
NC_054393.1	75687	121	none	1	0		NC_054393.1 Mycobacterium phage Typha, complete genome
NC_054418.1	43357	61	none	0	0		NC_054418.1 Arthrobacter phage BigMack, complete genome
NC_054419.1	43089	61	none	0	0		NC_054419.1 Arthrobacter phage Gisselle, complete genome
NC_054420.1	44251	62	none	0	0		NC_054420.1 Arthrobacter phage GreenHearts, complete genome
NC_054421.1	43977	59	none	0	0		NC_054421.1 Arthrobacter phage Greenhouse, complete genome
NC_054422.1	43891	61	none	0	0		NC_054422.1 Arthrobacter phage Huntingdon, complete genome
NC_054423.1	43603	63	none	0	0		NC_054423.1 Arthrobacter phage Kittykat, complete genome
NC_054424.1	43496	61	none	0	0		NC_054424.1 Arthrobacter phage Litotes, complete genome
NC_054425.1	43746	61	none	0	0		NC_054425.1 Arthrobacter phage MamaPearl, complete genome
NC_054426.1	44045	61	none	0	0		NC_054426.1 Arthrobacter phage Nubia, complete genome
NC_054427.1	44163	62	none	0	0		NC_054427.1 Arthrobacter phage Oxynfrius, complete genome
NC_054428.1	43950	60	none	0	0		NC_054428.1 Arthrobacter phage Sergei, complete genome
NC_054429.1	43940	60	none	0	0		NC_054429.1 Arthrobacter phage Urla, complete genome
NC_054430.1	43850	62	none	0	0		NC_054430.1 Arthrobacter phage Wawa, complete genome
NC_054431.1	17452	25	none	1	0		NC_054431.1 Microbacterium phage Scamander, complete genome
NC_054432.1	52849	77	none	0	0		NC_054432.1 Mycobacterium phage phiT46-1, complete genome
NC_054433.1	52581	85	none	0	0		NC_054433.1 Mycobacterium phage Weirdo19, complete genome
NC_054434.1	46888	73	none	0	0		NC_054434.1 Gordonia phage Catfish, complete genome
NC_054435.1	43143	67	none	1	0		NC_054435.1 Gordonia phage Dardanus, complete genome
NC_054436.1	43099	71	none	1	0		NC_054436.1 Gordonia phage Schmidt, complete genome
NC_054437.1	43366	69	none	0	0		NC_054437.1 Gordonia phage TinaLin, complete genome
NC_054438.1	44904	77	none	0	0		NC_054438.1 Gordonia phage TZGordon, complete genome
NC_054439.1	42311	66	none	1	0		NC_054439.1 Mycobacterium phage Paito, complete genome
NC_054440.1	41077	58	none	1	0		NC_054440.1 Mycobacterium phage Taheera, complete genome
NC_054441.1	42430	64	none	1	0		NC_054441.1 Mycobacterium phage Rabbs, complete genome
NC_054442.1	41752	60	none	1	0		NC_054442.1 Mycobacterium phage Grizzly, complete genome
NC_054443.1	45389	64	none	0	0		NC_054443.1 Mycobacterium phage Avocado, complete genome
NC_054444.1	44739	64	none	1	0		NC_054444.1 Mycobacterium phage Antsirabe, complete genome
NC_054445.1	44877	62	none	1	0		NC_054445.1 Mycobacterium phage Mercurio, complete genome
NC_054446.1	44998	63	none	1	0		NC_054446.1 Mycobacterium phage Lemuria, complete genome
NC_054447.1	44842	65	none	0	0		NC_054447.1 Mycobacterium phage Pinnie, complete genome
NC_054448.1	42382	59	none	0	0		NC_054448.1 Mycobacterium phage Raymond7, complete genome
NC_054449.1	43886	71	none	0	0		NC_054449.1 Mycobacterium phage Philonius, complete genome
NC_054450.1	44333	70	none	0	0		NC_054450.1 Mycobacterium phage Aggie, complete genome
NC_054451.1	41988	67	none	0	0		NC_054451.1 Mycobacterium phage Kevin1, complete genome
NC_054452.1	43779	63	none	0	0		NC_054452.1 Mycobacterium phage Andies, complete genome
NC_054453.1	42396	69	none	0	0		NC_054453.1 Mycobacterium phage Fulbright, complete genome
NC_054454.1	40580	62	none	0	0		NC_054454.1 Mycobacterium phage Rebel, complete genome
NC_054455.1	44205	66	none	0	0		NC_054455.1 Mycobacterium phage Tapioca, complete genome
NC_054456.1	41278	62	none	0	0		NC_054456.1 Mycobacterium phage Jamie19, complete genome
NC_054458.1	46195	69	none	0	0		NC_054458.1 Xanthomonas phage XPP1, complete genome
NC_054459.1	46503	72	none	0	0		NC_054459.1 Xanthomonas phage XPV1, complete genome
NC_054460.1	46077	64	none	0	0		NC_054460.1 Xanthomonas phage KPhi1, complete genome
NC_054462.1	44732	58	none	0	0		NC_054462.1 Ralstonia phage Adzire, complete genome
NC_054463.1	44222	62	none	0	0		NC_054463.1 Ralstonia phage Bakoly, complete genome
NC_054464.1	40844	72	none	0	0		NC_054464.1 Edwardsiella phage Edno5, complete genome
NC_054465.1	43233	82	none	0	0		NC_054465.1 Aeromonas phage 2_D05, complete genome
NC_054466.1	42249	75	none	0	0		NC_054466.1 Aeromonas phage 4_D05, complete genome
NC_054636.1	46454	78	none	0	0		NC_054636.1 Shigella phage Sf11 SMD-2017, complete genome
NC_054637.1	46833	84	none	0	0		NC_054637.1 Escherichia coli Phage vB_EcoS-Sa179lw, complete genome
NC_054638.1	45126	69	none	1	0		NC_054638.1 Salmonella phage vB_SenS_SB28, complete genome
NC_054639.1	47393	77	none	1	0		NC_054639.1 Salmonella phage Skate, complete genome
NC_054640.1	48285	76	none	0	0		NC_054640.1 Salmonella phage Segz_1, complete genome
NC_054642.1	45881	72	none	0	0		NC_054642.1 Salmonella phage Seszw_1, complete genome
NC_054643.1	45049	81	none	0	0		NC_054643.1 Salmonella phage SeSz-2, complete genome
NC_054645.1	47657	79	none	0	0		NC_054645.1 Salmonella phage LPST10, complete genome
NC_054646.1	47604	79	none	0	0		NC_054646.1 Salmonella phage VB_StyS_BS5, complete genome
NC_054647.1	45367	82	none	0	0		NC_054647.1 Salmonella phage Akira, complete genome
NC_054648.1	47483	83	none	0	0		NC_054648.1 Salmonella phage vB_Se_STGO-35-1, complete genome
NC_054649.1	47611	79	none	1	0		NC_054649.1 Escherichia phage vB_EcoS_swi2, complete genome
NC_054650.1	44605	75	none	0	0		NC_054650.1 Shigella phage DS8, complete genome
NC_054651.1	46667	79	none	0	0		NC_054651.1 Escherichia phage C1, complete genome
NC_054652.1	46907	76	none	0	0		NC_054652.1 Klebsiella phage YX3973, complete genome
NC_054654.1	45424	73	none	1	0		NC_054654.1 Klebsiella phage ZX4, complete genome
NC_054655.1	50493	78	none	0	0		NC_054655.1 Streptomyces phage Celia, complete genome
NC_054656.1	50129	76	none	0	0		NC_054656.1 Streptomyces phage Yosif, complete genome
NC_054657.1	51956	84	none	0	0		NC_054657.1 Streptomyces phage Salutena, complete genome
NC_054658.1	50272	76	none	0	0		NC_054658.1 Streptomyces phage Sentinel, complete genome
NC_054659.1	50834	76	none	0	0		NC_054659.1 Streptomyces phage Spernnie, complete genome
NC_054660.1	50632	74	none	0	0		NC_054660.1 Streptomyces phage Janus, complete genome
NC_054661.1	50547	74	none	0	0		NC_054661.1 Streptomyces phage Hank144, complete genome
NC_054662.1	49299	77	none	0	0		NC_054662.1 Streptomyces phage Omar, complete genome
NC_054663.1	50483	73	none	0	0		NC_054663.1 Streptomyces phage Diane, complete genome
NC_054664.1	49372	75	none	0	0		NC_054664.1 Streptomyces phage Amethyst, complete genome
NC_054665.1	50574	80	none	0	0		NC_054665.1 Streptomyces phage Tefunt, complete genome
NC_054666.1	50374	78	none	0	0		NC_054666.1 Streptomyces phage Caelum, complete genome
NC_054667.1	50643	79	none	0	0		NC_054667.1 Streptomyces phage Issmi, complete genome
NC_054668.1	50602	79	none	0	0		NC_054668.1 Streptomyces phage Daudau, complete genome
NC_054669.1	53011	83	none	0	0		NC_054669.1 Streptomyces phage Alvy, complete genome
NC_054670.1	52628	82	none	0	0		NC_054670.1 Streptomyces phage Thestral, complete genome
NC_054671.1	52743	83	none	0	0		NC_054671.1 Streptomyces phage Paedore, complete genome
NC_054672.1	49395	74	none	0	0		NC_054672.1 Streptomyces phage Endor1, complete genome
NC_054673.1	48829	72	none	1	0		NC_054673.1 Streptomyces phage Endor2, complete genome
NC_054674.1	48941	75	none	1	0		NC_054674.1 Streptomyces phage Joe, complete genome
NC_054675.1	48883	73	none	1	0		NC_054675.1 Streptomyces phage Saftant, complete genome
NC_054676.1	48481	73	none	0	0		NC_054676.1 Streptomyces phage Sitrop, complete genome
NC_054677.1	48803	73	none	1	0		NC_054677.1 Streptomyces phage Alsaber, complete genome
NC_054678.1	51631	68	none	0	0		NC_054678.1 Streptomyces phage Yasdnil, complete genome
NC_054679.1	51566	69	none	0	0		NC_054679.1 Streptomyces phage Werner, complete genome
NC_054680.1	51393	74	none	0	0		NC_054680.1 Streptomyces phage Goby, complete genome
NC_054681.1	50558	72	none	0	0		NC_054681.1 Streptomyces phage Lorelei, complete genome
NC_054714.1	164254	233	none	1	0		NC_054714.1 Mycobacterium phage Phabba, complete genome
NC_054715.1	156514	233	none	2	0		NC_054715.1 Mycobacterium phage Bigswole, complete genome
NC_054716.1	160330	217	none	1	0		NC_054716.1 Mycobacterium phage Cane17, complete genome
NC_054717.1	155886	217	none	1	0		NC_054717.1 Mycobacterium phage CharlieB, complete genome
NC_054718.1	156170	224	none	1	0		NC_054718.1 Mycobacterium phage Mangeria, complete genome
NC_054719.1	151100	215	none	2	0		NC_054719.1 Mycobacterium phage NoodleTree, complete genome
NC_054720.1	153772	217	none	1	0		NC_054720.1 Mycobacterium phage QBert, complete genome
NC_054721.1	156354	222	none	1	0		NC_054721.1 Mycobacterium phage Quasimodo, complete genome
NC_054722.1	156554	222	none	2	0		NC_054722.1 Mycobacterium phage Sauce, complete genome
NC_054723.1	150830	224	none	1	0		NC_054723.1 Gordonia phage Pupper, complete genome
NC_054724.1	138896	218	none	0	0		NC_054724.1 Rhodococcus phage Finch, complete genome
NC_054725.1	152435	230	none	1	0		NC_054725.1 Gordonia phage Skog, complete genome
NC_054726.1	136319	207	none	1	0		NC_054726.1 Gordonia phage Stormageddon, complete genome
NC_054727.1	136361	194	none	1	0		NC_054727.1 Mycobacterium phage Phrappuccino, complete genome
NC_054759.1	48596	77	none	0	0		NC_054759.1 Mycobacterium phage PurpleHaze, complete genome
NC_054760.1	50293	82	none	0	0		NC_054760.1 Mycobacterium phage SoilDragon, complete genome
NC_054761.1	48229	76	none	0	0		NC_054761.1 Mycobacterium phage Zetzy, complete genome
NC_054762.1	45614	59	none	1	0		NC_054762.1 Rhodococcus phage PhailMary, complete genome
NC_054770.1	50062	78	none	0	0		NC_054770.1 Mycobacterium phage Veracruz, complete genome
NC_054771.1	47895	75	none	0	0		NC_054771.1 Mycobacterium phage MA5, complete genome
NC_054772.1	50657	85	none	0	0		NC_054772.1 Mycobacterium phage BabyRay, complete genome
NC_054773.1	50006	84	none	0	0		NC_054773.1 Mycobacterium phage Pistachio, complete genome
NC_054774.1	51594	78	none	0	0		NC_054774.1 Mycobacterium phage Naca, complete genome
NC_054775.1	50693	78	none	0	0		NC_054775.1 Mycobacterium phage Scorpia, complete genome
NC_054776.1	51182	79	none	0	0		NC_054776.1 Mycobacterium phage Zolita, complete genome
NC_054777.1	51052	77	none	0	0		NC_054777.1 Mycobacterium phage Bluefalcon, complete genome
NC_054778.1	47409	66	none	0	0		NC_054778.1 Mycobacterium phage Archetta, complete genome
NC_054779.1	51800	87	none	0	0		NC_054779.1 Mycobacterium phage Blinn1, complete genome
NC_054780.1	50341	81	none	0	0		NC_054780.1 Mycobacterium phage JewelBug, complete genome
NC_054781.1	51633	86	none	0	0		NC_054781.1 Mycobacterium phage Priamo, complete genome
NC_054782.1	52879	89	none	0	0		NC_054782.1 Mycobacterium phage Koko, complete genome
NC_054783.1	53277	93	none	0	0		NC_054783.1 Mycobacterium phage Yecey3, complete genome
NC_054784.1	50346	77	none	0	0		NC_054784.1 Mycobacterium phage Pharaoh, complete genome
NC_054785.1	53432	83	none	0	0		NC_054785.1 Mycobacterium phage DarthPhader, complete genome
NC_054786.1	53594	83	none	0	0		NC_054786.1 Mycobacterium phage Refuge, complete genome
NC_054787.1	53420	86	none	0	0		NC_054787.1 Mycobacterium phage Steamy, complete genome
