accession	n_cds	core_completeness	n_core	VirB1	VirB1_score	VirB2	VirB2_score	VirB3	VirB3_score	VirB4	VirB4_score	VirB4b	VirB4b_score	VirB5	VirB5_score	VirB6	VirB6_score	VirB7	VirB7_score	VirB8	VirB8_score	VirB9	VirB9_score	VirB10	VirB10_score	VirB11	VirB11_score	VirD4	VirD4_score	TraN	TraN_score
NZ_CP065697.1	351	7/7	7	ga:122:131528..131950:-	80.3	ga:223:205259..205654:-	86.3	ga:222:204990..205262:-	31.8	ga:221:202521..204974:-	43.6	ga:221:202521..204974:-	140.1	none		ga:218:200072..201457:-	174.3	none		ga:217:199355..200059:-	231.2	ga:216:198354..199358:-	227.3	ga:215:197077..198351:-	207.7	ga:92:91991..93220:+	364.1	ga:226:207161..209164:-	344.0	ga:108:112430..116350:-	56.1
NZ_CP065724.1	42	7/7	7	ga:35:28497..29195:+	43.5	ga:37:29572..29877:+	67.0	ga:38:29893..30207:+	85.7	ga:39:30210..32681:+	136.8	ga:39:30210..32681:+	97.8	ga:40:32678..33367:+	161.7	ga:0:108..638:+	81.7	none		ga:1:888..1583:+	154.6	ga:2:1595..2392:+	194.9	ga:3:2392..3585:+	184.2	ga:4:3551..4627:+	88.3	ga:6:7590..9113:-	51.0	none	
NZ_CP065727.1	92	7/7	7	ga:49:43007..43741:+	44.8	none		ga:12:8630..9010:+	42.7	ga:13:8949..11438:+	97.4	ga:13:8949..11438:+	36.5	ga:16:12163..12828:+	40.6	ga:56:48412..49131:+	121.3	none		ga:20:14330..15088:+	146.7	ga:21:15137..15892:+	166.9	ga:23:16202..17221:+	176.6	ga:67:53302..53811:+	89.5	ga:25:18351..20399:+	402.5	none	
NZ_CP065749.1	388	7/7	7	ga:152:162738..163160:-	80.3	ga:253:236469..236864:-	86.3	ga:252:236200..236472:-	31.8	ga:251:233731..236184:-	43.6	ga:251:233731..236184:-	140.1	none		ga:248:231282..232667:-	174.3	none		ga:247:230565..231269:-	231.2	ga:246:229564..230568:-	227.3	ga:245:228287..229561:-	207.7	ga:122:123201..124430:+	364.1	ga:256:238371..240374:-	344.0	ga:138:143640..147560:-	56.1
NZ_CP065806.1	50	2/7	2	none		none		none		ga:12:6746..8764:+	25.2	none		none		none		none		none		none		none		none		ga:18:12786..14315:+	463.9	none	
NZ_CP065897.1	101	7/7	7	ga:56:50746..51948:-	75.0	ga:60:54803..55123:-	81.0	ga:59:54520..54798:-	79.1	ga:58:52152..54530:-	75.5	ga:58:52152..54530:-	40.9	ga:55:49956..50744:-	48.4	ga:49:44528..45598:-	120.0	none		ga:54:49249..49947:-	142.0	ga:53:48539..49249:-	151.9	ga:52:47145..48542:-	180.1	ga:51:46132..47142:-	107.9	ga:47:42076..44100:+	265.3	none	
NZ_CP065950.1	65	7/7	7	ga:17:12320..13054:+	32.5	none		ga:20:13697..14014:+	63.3	ga:21:14014..16614:+	113.8	ga:21:14014..16614:+	76.4	ga:22:16632..17345:+	105.5	ga:24:17596..18636:+	142.4	none		ga:25:18855..19553:+	131.9	ga:26:19564..20448:+	159.7	ga:27:20448..21608:+	156.3	ga:28:21650..22645:+	81.2	ga:42:34237..35766:-	38.5	none	
NZ_CP066020.1	436	7/7	7	ga:384:398535..398969:-	71.2	ga:391:405341..405688:+	33.6	none		ga:393:406015..408471:+	67.5	ga:393:406015..408471:+	94.6	none		ga:395:409263..410306:+	80.7	none		ga:389:403186..403893:-	117.7	ga:388:402262..403176:-	164.2	ga:387:401021..402262:-	171.9	ga:379:392602..394404:-	177.0	ga:397:411559..413424:+	36.0	none	
NZ_CP066028.1	202	7/7	7	none		ga:141:120982..121245:-	56.2	ga:140:118201..120969:-	75.1	ga:140:118201..120969:-	176.0	ga:140:118201..120969:-	86.5	ga:135:115345..116334:-	84.3	ga:134:114353..115348:-	116.9	none		ga:132:113550..114209:-	177.9	ga:131:112663..113553:-	162.9	ga:130:111475..112653:-	165.2	ga:129:110487..111494:-	94.4	ga:128:108676..110379:-	345.1	none	
NZ_CP066039.1	40	7/7	7	ga:12:16100..16735:-	23.5	ga:23:26588..27052:-	63.5	ga:22:26273..26584:-	49.8	ga:21:23718..26276:-	91.0	ga:21:23718..26276:-	112.1	none		ga:14:17354..19072:-	143.0	none		ga:20:22939..23721:-	145.8	ga:19:22022..22921:-	186.5	ga:17:20105..21526:-	223.3	ga:24:27069..28031:-	127.6	ga:1:1971..3884:+	525.1	none	
NZ_CP066051.1	176	7/7	7	ga:71:69298..70377:-	91.6	ga:74:73093..73440:-	73.7	ga:73:72791..73090:-	88.4	ga:72:70370..72787:-	126.8	ga:72:70370..72787:-	100.1	ga:70:68563..69285:-	40.2	ga:69:67296..68333:-	143.0	none		ga:68:66566..67261:-	181.8	ga:67:65760..66569:-	203.3	ga:66:64528..65760:-	203.2	ga:65:63516..64547:-	129.0	ga:64:61432..63519:-	305.4	none	
NZ_CP066056.1	39	7/7	7	ga:19:18706..19506:-	44.4	none		ga:17:17946..18326:-	42.7	ga:16:15518..18007:-	97.4	ga:16:15518..18007:-	36.5	ga:13:14128..14793:-	40.6	ga:12:13137..14099:-	119.0	none		ga:9:11868..12626:-	146.7	ga:8:11064..11819:-	166.9	ga:6:9735..10754:-	176.6	ga:5:8605..9711:-	87.8	ga:4:6557..8605:-	402.5	none	
NZ_CP066077.1	208	7/7	7	ga:120:119014..119769:-	37.9	none		none		ga:130:126158..128686:-	44.4	ga:130:126158..128686:-	60.5	ga:129:125471..126139:-	69.7	ga:126:123902..124999:-	65.0	none		ga:125:123156..123908:-	66.4	ga:124:122342..123142:-	173.4	ga:123:121131..122345:-	138.5	ga:121:119756..120766:-	90.0	ga:115:114612..116219:-	40.8	none	
NZ_CP066080.1	46	2/7	2	none		none		none		ga:26:19721..21739:+	23.5	none		none		none		none		none		none		none		none		ga:33:25993..27546:+	461.6	none	
NZ_CP066097.1	70	7/7	7	ga:27:21819..22553:+	32.5	none		ga:30:23196..23513:+	63.3	ga:31:23513..26113:+	113.8	ga:31:23513..26113:+	76.4	ga:32:26131..26844:+	105.5	ga:34:27095..28135:+	142.4	none		ga:35:28354..29052:+	131.9	ga:36:29063..29947:+	159.7	ga:37:29947..31107:+	156.3	ga:38:31149..32144:+	81.2	ga:47:40156..41685:-	38.5	none	
NZ_CP066098.1	60	7/7	7	ga:18:15316..15960:-	36.9	ga:17:15042..15332:-	69.0	ga:16:12261..15020:-	42.6	ga:16:12261..15020:-	132.2	ga:16:12261..15020:-	70.5	ga:15:11504..12253:-	54.3	ga:13:10170..11225:-	135.2	none		ga:12:9202..9930:-	120.9	ga:11:8268..9197:-	134.2	ga:10:7060..8271:-	136.9	ga:9:6005..7048:-	64.1	ga:8:4167..6002:-	504.8	none	
NZ_CP066248.1	123	7/7	7	ga:14:11717..12010:-	24.5	ga:52:35229..35477:-	45.2	none		ga:51:33921..34862:-	24.7	ga:51:33921..34862:-	101.1	none		ga:45:29745..30569:-	98.5	none		ga:42:28511..29185:-	147.3	ga:40:27616..28104:-	115.6	ga:38:25942..26874:-	192.2	ga:46:30726..31160:-	84.8	ga:6:4833..5648:-	22.8	none	
NZ_CP066264.1	51	7/7	7	ga:21:17552..18259:+	34.6	none		none		ga:23:18944..21490:+	74.5	none		ga:24:21493..22179:+	49.1	ga:26:22577..23509:+	128.0	none		ga:27:23917..24705:+	106.3	ga:28:24695..25504:+	137.9	ga:29:25491..26858:+	128.9	ga:30:26868..27899:+	49.1	ga:34:31097..32749:+	249.1	none	
NZ_CP066266.1	64	7/7	7	ga:39:36099..36803:+	36.5	none		none		ga:41:37488..40040:+	68.4	none		ga:42:40037..40717:+	50.1	ga:44:40966..41910:+	122.5	none		ga:45:42311..43099:+	98.9	ga:46:43089..43898:+	139.8	ga:47:43885..45255:+	127.9	ga:48:45265..46296:+	48.5	ga:52:47342..48994:+	260.5	none	
NZ_CP066271.1	99	2/7	2	ga:80:78812..79519:+	37.8	none		none		ga:82:80204..82756:+	70.5	none		ga:83:82753..83439:+	56.4	ga:85:83835..84767:+	136.5	none		none		none		none		none		none		none	
NZ_CP066273.1	765	7/7	7	none		ga:577:627776..628180:+	72.9	ga:578:628173..628472:+	58.0	ga:579:628484..630952:+	188.7	ga:579:628484..630952:+	134.0	none		ga:582:631951..633141:+	112.5	none		ga:583:633157..633819:+	124.8	ga:584:633837..634688:+	189.0	ga:586:635179..636486:+	226.5	ga:576:626815..627786:+	131.5	ga:712:769985..771922:+	556.4	none	
NZ_CP066275.1	186	7/7	7	ga:87:99417..100136:+	58.2	ga:47:53020..53424:-	71.8	ga:89:100516..100842:+	68.7	ga:90:100842..103211:+	226.4	ga:45:50255..52717:-	129.6	none		ga:42:48069..49256:-	107.4	none		ga:93:105000..105773:+	176.5	ga:40:46521..47375:-	186.3	ga:38:44734..46035:-	226.5	ga:48:53414..54385:-	131.9	ga:163:170481..172403:-	556.9	none	
NZ_CP066344.1	80	7/7	7	ga:48:41893..42702:-	45.2	ga:46:41252..41548:-	39.1	ga:45:40904..41236:-	84.6	ga:44:38302..40914:-	118.6	ga:44:38302..40914:-	86.6	ga:42:37443..38147:-	147.9	ga:40:35990..36979:-	110.3	none		ga:38:35090..35776:-	129.4	ga:37:34277..35080:-	199.9	ga:36:33048..34280:-	180.0	ga:35:32015..33019:-	77.5	ga:31:25341..26861:+	72.7	none	
NZ_CP066345.1	56	7/7	7	ga:7:4428..5213:+	42.9	ga:9:7767..8078:+	56.6	ga:10:8091..8432:+	84.0	ga:11:8438..10927:+	196.2	ga:11:8438..10927:+	93.4	ga:13:11111..11821:+	222.0	ga:15:12147..13244:+	131.0	none		ga:17:13542..14297:+	191.1	ga:18:14294..15172:+	187.6	ga:19:15172..16302:+	193.1	ga:20:16328..17401:+	90.7	ga:21:17604..20333:+	335.8	none	
NZ_CP066346.1	52	7/7	7	ga:22:22517..23107:-	62.7	ga:12:11797..12111:-	80.9	ga:11:11529..11795:-	39.2	ga:10:8894..11464:-	35.2	ga:10:8894..11464:-	110.3	none		ga:7:6143..7621:-	85.5	none		ga:6:5427..6137:-	128.3	ga:5:4408..5400:-	168.2	ga:4:3040..4392:-	211.8	ga:13:12190..13194:-	113.6	ga:20:18027..20084:-	351.4	none	
NZ_CP066352.1	555	7/7	7	none		ga:59:53348..53644:+	94.7	ga:60:53644..53982:+	111.9	ga:61:53975..56341:+	173.9	ga:61:53975..56341:+	110.9	ga:62:56338..57060:+	145.1	ga:64:57311..58297:+	162.2	none		ga:65:58649..59320:+	195.2	ga:66:59317..60168:+	181.1	ga:67:60180..61325:+	173.1	ga:68:61322..62353:+	101.7	ga:69:62319..64265:+	370.7	none	
NZ_CP066353.1	316	7/7	7	none		ga:238:219349..220014:+	73.4	ga:238:219349..220014:+	61.9	ga:242:223481..224083:+	136.4	ga:239:220024..220785:+	129.7	none		ga:46:45297..46457:+	103.0	none		ga:280:254194..254727:+	106.6	ga:281:254724..255479:+	137.9	ga:41:41736..42800:-	177.1	ga:40:40708..41739:-	101.5	ga:117:104056..105978:+	533.9	none	
NZ_CP066357.1	444	7/7	7	none		ga:174:165779..166075:-	95.6	ga:173:165441..165779:-	109.3	ga:172:163082..165448:-	170.9	ga:172:163082..165448:-	106.7	ga:171:162363..163085:-	150.2	ga:169:161120..162106:-	162.1	none		ga:167:160103..160774:-	194.1	ga:166:159255..160106:-	179.8	ga:165:158098..159243:-	176.7	ga:164:157070..158101:-	103.6	ga:163:155158..157104:-	365.8	none	
NZ_CP066360.1	173	7/7	7	ga:64:66328..67416:-	95.1	ga:67:70178..70516:-	75.3	ga:66:69875..70174:-	77.0	ga:65:67413..69872:-	123.0	ga:65:67413..69872:-	100.7	ga:63:65615..66316:-	34.4	ga:61:64354..65382:-	143.3	none		ga:60:63632..64327:-	183.5	ga:59:62826..63635:-	195.6	ga:58:61615..62826:-	209.6	ga:57:60606..61634:-	130.0	ga:56:58525..60609:-	309.8	none	
NZ_CP066361.1	1649	7/7	7	none		ga:787:775119..775418:+	87.9	ga:788:775423..775764:+	105.8	ga:789:775739..778135:+	172.4	ga:789:775739..778135:+	108.6	ga:790:778135..778836:+	198.9	ga:792:779071..780006:+	160.3	none		ga:794:780322..780993:+	214.7	ga:795:780993..781847:+	183.4	ga:796:781857..783029:+	180.8	ga:640:619680..621173:+	213.3	ga:875:856873..858792:+	333.2	none	
NZ_CP066368.1	82	7/7	7	ga:43:37407..37889:-	81.1	none		ga:58:53485..53769:-	36.6	ga:57:51122..53479:-	58.5	ga:57:51122..53479:-	42.8	ga:70:59222..59863:-	42.8	ga:71:59869..60864:-	128.5	none		ga:55:50222..50956:-	144.3	ga:54:49455..50225:-	170.5	ga:53:48326..49465:-	154.7	ga:46:39657..41195:-	207.1	ga:51:45278..47236:-	289.6	none	
NZ_CP066747.1	39	7/7	7	ga:9:6413..6958:+	58.1	ga:35:24507..24803:+	65.7	ga:36:24803..25090:+	50.4	ga:37:25092..27557:+	91.0	ga:37:25092..27557:+	88.1	none		ga:2:1079..2305:+	51.7	none		ga:4:2635..3330:+	123.2	ga:5:3341..4501:+	163.7	ga:7:4946..6175:+	209.5	ga:34:23568..24506:+	132.7	ga:14:9759..11582:+	322.9	none	
NZ_CP066821.1	49	2/7	2	none		none		none		ga:12:7379..9397:+	25.2	none		none		none		none		none		none		none		none		ga:18:13419..14948:+	463.9	none	
NZ_CP066846.1	81	7/7	7	ga:16:11558..12292:+	32.5	none		ga:19:12935..13252:+	63.3	ga:20:13252..15852:+	113.8	ga:20:13252..15852:+	76.4	ga:21:15870..16583:+	105.5	ga:23:16834..17874:+	142.4	none		ga:24:18093..18791:+	131.9	ga:25:18802..19686:+	159.7	ga:26:19686..20846:+	156.3	ga:27:20888..21883:+	81.2	ga:58:45670..47199:-	38.5	none	
NZ_CP066852.1	43	7/7	7	ga:27:28538..29185:-	45.2	ga:26:28264..28560:-	77.5	ga:25:25492..28245:-	46.6	ga:25:25492..28245:-	148.1	ga:25:25492..28245:-	75.3	ga:24:24732..25481:-	66.6	ga:22:23360..24421:-	134.6	none		ga:21:22403..23023:-	115.9	ga:20:21469..22398:-	133.8	ga:19:20267..21472:-	134.4	ga:18:19234..20265:-	76.5	ga:17:17396..19231:-	488.6	none	
NZ_CP066920.1	66	7/7	7	none		ga:32:37409..37699:+	38.0	ga:33:37721..38038:+	66.2	ga:34:38040..40661:+	108.8	ga:34:38040..40661:+	90.4	ga:35:40750..41457:+	104.9	ga:37:41863..42918:+	127.6	none		ga:38:43207..43989:+	117.8	ga:39:43991..44890:+	174.4	ga:40:44887..46026:+	182.1	ga:41:46016..47041:+	75.7	ga:46:51324..52871:-	68.0	none	
NZ_CP066924.1	49	7/7	7	ga:2:1537..2127:+	64.3	ga:7:9150..9464:+	77.8	ga:8:9467..9733:+	36.5	ga:9:9800..12370:+	34.4	ga:9:9800..12370:+	107.3	none		ga:12:13523..14998:+	88.9	none		ga:13:15004..15714:+	126.0	ga:14:15740..16732:+	166.9	ga:15:16748..18091:+	209.6	ga:6:7930..8937:+	119.4	ga:4:5388..7445:+	348.6	none	
NZ_CP066927.1	62	7/7	7	ga:10:8974..9774:+	45.2	ga:12:10119..10418:+	44.6	ga:13:10431..10754:+	88.2	ga:14:10744..13356:+	125.8	ga:14:10744..13356:+	83.1	ga:15:13353..14057:+	134.1	ga:17:14531..15547:+	105.8	none		ga:19:15759..16445:+	136.1	ga:20:16456..17259:+	190.0	ga:21:17256..18473:+	174.7	ga:22:18451..19506:+	87.3	ga:27:25197..26717:-	70.0	none	
NZ_CP066935.1	49	7/7	7	ga:17:18947..19537:-	64.3	ga:12:11610..11924:-	77.8	ga:11:11341..11607:-	36.5	ga:10:8704..11274:-	34.4	ga:10:8704..11274:-	107.3	none		ga:7:6076..7551:-	88.9	none		ga:6:5360..6070:-	126.0	ga:5:4342..5334:-	166.9	ga:4:2983..4326:-	209.6	ga:13:12137..13144:-	119.4	ga:15:13629..15686:-	348.6	none	
NZ_CP066941.1	57	7/7	7	ga:48:37826..38416:-	62.5	ga:40:27235..27549:-	76.0	ga:39:26966..27232:-	36.5	ga:38:24328..26898:-	34.5	ga:38:24328..26898:-	107.5	none		ga:35:21486..22961:-	84.9	none		ga:34:20769..21479:-	126.1	ga:33:19751..20743:-	166.9	ga:32:18392..19735:-	209.6	ga:41:27628..28635:-	116.3	ga:46:32508..34565:-	344.4	none	
NZ_CP066946.1	76	7/7	7	ga:36:31950..32540:+	62.5	ga:50:45979..46293:+	75.8	ga:51:46296..46562:+	36.5	ga:52:46629..49199:+	34.5	ga:52:46629..49199:+	108.0	none		ga:55:50783..52261:+	93.3	none		ga:56:52268..52978:+	126.1	ga:57:53004..53996:+	166.9	ga:58:54012..55355:+	209.6	ga:49:44894..45898:+	116.9	ga:38:35800..37857:+	344.4	none	
NZ_CP066954.1	39	7/7	7	ga:28:27581..28171:-	63.3	ga:20:16996..17310:-	76.8	ga:19:16727..16993:-	36.5	ga:18:14090..16660:-	34.6	ga:18:14090..16660:-	107.4	none		ga:15:11250..12725:-	84.7	none		ga:14:10533..11243:-	129.8	ga:13:9515..10507:-	166.9	ga:12:8156..9499:-	209.6	ga:21:17389..18393:-	116.4	ga:26:22264..24321:-	347.7	none	
NZ_CP066957.1	92	7/7	7	ga:23:21152..21952:-	45.7	ga:21:20508..20807:-	44.6	ga:20:20172..20495:-	88.2	ga:19:17570..20182:-	125.8	ga:19:17570..20182:-	83.1	ga:18:16869..17573:-	134.1	ga:16:15379..16395:-	105.8	none		ga:14:14481..15167:-	136.1	ga:13:13666..14469:-	190.0	ga:12:12452..13669:-	177.5	ga:11:11419..12474:-	87.3	ga:83:68880..70400:+	70.0	none	
NZ_CP066960.1	98	7/7	7	ga:81:66219..67019:-	45.7	ga:79:65575..65874:-	44.6	ga:78:65239..65562:-	88.2	ga:77:62637..65249:-	125.8	ga:77:62637..65249:-	83.1	ga:76:61936..62640:-	134.1	ga:74:60446..61462:-	105.8	none		ga:72:59548..60234:-	136.1	ga:71:58733..59536:-	190.0	ga:70:57519..58736:-	177.5	ga:69:56486..57541:-	87.3	ga:40:31544..33064:+	70.0	none	
NZ_CP066962.1	52	7/7	7	ga:10:10361..10951:+	62.5	ga:18:21230..21544:+	76.6	ga:19:21547..21813:+	35.2	ga:20:21880..24450:+	35.5	ga:20:21880..24450:+	110.5	none		ga:23:25768..27291:+	84.9	none		ga:24:27298..28008:+	123.3	ga:25:28034..29224:+	158.0	ga:27:30069..30386:+	94.4	ga:17:20144..21151:+	116.3	ga:12:14212..16269:+	344.4	none	
NZ_CP066964.1	57	7/7	7	ga:28:27458..28252:-	42.5	ga:26:24575..24883:-	66.9	ga:25:24221..24562:-	83.7	ga:24:21725..24214:-	200.7	ga:24:21725..24214:-	97.1	ga:23:21002..21712:-	208.6	ga:21:19576..20673:-	132.6	none		ga:19:18546..19280:-	205.7	ga:18:17665..18549:-	178.9	ga:17:16535..17665:-	193.8	ga:16:15481..16551:-	90.9	ga:15:12591..15275:-	349.1	none	
NZ_CP066965.1	42	7/7	7	ga:4:3765..4355:+	62.5	ga:9:11381..11695:+	79.4	ga:10:11697..11963:+	38.3	ga:11:12028..14598:+	37.3	ga:11:12028..14598:+	110.3	none		ga:13:15866..17347:+	89.0	none		ga:14:17353..18063:+	124.3	ga:15:18090..19082:+	167.8	ga:16:19098..20450:+	214.3	ga:8:10155..11168:+	117.9	ga:6:7613..9670:+	346.4	none	
NZ_CP066967.1	52	7/7	7	ga:43:37810..38400:-	62.5	ga:35:27220..27534:-	76.6	ga:34:26951..27217:-	35.2	ga:33:24314..26884:-	35.5	ga:33:24314..26884:-	110.5	none		ga:30:21472..22947:-	84.9	none		ga:29:20755..21465:-	126.0	ga:28:19737..20729:-	166.9	ga:27:18378..19721:-	209.6	ga:36:27613..28620:-	116.3	ga:41:32493..34550:-	343.4	none	
NZ_CP066971.1	69	7/7	7	ga:8:9331..9921:+	62.5	ga:21:21047..21361:+	77.8	ga:22:21364..21630:+	36.5	ga:23:21697..24267:+	34.3	ga:23:21697..24267:+	107.5	none		ga:26:25852..27330:+	93.3	none		ga:27:27336..28046:+	126.0	ga:28:28072..29064:+	166.9	ga:29:29080..30423:+	209.6	ga:20:20481..20969:+	91.0	ga:10:13182..15239:+	345.7	none	
NZ_CP066974.1	48	7/7	7	ga:3:1794..2384:+	64.3	ga:8:9411..9725:+	76.4	none		ga:10:10061..12631:+	33.8	ga:10:10061..12631:+	109.0	none		ga:12:13787..15265:+	90.3	none		ga:13:15272..15982:+	124.1	ga:14:16009..17001:+	166.2	ga:15:17017..18369:+	214.4	ga:7:8184..9197:+	117.4	ga:5:5642..7699:+	344.7	none	
NZ_CP066977.1	48	7/7	7	ga:3:1794..2384:+	64.3	ga:8:9411..9725:+	76.4	none		ga:10:10061..12631:+	33.8	ga:10:10061..12631:+	109.0	none		ga:12:13787..15265:+	90.3	none		ga:13:15272..15982:+	124.1	ga:14:16009..17001:+	166.2	ga:15:17017..18369:+	214.4	ga:7:8184..9197:+	117.4	ga:5:5642..7699:+	344.7	none	
NZ_CP066989.1	61	7/7	7	ga:44:32982..33572:+	62.5	ga:49:40598..40912:+	80.0	ga:50:40914..41180:+	36.9	ga:51:41245..43815:+	37.5	ga:51:41245..43815:+	110.3	none		ga:53:45083..46564:+	89.0	none		ga:54:46570..47280:+	124.3	ga:55:47307..48299:+	170.6	ga:56:48315..49667:+	211.8	ga:48:39372..40385:+	120.4	ga:46:36830..38887:+	346.5	none	
NZ_CP066991.1	60	7/7	7	ga:43:33011..33601:+	62.5	ga:48:40627..40941:+	80.0	ga:49:40943..41209:+	36.9	ga:50:41274..43844:+	37.5	ga:50:41274..43844:+	110.3	none		ga:52:45112..46593:+	89.0	none		ga:53:46599..47309:+	124.3	ga:54:47336..48328:+	170.6	ga:55:48344..49696:+	211.8	ga:47:39401..40414:+	120.4	ga:45:36859..38916:+	346.5	none	
NZ_CP066998.1	46	7/7	7	ga:2:1528..2118:+	58.9	ga:7:8318..8632:+	80.9	ga:8:8634..8900:+	36.9	ga:9:8965..11535:+	40.8	ga:9:8965..11535:+	110.5	none		ga:12:12806..14287:+	90.5	none		ga:13:14294..15004:+	123.7	ga:14:15031..16023:+	167.8	ga:15:16039..17394:+	213.7	ga:6:7092..8105:+	121.7	ga:4:4550..6607:+	351.5	none	
NZ_CP067003.1	52	7/7	7	ga:2:1603..2193:+	62.6	ga:12:13425..13739:+	77.8	ga:13:13742..14008:+	36.5	ga:14:14075..16645:+	35.0	ga:14:14075..16645:+	107.3	none		ga:17:18229..19707:+	93.3	none		ga:18:19714..20424:+	126.1	ga:19:20450..21442:+	167.4	ga:20:21458..22801:+	209.6	ga:11:12339..13346:+	116.3	ga:4:5453..7510:+	346.3	none	
NZ_CP067026.1	35	3/7	3	ga:23:21151..21858:+	37.1	none		none		ga:26:22648..25095:+	71.2	none		ga:27:25092..25778:+	57.0	ga:29:26174..27109:+	134.1	none		ga:31:27508..27906:+	31.4	none		none		none		none		none	
NZ_CP067029.1	459	7/7	7	none		ga:160:161122..161421:+	87.8	ga:161:161424..161765:+	105.3	ga:162:161758..164139:+	172.7	ga:162:161758..164139:+	107.5	ga:163:164139..164837:+	209.3	ga:165:165072..166007:+	163.8	none		ga:167:166313..166984:+	221.1	ga:168:166981..167835:+	185.3	ga:169:167850..169022:+	185.6	ga:170:169031..170041:+	100.3	ga:110:113469..115388:-	326.6	none	
NZ_CP067030.1	174	7/7	7	ga:37:44037..44756:+	58.2	ga:171:171291..171695:-	71.8	ga:39:45136..45462:+	68.7	ga:40:45462..47831:+	226.4	ga:169:168526..170988:-	129.6	none		ga:166:166340..167527:-	107.4	none		ga:43:49620..50393:+	176.5	ga:164:164792..165646:-	186.3	ga:162:163005..164306:-	226.5	ga:172:171685..172656:-	131.9	ga:100:94489..96411:-	556.9	none	
NZ_CP067034.1	540	7/7	7	none		ga:163:162446..162745:+	87.8	ga:164:162748..163089:+	105.3	ga:165:163082..165463:+	172.7	ga:165:163082..165463:+	107.5	ga:166:165463..166161:+	209.3	ga:168:166396..167331:+	163.8	none		ga:170:167637..168308:+	221.1	ga:171:168305..169159:+	185.3	ga:172:169174..170346:+	185.6	ga:173:170355..171365:+	100.3	ga:110:113469..115388:-	326.6	none	
NZ_CP067035.1	189	7/7	7	ga:44:47842..48561:+	59.9	ga:183:180798..181202:-	72.1	ga:46:48941..49267:+	72.2	ga:47:49267..51636:+	226.5	ga:181:178027..180495:-	122.8	none		ga:178:175850..177037:-	113.3	none		ga:50:53425..54198:+	176.5	ga:176:174301..175155:-	190.2	ga:174:172508..173812:-	222.5	ga:184:181192..182163:-	129.5	ga:108:105804..107747:-	539.2	none	
NZ_CP067036.1	57	7/7	7	ga:19:19742..20377:+	23.5	ga:8:9425..9889:+	63.5	ga:9:9893..10204:+	49.8	ga:10:10201..12759:+	91.0	ga:10:10201..12759:+	112.1	none		ga:17:17405..19123:+	143.0	none		ga:11:12756..13538:+	145.8	ga:12:13556..14455:+	186.5	ga:14:14951..16372:+	223.3	ga:7:8446..9408:+	127.6	ga:36:40254..42167:-	525.1	none	
NZ_CP067039.1	367	7/7	7	none		ga:160:161122..161421:+	87.8	ga:161:161424..161765:+	105.3	ga:162:161758..164139:+	172.7	ga:162:161758..164139:+	107.5	ga:163:164139..164837:+	209.3	ga:165:165072..166007:+	163.8	none		ga:167:166313..166984:+	221.1	ga:168:166981..167835:+	185.3	ga:169:167850..169022:+	185.6	ga:170:169031..170041:+	100.3	ga:110:113469..115388:-	326.6	none	
NZ_CP067040.1	174	7/7	7	ga:122:131640..132377:+	73.4	ga:171:181044..181445:-	70.9	ga:124:132742..133068:+	73.6	ga:125:133068..135437:+	240.3	ga:169:178273..180741:-	125.4	none		ga:166:176093..177289:-	112.0	none		ga:129:137294..138007:+	176.9	ga:164:174544..175410:-	186.7	ga:162:172739..174055:-	225.0	ga:172:181435..182406:-	133.5	ga:84:89017..90993:-	573.0	none	
NZ_CP067074.1	597	7/7	7	ga:359:366311..367483:-	72.2	ga:21:25654..26019:+	63.0	ga:22:26016..26342:+	70.0	ga:23:26342..28711:+	202.3	ga:360:367461..369980:-	97.3	none		ga:356:364198..365283:-	77.6	none		ga:26:30537..31250:+	166.7	ga:354:362574..363407:-	179.9	ga:353:361232..362563:-	191.2	ga:352:360186..361235:-	122.4	ga:36:40717..42708:+	496.6	none	
NZ_CP067075.1	163	7/7	7	ga:71:65371..66225:+	81.6	ga:72:66245..66589:+	61.7	ga:73:66586..66885:+	74.4	ga:74:66888..69302:+	122.4	ga:74:66888..69302:+	98.1	ga:76:70391..71092:+	56.2	ga:78:71312..72337:+	147.7	none		ga:79:72366..73058:+	177.7	ga:80:73055..73864:+	195.5	ga:81:73861..75108:+	208.9	ga:82:75068..76096:+	132.3	ga:83:76093..78126:+	299.7	none	
NZ_CP067076.1	73	7/7	7	ga:10:10385..11473:-	92.1	ga:13:14233..14583:-	76.4	ga:12:13932..14144:-	45.7	ga:11:11470..13929:-	125.1	ga:11:11470..13929:-	94.8	ga:9:9674..10372:-	42.8	ga:7:8413..9441:-	147.3	none		ga:6:7685..8377:-	176.8	ga:5:6879..7688:-	199.9	ga:4:5662..6879:-	211.9	ga:3:4659..5681:-	134.1	ga:2:2752..4662:-	306.8	none	
NZ_CP067141.1	226	7/7	7	ga:188:208211..208972:-	92.1	ga:181:199873..200202:-	85.9	ga:180:199592..199873:-	31.8	ga:179:197017..199581:-	34.2	ga:179:197017..199581:-	130.3	none		ga:176:194551..195909:-	194.4	none		ga:175:193865..194554:-	227.8	ga:174:192471..193868:-	209.0	ga:173:191347..192474:-	216.4	ga:182:200199..201131:-	119.0	ga:186:204217..206202:-	346.8	none	
