accession	n_anchors	n_same_strand	layout	anchor_span_bp	max_internal_gap_bp	order
NZ_CP020594.1	13	13	split_2	64490	49444	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP025267.1	13	13	split_2	72769	45447	TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C TraE TrbI TraV TraC_F_IV P-loop_TraG TraU
NZ_CP029935.1	13	10	split_3	160481	112771	TraE TrbI TraV TraC_F_IV P-loop_TraG TrbC_Ftype TraU F_T4SS_TraN TrwB_AAD_bind TraG-D_C
NZ_LR890549.1	13	13	contiguous	24416	5273	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP045714.1	13	13	contiguous	25999	5400	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_AP022291.1	13	13	contiguous	19828	3549	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP107591.1	13	13	contiguous	27911	12869	TrwB_AAD_bind TraG-D_C TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N
NZ_OW967519.1	13	13	contiguous	21822	4520	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP139402.1	13	13	contiguous	24605	4812	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP145701.1	13	13	contiguous	24917	4767	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_AP025011.1	13	13	contiguous	24976	5139	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP095601.1	13	13	contiguous	22605	5094	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
CP056908.1	13	13	contiguous	18709	4537	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP094325.1	13	13	contiguous	19100	4130	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP053049.1	13	10	split_3	100801	58218	TrwB_AAD_bind TraG-D_C TraE TrbI TraV TraC_F_IV P-loop_TraG TrbC_Ftype TraU F_T4SS_TraN
NZ_CP060594.1	13	13	contiguous	17067	3636	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP056856.1	13	13	contiguous	23611	5651	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP067384.1	13	13	contiguous	19556	4158	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP082956.1	13	13	split_2	104321	75933	TraF TraH TraG_N TrwB_AAD_bind TraG-D_C TraE TrbI TraV TraC_F_IV P-loop_TraG TrbC_Ftype TraU F_T4SS_TraN
NZ_CP149989.1	13	13	contiguous	17598	2821	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP050413.1	13	13	contiguous	30990	15944	TrwB_AAD_bind TraG-D_C TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N
OZ026762.1	13	13	contiguous	22605	5094	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NC_025177.1	13	13	contiguous	27271	5067	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_LR890350.1	13	10	split_3	278494	206468	TrbC_Ftype TraU F_T4SS_TraN TrwB_AAD_bind TraG-D_C TraE TrbI TraV TraC_F_IV P-loop_TraG
NZ_MZ475706.1	13	13	contiguous	24952	5134	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
CP034326.1	13	13	contiguous	25327	5405	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_MN256757.1	13	10	split_2	127435	74191	TraG-D_C TrwB_AAD_bind TraE TrbI TraV TraC_F_IV P-loop_TraG TrbC_Ftype TraU F_T4SS_TraN
NZ_AP022072.1	13	13	contiguous	24090	5067	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP074702.1	13	10	split_3	117999	73681	TraE TrbI TraV TraC_F_IV P-loop_TraG TrbC_Ftype TraU F_T4SS_TraN TrwB_AAD_bind TraG-D_C
CM003352.1	13	11	split_3	221691	165573	TrwB_AAD_bind TraE TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N
CP088857.1	13	13	split_2	65166	44017	TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C TraE
NZ_CP018999.1	13	13	contiguous	22854	5311	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_AP022106.1	13	13	contiguous	20778	4328	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP134038.1	13	13	contiguous	24416	5273	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP147554.1	13	13	contiguous	26289	4567	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP036188.1	13	13	contiguous	25212	5438	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_MT701512.1	13	13	contiguous	21093	3089	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
CP031369.2	13	13	contiguous	21963	3950	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP099305.1	13	10	split_3	200862	122146	TrbC_Ftype TraU F_T4SS_TraN TrwB_AAD_bind TraG-D_C TraE TrbI TraV TraC_F_IV P-loop_TraG
CP057609.1	13	13	contiguous	23365	3719	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_MK477603.1	13	10	split_2	159158	115645	TraE TrbI TraV TraC_F_IV P-loop_TraG TrbC_Ftype TraU F_T4SS_TraN TrwB_AAD_bind TraG-D_C
NZ_CP094276.1	13	10	split_2	148609	113924	TraE TrbI TraV TraC_F_IV P-loop_TraG TrbC_Ftype TraU F_T4SS_TraN TrwB_AAD_bind TraG-D_C
NZ_CP123446.1	5	5	split_2	77130	68978	TrwB_AAD_bind TraG-D_C TraE TraC_F_IV P-loop_TraG
NZ_CP014498.1	13	13	contiguous	25110	5283	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP043407.1	13	13	contiguous	25110	5283	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP080127.1	13	13	contiguous	22414	3716	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP054271.1	13	13	split_2	179262	155432	TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C TraE TrbI
NZ_CP048648.1	13	13	contiguous	24629	4479	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP066131.1	13	13	contiguous	20215	4929	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_MT219825.1	13	7	split_3	168996	71018	TraE TraV TraC_F_IV P-loop_TraG TrbC_Ftype TraU F_T4SS_TraN
CP008791.1	13	10	split_3	202284	95614	TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TrwB_AAD_bind TraG-D_C TraV
NZ_CP080428.1	10	10	split_2	139327	120825	TrwB_AAD_bind TraG-D_C TraE TrbI TraV TraC_F_IV P-loop_TraG TraF TraH TraG_N
NZ_CP114363.1	13	13	split_2	102464	71931	TrwB_AAD_bind TraG-D_C TraE TrbI TraV TraC_F_IV P-loop_TraG TrbC_Ftype TraU F_T4SS_TraN TraF TraH TraG_N
NZ_CP048440.1	13	13	contiguous	22413	3716	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
CP077380.1	13	13	contiguous	28936	4914	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_MK552108.1	13	10	split_2	164241	127826	TraE TrbI TraV TraC_F_IV P-loop_TraG TrbC_Ftype TraU F_T4SS_TraN TrwB_AAD_bind TraG-D_C
NZ_MW025964.1	8	8	split_2	29527	20600	TraE TrbI TraV TraC_F_IV P-loop_TraG TrbC_Ftype TraU F_T4SS_TraN
CP128726.1	10	10	contiguous	31586	19708	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TrwB_AAD_bind TraG-D_C
NZ_AP022534.1	13	13	split_2	67144	33460	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraH TraG_N TraG-D_C TraF TrwB_AAD_bind
OW849222.1	13	13	contiguous	26142	5411	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
OW849427.1	13	10	split_2	110998	76325	TraE TrbI TraV TraC_F_IV P-loop_TraG TrbC_Ftype TraU F_T4SS_TraN TrwB_AAD_bind TraG-D_C
CP057595.1	13	13	contiguous	22394	3716	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_MN823991.1	13	13	contiguous	22711	5117	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP133848.1	13	13	contiguous	41117	16949	TrwB_AAD_bind TraG-D_C TraE TrbI TraV TraC_F_IV P-loop_TraG TrbC_Ftype TraU TraF TraH TraG_N F_T4SS_TraN
LC744451.1	13	13	contiguous	20152	4329	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP064110.1	13	10	split_2	125440	89718	TraE TrbI TraV TraC_F_IV P-loop_TraG TrbC_Ftype TraU F_T4SS_TraN TrwB_AAD_bind TraG-D_C
NZ_CP073590.1	13	13	contiguous	24628	5067	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_LC567843.1	13	10	split_3	161264	118282	TraE TrbI TraV TraC_F_IV P-loop_TraG TrbC_Ftype TraU F_T4SS_TraN TrwB_AAD_bind TraG-D_C
NZ_MF627444.1	13	13	split_2	111064	84410	TrwB_AAD_bind TraG-D_C TraE TrbI TraV TraC_F_IV P-loop_TraG TrbC_Ftype TraU F_T4SS_TraN TraF TraH TraG_N
NZ_CP016416.1	4	4	contiguous	14931	10828	TraG-D_C TraC_F_IV TraU TraG_N
NZ_CP126324.1	12	12	contiguous	19926	4344	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TrwB_AAD_bind TraG-D_C
NZ_CP042297.1	13	13	contiguous	27306	4475	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_AP018139.1	13	13	contiguous	21378	4329	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP077408.1	13	13	contiguous	20674	5294	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
CP094898.1	13	13	contiguous	24922	5136	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP056194.1	13	13	contiguous	24532	5335	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
OW848829.1	13	13	contiguous	24416	5273	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP070008.1	13	13	contiguous	25092	5283	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_AP025908.1	11	8	split_3	242668	206710	TraE TrbI TraV TraC_F_IV P-loop_TraG TrbC_Ftype TraU F_T4SS_TraN
NZ_CP146549.1	13	13	contiguous	21822	4520	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
CP077397.1	13	13	contiguous	21118	4328	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP006749.1	13	11	contiguous	19413	4432	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N
NZ_CP107510.1	13	13	contiguous	24370	4526	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP139183.1	13	13	contiguous	22711	5117	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
CP099259.1	13	13	contiguous	22487	3681	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP123370.1	10	10	contiguous	23326	9428	TrwB_AAD_bind TraG-D_C TraE TrbI TraV TraC_F_IV P-loop_TraG TrbC_Ftype TraU F_T4SS_TraN
NZ_CP126915.1	13	13	contiguous	21394	5068	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP010192.1	13	13	contiguous	21922	3731	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP115391.1	13	13	contiguous	27313	7163	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_LR594660.1	13	8	split_3	617359	533491	TraE TrbI TraV TraC_F_IV P-loop_TraG TraF TraH TraG_N
NZ_OK287926.1	6	6	split_2	111479	104326	TrwB_AAD_bind TraG-D_C TraC_F_IV P-loop_TraG TraU TraG_N
CP100046.1	13	10	split_3	109257	67961	TraE TrbI TraV TraC_F_IV P-loop_TraG TrbC_Ftype TraU F_T4SS_TraN TrwB_AAD_bind TraG-D_C
NZ_CP021209.1	13	10	split_2	158854	115342	TraE TrbI TraV TraC_F_IV P-loop_TraG TrbC_Ftype TraU F_T4SS_TraN TrwB_AAD_bind TraG-D_C
OW848918.1	13	13	contiguous	24922	5136	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
CP123666.1	13	13	split_2	79626	54772	TraF TraH TraG_N TrwB_AAD_bind TraG-D_C TraE TrbI TraV TraC_F_IV P-loop_TraG TrbC_Ftype TraU F_T4SS_TraN
NZ_LN897474.1	13	13	contiguous	22711	5117	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP040702.1	13	13	contiguous	19764	5779	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP056862.1	13	13	contiguous	39608	17136	TrwB_AAD_bind TraG-D_C TraE TrbI TraV TraC_F_IV P-loop_TraG TrbC_Ftype TraU TraF TraH TraG_N F_T4SS_TraN
NZ_CP147049.1	13	13	contiguous	20798	4351	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP146251.1	13	13	contiguous	20828	4379	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP039559.1	13	10	split_2	97285	55272	TrwB_AAD_bind TraG-D_C TraE TrbI TraV TraC_F_IV P-loop_TraG TrbC_Ftype TraU F_T4SS_TraN
NC_006366.1	12	12	contiguous	15673	3614	TraE TrbI TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
CP056795.1	13	10	split_2	109324	74645	TraE TrbI TraV TraC_F_IV P-loop_TraG TrbC_Ftype TraU F_T4SS_TraN TrwB_AAD_bind TraG-D_C
LC521853.1	13	13	split_3	179893	119162	TrwB_AAD_bind TraG-D_C TraE TraV TraC_F_IV P-loop_TraG TrbC_Ftype TraU F_T4SS_TraN TraF TraH TraG_N TrbI
NZ_CP132727.1	13	13	contiguous	25793	5347	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP060586.1	13	10	split_3	99063	56369	TrwB_AAD_bind TraG-D_C TraE TrbI TraV TraC_F_IV P-loop_TraG TrbC_Ftype TraU F_T4SS_TraN
NZ_CP107395.1	13	13	contiguous	24370	4526	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP141633.1	13	10	split_2	168865	132132	TrwB_AAD_bind TraG-D_C TraE TrbI TraV TraC_F_IV P-loop_TraG TrbC_Ftype TraU F_T4SS_TraN
NZ_OQ821203.1	13	13	contiguous	22711	5117	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP102478.1	13	13	contiguous	38822	12649	TrwB_AAD_bind TraG-D_C TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N
NZ_CP027121.1	13	13	contiguous	29848	12378	TrwB_AAD_bind TraG-D_C TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N
NZ_CP043555.1	12	11	contiguous	19357	6139	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N
NZ_CP100226.1	13	13	contiguous	39481	16164	TrwB_AAD_bind TraG-D_C TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N
NZ_CP059311.1	13	11	split_2	145832	109317	TraE TrbI TraV TraC_F_IV P-loop_TraG TrbC_Ftype TraU F_T4SS_TraN TraF TraH TraG_N
NZ_CP069894.1	13	13	contiguous	23406	5587	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP056217.1	13	13	contiguous	24004	5272	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP146026.1	13	13	contiguous	26018	8048	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
CP044547.1	13	11	contiguous	38159	11520	TraU TrbC_Ftype TraE TrbI TraV TraC_F_IV P-loop_TraG TraF TraH TraG_N F_T4SS_TraN
CP040043.1	13	13	split_2	40596	25554	TrwB_AAD_bind TraG-D_C TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N
NZ_MT039227.1	13	13	contiguous	18564	4238	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP032192.1	13	13	split_3	146581	72560	TraC_F_IV P-loop_TraG TrbC_Ftype TraU F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C TraE TrbI TraV
NZ_KT185451.1	13	13	contiguous	22711	5117	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP138684.1	13	13	contiguous	24952	5134	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP018687.1	13	10	split_2	134569	98651	TrwB_AAD_bind TraG-D_C TraE TrbI TraV TraC_F_IV P-loop_TraG TrbC_Ftype TraU F_T4SS_TraN
OW968065.1	13	13	contiguous	23208	5311	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP042553.1	13	13	contiguous	19556	4158	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP063888.1	10	10	contiguous	18044	5835	TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_MG197495.1	13	13	contiguous	22711	5117	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_AP022111.1	13	13	contiguous	18226	4224	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP096345.1	13	13	contiguous	21940	3572	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP046347.1	11	11	contiguous	13995	3684	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N
CP137932.1	13	13	contiguous	28648	13606	TrwB_AAD_bind TraG-D_C TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N
NZ_KX928752.1	13	13	contiguous	25098	4778	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP104682.1	13	13	split_3	134273	86515	TrwB_AAD_bind TraG-D_C TraE TrbI TraV TraC_F_IV P-loop_TraG TrbC_Ftype TraU F_T4SS_TraN TraF TraH TraG_N
OW969871.1	13	13	contiguous	26129	5410	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP047280.1	13	13	split_3	209244	146557	TrbI TraV TraC_F_IV P-loop_TraG TraF TraH TraG_N TraE TraU TrbC_Ftype F_T4SS_TraN TrwB_AAD_bind TraG-D_C
CP122741.1	13	13	split_2	64926	43777	TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C TraE
CP099787.1	13	13	contiguous	28612	11140	TrwB_AAD_bind TraG-D_C TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N
NZ_KP899805.1	13	10	split_2	97828	55180	TrwB_AAD_bind TraG-D_C TraE TrbI TraV TraC_F_IV P-loop_TraG TrbC_Ftype TraU F_T4SS_TraN
NZ_CP025492.2	12	12	contiguous	17553	2834	TraE TrbI TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP031295.1	13	13	split_2	123911	97056	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU F_T4SS_TraN TraF TraG_N TrbC_Ftype TraH TrwB_AAD_bind TraG-D_C
NZ_CP135667.1	13	13	contiguous	22605	5094	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
