accession	mpf_class_call	entry_criterion	n_cds	n_fa_fata_profiles	n_FA	n_FATA	fa_subclass	profile_support	FA_profiles	FATA_profiles	virb4	tcpA	t4cp1	t4cp2	MOBB	MOBC	MOBF	MOBH	MOBP1	MOBP2	MOBP3	MOBQ	MOBT	MOBV	virb4_bit	relaxase_profiles	exclusion_family_hit	slot_status
NZ_CP072880.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	42	5	2	3	unassigned	high	FA_orf13;FA_orf14	FATA_cd419a;FATA_trsF;FATA_trsL	7:7776..8492:+	none	13:12546..14072:+	13:12546..14072:+	none	none	none	none	none	none	none	none	none	34:32168..32464:+	118.3	MOBV		no_slot_defined
NZ_CP072885.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	189	2	0	2	FATA	minimal		FATA_cd419_1;FATA_cd419a	21:20180..22204:+	none	16:14061..16670:+	16:14061..16670:+	none	none	none	none	28:26387..27982:+	28:26387..27982:+	none	none	none	none	257.0	MOBP1;MOBP2		no_slot_defined
NZ_CP072886.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	62	7	6	1	FA	high	FA_orf13;FA_orf14;FA_orf15;FA_orf17a;FA_orf19;FA_orf23	FATA_cd419a	28:22138..24585:+	23:18027..19412:+	none	none	none	none	none	none	none	none	none	none	24:19590..20795:+	34:33122..33400:+	93.8	MOBT;MOBV		no_slot_defined
NZ_CP072896.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	42	7	1	6	FATA	high	FA_orf14	FATA_prgC;FATA_trsC;FATA_trsD;FATA_trsF;FATA_trsG;FATA_trsL	4:4331..6292:-	none	none	41:35633..36415:-	none	none	none	none	8:7707..9671:-	none	none	8:7707..9671:-	none	18:14303..15391:-	261.7	MOBP1;MOBQ;MOBV		no_slot_defined
NZ_CP073071.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	73	2	1	1	unassigned	minimal	FA_orf14	FATA_cd419a	22:19506..21461:-	none	27:25887..28718:-	27:25887..28718:-	none	none	none	none	none	13:12814..14331:-	none	none	none	none	318.6	MOBP2		no_slot_defined
NZ_CP073102.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	56	2	1	1	unassigned	minimal	FA_orf14	FATA_cd419a	3:2681..4633:-	none	9:8245..10608:-	9:8245..10608:-	none	none	none	none	54:50672..51676:-	54:50672..51676:-	none	none	none	none	323.2	MOBP1;MOBP2		no_slot_defined
NZ_CP073103.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	73	2	1	1	unassigned	minimal	FA_orf14	FATA_cd419a	5:3654..5606:+	none	72:71174..73537:+	72:71174..73537:+	none	none	none	none	10:8599..9753:+	10:8599..9753:+	none	none	none	none	323.5	MOBP1;MOBP2		no_slot_defined
NZ_CP073267.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	83	2	0	2	FATA	minimal		FATA_cd419a;FATA_prgB	68:64939..66891:+	none	55:49911..52619:+	55:49911..52619:+	none	none	none	none	none	81:74304..76493:+	none	none	none	none	180.8	MOBP2		no_slot_defined
NZ_CP074103.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	529	2	1	1	unassigned	minimal	FA_orf17a	FATA_cd419a	10:9495..12101:+	none	none	15:17495..19981:+	none	16:19978..20994:+	none	none	none	none	none	none	none	none	81.7	MOBC		no_slot_defined
NZ_CP074421.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	63	5	0	5	FATA	high		FATA_trsC;FATA_trsD;FATA_trsF;FATA_trsJ;FATA_trsL	53:40716..41228:-	none	48:36421..36687:-	47:35175..36434:-	none	none	none	none	62:46563..47201:-	none	none	62:46563..47201:-	none	none	87.6	MOBP1;MOBQ		no_slot_defined
NZ_CP074686.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	27	6	5	1	FA	high	FA_orf13;FA_orf14;FA_orf15;FA_orf17b;FA_orf23	FATA_cd419a	6:6425..8818:-	17:13795..15237:-	none	none	none	none	none	none	none	none	none	none	16:12744..13802:-	none	91.4	MOBT	PF14729	no_slot_defined
NZ_CP075331.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	22	5	4	1	FA	high	FA_orf13;FA_orf14;FA_orf15;FA_orf17b	FATA_cd419a	7:3850..6177:+	7:3850..6177:+	none	19:15540..17555:+	none	18:14897..15571:+	none	none	none	none	none	none	none	none	78.8	MOBC		no_slot_defined
NZ_CP075560.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	86	8	0	8	FATA	high		FATA_cd419a;FATA_prgB;FATA_prgC;FATA_prgF;FATA_prgHb;FATA_prgIc;FATA_prgK;FATA_prgL	9:7847..10237:+	none	18:16437..18266:+	18:16437..18266:+	none	none	none	none	22:21383..23068:+	none	none	none	none	none	292.1	MOBP1		no_slot_defined
NZ_CP075605.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	94	4	3	1	FA	medium	FA_orf13;FA_orf15;FA_orf17b	FATA_trsG	20:15680..18244:+	none	23:20946..23204:+	23:20946..23204:+	none	24:23726..24511:+	none	none	none	none	none	none	none	76:60195..61955:-	89.8	MOBC;MOBV		no_slot_defined
NZ_CP075606.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	79	2	1	1	unassigned	minimal	FA_orf14	FATA_prgB	50:36756..39311:-	none	53:41820..44351:-	53:41820..44351:-	none	none	none	none	40:28923..30983:-	40:28923..30983:-	none	none	none	none	147.6	MOBP1;MOBP2		no_slot_defined
NZ_CP075898.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	123	2	1	1	unassigned	minimal	FA_orf14	FATA_cd419a	18:14346..16289:-	none	24:19897..22269:-	24:19897..22269:-	none	none	none	none	12:9700..10860:-	12:9700..10860:-	none	none	none	none	328.3	MOBP1;MOBP2		no_slot_defined
NZ_CP075899.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	48	2	1	1	unassigned	minimal	FA_orf14	FATA_cd419a	2:1731..3224:-	none	8:6849..9287:-	8:6849..9287:-	none	none	none	none	45:40647..41807:-	45:40647..41807:-	none	none	none	none	244.4	MOBP1;MOBP2		no_slot_defined
NZ_CP075901.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	92	4	0	4	FATA	medium		FATA_cd419a;FATA_trsC;FATA_trsD;FATA_trsG	39:35751..37667:+	none	29:23712..26093:-	29:23712..26093:-	none	none	none	none	none	none	none	30:26112..29252:-	none	none	220.0	MOBQ		no_slot_defined
NZ_CP075918.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	87	3	2	1	FA	medium	FA_orf17a;FA_orf17b	FATA_cd419a	4:5184..7706:-	10:9965..11554:-	none	none	none	none	none	none	none	none	none	none	none	none	85.7			no_slot_defined
NZ_CP075923.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	86	2	1	1	unassigned	minimal	FA_orf17a	FATA_cd419a	52:44017..46539:+	47:40367..41965:+	none	none	none	none	none	none	none	none	none	none	none	none	85.7			no_slot_defined
NZ_CP075928.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	87	3	2	1	FA	medium	FA_orf17a;FA_orf17b	FATA_cd419a	68:55200..57722:+	62:51352..52941:+	none	none	none	none	none	none	none	none	none	none	none	none	85.7			no_slot_defined
NZ_CP075935.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	152	2	0	2	FATA	minimal		FATA_cd419a;FATA_gbs1369	93:70120..72825:+	none	100:80162..83299:+	100:80162..83299:+	none	none	none	none	none	none	none	none	none	none	259.7			no_slot_defined
NZ_CP075936.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	80	3	2	1	FA	medium	FA_orf17a;FA_orf17b	FATA_cd419a	75:61894..64416:+	69:58046..59635:+	none	none	none	none	none	none	none	none	none	none	none	none	85.2			no_slot_defined
NZ_CP075937.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	59	2	1	1	unassigned	minimal	FA_orf17a	FATA_cd419a	13:13911..16433:-	18:18485..20074:-	none	none	none	39:34815..35387:-	none	none	none	none	none	none	none	none	85.7	MOBC		no_slot_defined
NZ_CP075954.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	87	3	2	1	FA	medium	FA_orf17a;FA_orf17b	FATA_cd419a	13:7686..10208:+	7:3838..5427:+	none	none	none	none	none	none	none	none	none	none	none	none	85.7			no_slot_defined
NZ_CP075989.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	87	3	2	1	FA	medium	FA_orf17a;FA_orf17b	FATA_cd419a	34:28200..30722:+	28:24352..25941:+	none	none	none	none	none	none	none	none	none	none	none	none	85.7			no_slot_defined
NZ_CP075993.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	61	3	2	1	FA	medium	FA_orf17a;FA_orf17b	FATA_cd419a	41:29024..31546:+	35:25176..26765:+	none	none	none	none	none	none	none	none	none	none	none	none	85.7			no_slot_defined
NZ_CP075994.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	64	3	2	1	FA	medium	FA_orf17a;FA_orf17b	FATA_cd419a	31:30210..32732:+	27:26737..28320:+	none	none	none	none	none	none	none	none	none	none	none	none	83.0			no_slot_defined
NZ_CP076002.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	87	3	2	1	FA	medium	FA_orf17a;FA_orf17b	FATA_cd419a	69:62339..64861:-	75:67120..68709:-	none	none	none	none	none	none	none	none	none	none	none	none	85.7			no_slot_defined
NZ_CP076139.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	189	3	1	2	FATA	medium	FA_orf14	FATA_cd419a;FATA_prgF	92:89472..91571:+	none	56:52146..55475:-	56:52146..55475:-	none	none	none	none	none	none	none	none	none	none	324.3			no_slot_defined
NZ_CP076140.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	106	2	1	1	unassigned	minimal	FA_orf14	FATA_cd419a	31:26959..28893:+	none	24:19903..21738:+	24:19903..21738:+	none	none	none	none	none	38:33102..34658:+	none	none	none	none	345.1	MOBP2		no_slot_defined
NZ_CP076142.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	190	2	0	2	FATA	minimal		FATA_cd419a;FATA_prgF	92:89459..91558:+	none	56:52144..55473:-	56:52144..55473:-	none	none	none	none	none	none	none	none	none	none	324.3			no_slot_defined
NZ_CP076143.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	105	2	1	1	unassigned	minimal	FA_orf14	FATA_cd419a	31:26959..28893:+	none	24:19903..21738:+	24:19903..21738:+	none	none	none	none	none	38:33102..34658:+	none	none	none	none	344.9	MOBP2		no_slot_defined
NZ_CP076145.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	106	2	1	1	unassigned	minimal	FA_orf14	FATA_cd419a	31:26959..28893:+	none	24:19903..21738:+	24:19903..21738:+	none	none	none	none	none	38:33102..34658:+	none	none	none	none	345.1	MOBP2		no_slot_defined
NZ_CP076147.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	104	2	1	1	unassigned	minimal	FA_orf14	FATA_cd419a	30:26959..28893:+	none	24:19903..21672:+	25:21739..22557:+	none	none	none	none	none	37:33102..34658:+	none	none	none	none	345.1	MOBP2		no_slot_defined
NZ_CP076149.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	190	2	0	2	FATA	minimal		FATA_cd419a;FATA_prgF	92:89458..91557:+	none	56:52144..55473:-	56:52144..55473:-	none	none	none	none	none	none	none	none	none	none	324.3			no_slot_defined
NZ_CP076150.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	105	2	1	1	unassigned	minimal	FA_orf14	FATA_cd419a	31:26959..28893:+	none	24:19903..21738:+	24:19903..21738:+	none	none	none	none	none	38:33102..34658:+	none	none	none	none	345.1	MOBP2		no_slot_defined
NZ_CP076152.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	190	2	0	2	FATA	minimal		FATA_cd419a;FATA_prgF	92:89458..91557:+	none	56:52144..55473:-	56:52144..55473:-	none	none	none	none	none	none	none	none	none	none	324.3			no_slot_defined
NZ_CP076153.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	105	2	1	1	unassigned	minimal	FA_orf14	FATA_cd419a	31:26959..28893:+	none	24:19903..21738:+	24:19903..21738:+	none	none	none	none	none	38:33102..34658:+	none	none	none	none	345.1	MOBP2		no_slot_defined
NZ_CP076155.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	190	2	0	2	FATA	minimal		FATA_cd419a;FATA_prgF	92:89458..91557:+	none	56:52144..55473:-	56:52144..55473:-	none	none	none	none	none	none	none	none	none	none	324.3			no_slot_defined
NZ_CP076156.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	105	2	1	1	unassigned	minimal	FA_orf14	FATA_cd419a	31:26959..28893:+	none	24:19903..21738:+	24:19903..21738:+	none	none	none	none	none	38:33102..34658:+	none	none	none	none	345.1	MOBP2		no_slot_defined
NZ_CP076158.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	190	2	0	2	FATA	minimal		FATA_cd419a;FATA_prgF	92:89459..91558:+	none	56:52144..55473:-	56:52144..55473:-	none	none	none	none	none	none	none	none	none	none	324.3			no_slot_defined
NZ_CP076159.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	105	2	1	1	unassigned	minimal	FA_orf14	FATA_cd419a	31:26959..28893:+	none	24:19903..21738:+	24:19903..21738:+	none	none	none	none	none	38:33102..34658:+	none	none	none	none	344.9	MOBP2		no_slot_defined
NZ_CP076161.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	189	3	1	2	FATA	medium	FA_orf14	FATA_cd419a;FATA_prgF	92:89472..91571:+	none	56:52145..55474:-	56:52145..55474:-	none	none	none	none	none	none	none	none	none	none	324.3			no_slot_defined
NZ_CP076162.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	104	2	1	1	unassigned	minimal	FA_orf14	FATA_cd419a	31:26959..28893:+	none	24:19903..21738:+	24:19903..21738:+	none	none	none	none	none	38:33102..34658:+	none	none	none	none	345.1	MOBP2		no_slot_defined
NZ_CP076165.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	190	3	1	2	FATA	medium	FA_orf14	FATA_cd419a;FATA_prgF	92:89461..91560:+	none	56:52146..55475:-	56:52146..55475:-	none	none	none	none	none	none	none	none	none	none	324.3			no_slot_defined
NZ_CP076166.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	105	2	1	1	unassigned	minimal	FA_orf14	FATA_cd419a	31:26959..28893:+	none	24:19903..21738:+	24:19903..21738:+	none	none	none	none	none	38:33102..34658:+	none	none	none	none	345.1	MOBP2		no_slot_defined
NZ_CP076168.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	189	3	1	2	FATA	medium	FA_orf14	FATA_cd419a;FATA_prgF	92:89461..91560:+	none	56:52146..55475:-	56:52146..55475:-	none	none	none	none	none	none	none	none	none	none	324.3			no_slot_defined
NZ_CP076169.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	105	2	1	1	unassigned	minimal	FA_orf14	FATA_cd419a	31:26959..28893:+	none	24:19903..21738:+	24:19903..21738:+	none	none	none	none	none	38:33102..34658:+	none	none	none	none	345.1	MOBP2		no_slot_defined
NZ_CP076171.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	190	3	1	2	FATA	medium	FA_orf14	FATA_cd419a;FATA_prgF	92:89461..91560:+	none	56:52146..55475:-	56:52146..55475:-	none	none	none	none	none	none	none	none	none	none	324.3			no_slot_defined
NZ_CP076172.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	105	2	1	1	unassigned	minimal	FA_orf14	FATA_cd419a	31:26959..28893:+	none	24:19903..21738:+	24:19903..21738:+	none	none	none	none	none	38:33102..34658:+	none	none	none	none	345.1	MOBP2		no_slot_defined
NZ_CP076174.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	189	3	1	2	FATA	medium	FA_orf14	FATA_cd419a;FATA_prgF	92:89472..91571:+	none	56:52146..55475:-	56:52146..55475:-	none	none	none	none	none	none	none	none	none	none	324.3			no_slot_defined
NZ_CP076175.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	106	2	1	1	unassigned	minimal	FA_orf14	FATA_cd419a	31:26959..28893:+	none	24:19903..21738:+	24:19903..21738:+	none	none	none	none	none	38:33102..34658:+	none	none	none	none	345.1	MOBP2		no_slot_defined
NZ_CP076177.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	105	2	1	1	unassigned	minimal	FA_orf14	FATA_cd419a	31:26959..28893:+	none	24:19903..21738:+	24:19903..21738:+	none	none	none	none	none	38:33102..34658:+	none	none	none	none	345.1	MOBP2		no_slot_defined
NZ_CP076179.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	190	2	0	2	FATA	minimal		FATA_cd419a;FATA_prgF	92:89458..91557:+	none	56:52144..55473:-	56:52144..55473:-	none	none	none	none	none	none	none	none	none	none	324.3			no_slot_defined
NZ_CP076180.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	105	2	1	1	unassigned	minimal	FA_orf14	FATA_cd419a	31:26959..28893:+	none	24:19903..21738:+	24:19903..21738:+	none	none	none	none	none	38:33102..34658:+	none	none	none	none	345.1	MOBP2		no_slot_defined
NZ_CP076182.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	190	2	0	2	FATA	minimal		FATA_cd419a;FATA_prgF	92:89459..91558:+	none	56:52144..55473:-	56:52144..55473:-	none	none	none	none	none	none	none	none	none	none	324.3			no_slot_defined
NZ_CP076183.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	105	2	1	1	unassigned	minimal	FA_orf14	FATA_cd419a	31:26959..28893:+	none	24:19903..21738:+	24:19903..21738:+	none	none	none	none	none	38:33102..34658:+	none	none	none	none	344.9	MOBP2		no_slot_defined
NZ_CP076185.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	190	2	0	2	FATA	minimal		FATA_cd419a;FATA_prgF	92:89459..91558:+	none	56:52144..55473:-	56:52144..55473:-	none	none	none	none	none	none	none	none	none	none	324.3			no_slot_defined
NZ_CP076186.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	105	2	1	1	unassigned	minimal	FA_orf14	FATA_cd419a	31:26959..28893:+	none	24:19903..21738:+	24:19903..21738:+	none	none	none	none	none	38:33102..34658:+	none	none	none	none	344.9	MOBP2		no_slot_defined
NZ_CP076188.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	190	3	1	2	FATA	medium	FA_orf14	FATA_cd419a;FATA_prgF	92:89741..91840:+	none	55:52168..55497:-	55:52168..55497:-	none	none	none	none	none	none	none	none	none	none	324.3			no_slot_defined
NZ_CP076189.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	107	2	1	1	unassigned	minimal	FA_orf14	FATA_cd419a	30:26889..28823:+	none	23:19905..21740:+	23:19905..21740:+	none	none	none	none	none	39:33030..34586:+	none	none	none	none	345.1	MOBP2		no_slot_defined
NZ_CP076191.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	106	2	1	1	unassigned	minimal	FA_orf14	FATA_cd419a	31:26878..28812:+	none	24:19903..21738:+	24:19903..21738:+	none	none	none	none	none	38:33021..34577:+	none	none	none	none	345.1	MOBP2		no_slot_defined
NZ_CP076193.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	189	3	1	2	FATA	medium	FA_orf14	FATA_cd419a;FATA_prgF	92:89459..91558:+	none	56:52144..55473:-	56:52144..55473:-	none	none	none	none	none	none	none	none	none	none	324.3			no_slot_defined
NZ_CP076194.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	105	2	1	1	unassigned	minimal	FA_orf14	FATA_cd419a	31:26959..28893:+	none	24:19903..21738:+	24:19903..21738:+	none	none	none	none	none	38:33102..34658:+	none	none	none	none	345.1	MOBP2		no_slot_defined
NZ_CP076196.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	190	3	1	2	FATA	medium	FA_orf14	FATA_cd419a;FATA_prgF	92:89468..91567:+	none	56:52166..55495:-	56:52166..55495:-	none	none	none	none	none	none	none	none	none	none	325.1			no_slot_defined
NZ_CP076197.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	105	2	1	1	unassigned	minimal	FA_orf14	FATA_cd419a	31:26958..28892:+	none	24:19902..21737:+	24:19902..21737:+	none	none	none	none	none	38:33101..34657:+	none	none	none	none	345.1	MOBP2		no_slot_defined
NZ_CP076199.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	190	3	1	2	FATA	medium	FA_orf14	FATA_cd419a;FATA_prgF	92:89334..91433:+	none	56:52032..55361:-	56:52032..55361:-	none	none	none	none	none	none	none	none	none	none	325.1			no_slot_defined
NZ_CP076200.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	106	2	1	1	unassigned	minimal	FA_orf14	FATA_cd419a	31:26958..28892:+	none	24:19902..21737:+	24:19902..21737:+	none	none	none	none	none	38:33100..34656:+	none	none	none	none	345.1	MOBP2		no_slot_defined
NZ_CP076202.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	187	3	1	2	FATA	medium	FA_orf14	FATA_cd419a;FATA_prgF	94:92164..94263:+	none	57:54651..57980:-	57:54651..57980:-	none	none	none	none	none	none	none	none	none	none	324.3			no_slot_defined
NZ_CP076203.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	105	2	1	1	unassigned	minimal	FA_orf14	FATA_cd419a	29:26814..28748:+	none	22:19910..21727:+	23:21748..22566:+	none	none	none	none	none	36:32965..34521:+	none	none	none	none	345.1	MOBP2		no_slot_defined
NZ_CP076205.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	189	3	1	2	FATA	medium	FA_orf14	FATA_cd419a;FATA_prgF	92:89461..91560:+	none	56:52146..55475:-	56:52146..55475:-	none	none	none	none	none	none	none	none	none	none	324.3			no_slot_defined
NZ_CP076206.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	105	2	1	1	unassigned	minimal	FA_orf14	FATA_cd419a	31:26959..28893:+	none	24:19903..21738:+	24:19903..21738:+	none	none	none	none	none	38:33102..34658:+	none	none	none	none	345.1	MOBP2		no_slot_defined
NZ_CP076208.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	188	3	1	2	FATA	medium	FA_orf14	FATA_cd419a;FATA_prgF	91:89472..91571:+	none	55:52157..55486:-	55:52157..55486:-	none	none	none	none	none	none	none	none	none	none	324.3			no_slot_defined
NZ_CP076209.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	105	2	1	1	unassigned	minimal	FA_orf14	FATA_cd419a	31:26959..28893:+	none	24:19903..21738:+	24:19903..21738:+	none	none	none	none	none	38:33102..34658:+	none	none	none	none	345.1	MOBP2		no_slot_defined
NZ_CP076211.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	192	3	1	2	FATA	medium	FA_orf14	FATA_cd419a;FATA_prgF	93:89428..91527:+	none	57:52115..55444:-	57:52115..55444:-	none	none	none	none	none	none	none	none	none	none	325.1			no_slot_defined
NZ_CP076212.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	107	2	1	1	unassigned	minimal	FA_orf14	FATA_cd419a	32:26959..28893:+	none	25:19903..21738:+	25:19903..21738:+	none	none	none	none	none	39:33102..34658:+	none	none	none	none	345.1	MOBP2		no_slot_defined
NZ_CP076214.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	191	3	1	2	FATA	medium	FA_orf14	FATA_cd419a;FATA_prgF	93:89464..91563:+	none	56:52146..55475:-	56:52146..55475:-	none	none	none	none	none	none	none	none	none	none	324.3			no_slot_defined
NZ_CP076215.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	107	2	1	1	unassigned	minimal	FA_orf14	FATA_cd419a	31:26959..28893:+	none	24:19903..21738:+	24:19903..21738:+	none	none	none	none	none	38:33102..34658:+	none	none	none	none	345.1	MOBP2		no_slot_defined
NZ_CP076217.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	192	3	1	2	FATA	medium	FA_orf14	FATA_cd419a;FATA_prgF	93:89737..91089:+	none	56:52158..55487:-	56:52158..55487:-	none	none	none	none	none	none	none	none	none	none	181.5			no_slot_defined
NZ_CP076218.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	108	2	1	1	unassigned	minimal	FA_orf14	FATA_cd419a	31:26899..28833:+	none	23:19906..21741:+	23:19906..21741:+	none	none	none	none	none	40:33040..34596:+	none	none	none	none	345.1	MOBP2		no_slot_defined
NZ_CP076220.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	191	3	1	2	FATA	medium	FA_orf14	FATA_cd419a;FATA_prgF	93:89733..91832:+	none	56:52155..55484:-	56:52155..55484:-	none	none	none	none	none	none	none	none	none	none	324.3			no_slot_defined
NZ_CP076221.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	109	2	1	1	unassigned	minimal	FA_orf14	FATA_cd419a	32:26896..28830:+	none	24:19903..21738:+	24:19903..21738:+	none	none	none	none	none	41:33037..34593:+	none	none	none	none	345.1	MOBP2		no_slot_defined
NZ_CP076223.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	191	3	1	2	FATA	medium	FA_orf14	FATA_cd419a;FATA_prgF	92:89467..91566:+	none	56:52164..55493:-	56:52164..55493:-	none	none	none	none	none	none	none	none	none	none	324.3			no_slot_defined
NZ_CP076224.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	108	2	1	1	unassigned	minimal	FA_orf14	FATA_cd419a	32:26957..28891:+	none	25:19902..21737:+	25:19902..21737:+	none	none	none	none	none	39:33100..34656:+	none	none	none	none	345.1	MOBP2		no_slot_defined
