accession	mpf_class	slot_anchor	slot_occupant_family	slot_occupant_coords	slot_occupant_aa	slot_family_bit	slot_status
NZ_CP122472.1	MPF_F	TraG_N	TraS	88675..89154	159	312.7	eex_occupied
NZ_CP122493.1	MPF_F	TraG_N	TraS	76239..76718	159	314.4	eex_occupied
NZ_CP122500.1	MPF_F	TraG_N		46272..46781	169		candidate
NZ_CP122508.1	MPF_F	TraG_N		179343..180632	429		candidate
NZ_CP122509.1	MPF_F	TraG_N	TraS	90062..90541	159	312.7	eex_occupied
NZ_CP122518.1	MPF_F	TraG_N	TraS	67922..68413	163	334.5	eex_occupied
NZ_CP122571.1	MPF_F	TraG_N		51245..51778	177		candidate
NZ_CP122583.1	MPF_F	TraG_N		51253..51786	177		candidate
NZ_CP122592.1	MPF_F	TraG_N		45620..46141	173		candidate
NZ_CP122619.1	MPF_F	TraG_N		137057..137566	169		candidate
NZ_CP122622.1	MPF_F	TraG_N	TraS	44856..45347	163	327.2	eex_occupied
NZ_CP122637.1	MPF_F	TraG_N	TraS	66486..66965	159	312.7	eex_occupied
NZ_CP122638.1	MPF_F	TraG_N		103098..103328	76		candidate
NZ_CP122644.1	MPF_F	TraG_N	TraS	53575..54054	159	312.7	eex_occupied
NZ_CP122684.1	MPF_F	TraG_N		15991..16500	169		candidate
NZ_CP122686.1	MPF_F	TraG_N	TraS	16589..17068	159	307.9	eex_occupied
NZ_CP122692.1	MPF_F	TraG_N		28740..29249	169		candidate
NZ_CP122697.1	MPF_F	TraG_N		33693..34202	169		candidate
NZ_CP122705.1	MPF_F	TraG_N	TraS	22893..23384	163	327.2	eex_occupied
NZ_CP122707.1	MPF_F	TraG_N	TraS	47910..48401	163	327.2	eex_occupied
NZ_CP122709.1	MPF_F	TraG_N		19424..19933	169		candidate
NZ_CP122714.1	MPF_F	TraG_N		20579..20761	60		candidate
NZ_CP122724.1	MPF_F	TraG_N		83123..83434	103		candidate
NZ_CP122728.1	MPF_F	TraG_N	TraS	29054..29533	159	314.4	eex_occupied
NZ_CP122732.1	MPF_F	TraG_N		29361..29570	69		candidate
NZ_CP122761.1	MPF_F	TraG_N	TraS	38843..39340	165	300.9	eex_occupied
NZ_CP122769.1	MPF_F	TraG_N		37147..38436	429		candidate
NZ_CP122771.1	MPF_F	TraG_N	TraS	18897..19376	159	307.9	eex_occupied
NZ_CP122805.1	MPF_F	TraG_N		19166..19348	60		candidate
NZ_CP122829.1	MPF_F	TraG_N		22358..22588	76		candidate
NZ_CP122851.1	MPF_F	TraG_N	TraS	38933..39430	165	300.9	eex_occupied
NZ_CP122867.1	MPF_F	TraG_N	TraS	38932..39429	165	300.9	eex_occupied
NZ_CP122884.1	MPF_F	TraG_N	TraS	75565..76056	163	327.2	eex_occupied
NZ_CP122914.1	MPF_F	TraG_N	TraS	43424..43921	165	300.9	eex_occupied
NZ_CP122916.1	MPF_F	TraG_N		28477..29766	429		candidate
NZ_CP122918.1	MPF_F	TraG_N	TraS	38843..39340	165	300.9	eex_occupied
NZ_CP122931.1	MPF_F	TraG_N	TraS	80256..80747	163	325.3	eex_occupied
NZ_CP122932.1	MPF_F	TraG_N		134842..135795	317		candidate
NZ_CP122943.1	MPF_F	TraG_N	TraS	18058..18555	165	300.9	eex_occupied
NZ_CP122988.1	MPF_F	TraG_N		24083..24652	189		candidate
NZ_CP123020.1	MPF_F	TraG_N		52310..52819	169		candidate
NZ_CP123041.1	MPF_F	TraG_N		95928..96461	177		candidate
NZ_CP123047.1	MPF_F	TraG_N		79194..79703	169		candidate
NZ_CP123048.1	MPF_F	TraG_N		24220..24741	173		candidate
NZ_CP123196.1	MPF_F	TraG_N		9178..9699	173		candidate
NZ_CP123238.1	MPF_F	TraG_N	TraS	69052..69543	163	334.5	eex_occupied
NZ_CP123239.1	MPF_F	TraG_N		55975..56484	169		candidate
NZ_CP123241.1	MPF_F	TraG_N	TraS	109844..110335	163	334.5	eex_occupied
NZ_CP123245.1	MPF_F	TraG_N		147890..149179	429		candidate
NZ_CP123246.1	MPF_F	TraG_N	TraS	64630..65121	163	334.5	eex_occupied
NZ_CP123248.1	MPF_F	TraG_N		163896..165185	429		candidate
NZ_CP123257.1	MPF_F	TraG_N		65948..66469	173		candidate
NZ_CP123262.1	MPF_F	TraG_N	TraS	80827..81318	163	332.4	eex_occupied
NZ_CP123267.1	MPF_F	TraG_N	TraS	108689..109180	163	334.5	eex_occupied
NZ_CP123367.1	MPF_F	TraG_N		63227..63652	141		candidate
NZ_CP123371.1	MPF_F	TraG_N		63777..64202	141		candidate
NZ_CP123372.1	MPF_F	TraG_N		1534..2052	172		candidate
NZ_CP123374.1	MPF_F	TraG_N		58916..59341	141		candidate
NZ_CP123432.1	MPF_F	TraG_N		86211..86744	177		candidate
NZ_CP123492.1	MPF_F	TraG_N		20632..21282	216		candidate
NZ_CP123505.1	MPF_F	TraG_N		52168..52887	239		candidate
NZ_CP123508.1	MPF_F	TraG_N		31511..32038	175		candidate
NZ_CP123532.1	MPF_F	TraG_N		17222..17944	240		candidate
NZ_CP123661.1	MPF_F	TraG_N	TraS	67982..68479	165	300.9	eex_occupied
NZ_CP123952.1	MPF_F	TraG_N		214941..216230	429		candidate
NZ_CP124122.1	MPF_F	TraG_N		26578..27174	198		candidate
NZ_CP124241.1	MPF_F	TraG_N		29919..30179	86		candidate
NZ_CP124321.1	MPF_F	TraG_N	TraS	62488..62967	159	310.6	eex_occupied
NZ_CP124323.1	MPF_F	TraG_N	TraS	91704..92183	159	310.6	eex_occupied
NZ_CP124325.1	MPF_F	TraG_N	TraS	91730..92209	159	310.6	eex_occupied
NZ_CP124327.1	MPF_F	TraG_N	TraS	91695..92174	159	310.6	eex_occupied
NZ_CP124329.1	MPF_F	TraG_N		90938..91447	169		candidate
NZ_CP124330.1	MPF_F	TraG_N		46278..46787	169		candidate
NZ_CP124333.1	MPF_F	TraG_N		47175..47684	169		candidate
NZ_CP124335.1	MPF_F	TraG_N	TraS	65041..65520	159	310.6	eex_occupied
NZ_CP124338.1	MPF_F	TraG_N	TraS	83276..83755	159	310.6	eex_occupied
NZ_CP124340.1	MPF_F	TraG_N	TraS	91712..92191	159	310.6	eex_occupied
NZ_CP124342.1	MPF_F	TraG_N	TraS	91828..92307	159	310.6	eex_occupied
NZ_CP124344.1	MPF_F	TraG_N	TraS	91705..92184	159	310.6	eex_occupied
NZ_CP124346.1	MPF_F	TraG_N	TraS	91702..92181	159	310.6	eex_occupied
NZ_CP124348.1	MPF_F	TraG_N	TraS	91694..92173	159	310.6	eex_occupied
NZ_CP124350.1	MPF_F	TraG_N		47177..47686	169		candidate
NZ_CP124352.1	MPF_F	TraG_N		47178..47687	169		candidate
NZ_CP124354.1	MPF_F	TraG_N		50157..50666	169		candidate
NZ_CP124356.1	MPF_F	TraG_N		90933..91442	169		candidate
NZ_CP124358.1	MPF_F	TraG_N	TraS	83268..83747	159	310.6	eex_occupied
NZ_CP124360.1	MPF_F	TraG_N	TraS	91438..91917	159	310.6	eex_occupied
NZ_CP124373.1	MPF_F	TraG_N		91707..92216	169		candidate
NZ_CP124377.1	MPF_F	TraG_N		57847..58356	169		candidate
NZ_CP124386.1	MPF_F	TraG_N		50143..50652	169		candidate
NZ_CP124407.1	MPF_F	TraG_N		59172..59681	169		candidate
NZ_CP124456.1	MPF_F	TraG_N	TraS	94854..95345	163	327.2	eex_occupied
NZ_CP124472.1	MPF_F	TraG_N	TraS	77224..77703	159	310.6	eex_occupied
NZ_CP124478.1	MPF_F	TraG_N	TraS	58376..58867	163	329.2	eex_occupied
NZ_CP124484.1	MPF_F	TraG_N	TraS	79649..80128	159	310.6	eex_occupied
NZ_CP124491.1	MPF_F	TraG_N	TraS	88110..88589	159	310.6	eex_occupied
NZ_CP124497.1	MPF_F	TraG_N		61075..61584	169		candidate
NZ_CP124499.1	MPF_F	TraG_N	TraS	76084..76563	159	310.6	eex_occupied
NZ_CP124501.1	MPF_F	TraG_N	TraS	28997..29476	159	310.6	eex_occupied
NZ_CP124503.1	MPF_F	TraG_N	TraS	91843..92322	159	310.6	eex_occupied
NZ_CP124507.1	MPF_F	TraG_N	TraS	90650..91090	146	290.5	eex_occupied
NZ_CP124509.1	MPF_F	TraG_N	TraS	91831..92310	159	310.6	eex_occupied
NZ_CP124512.1	MPF_F	TraG_N	TraS	65021..65500	159	310.6	eex_occupied
NZ_CP124514.1	MPF_F	TraG_N	TraS	83298..83777	159	310.6	eex_occupied
NZ_CP124516.1	MPF_F	TraG_N	TraS	91712..92191	159	310.6	eex_occupied
NZ_CP124695.1	MPF_F	TraG_N		118677..119207	176		candidate
NZ_CP124696.1	MPF_F	TraG_N		72349..72882	177		candidate
NZ_CP124699.1	MPF_F	TraG_N		95938..96462	174		candidate
NZ_CP124700.1	MPF_F	TraG_N		71371..71904	177		candidate
NZ_CP124704.1	MPF_F	TraG_N		71509..72042	177		candidate
NZ_CP124806.1	MPF_F	TraG_N		82602..83135	177		candidate
NZ_CP124828.1	MPF_F	TraG_N		157849..158379	176		candidate
NZ_CP124838.1	MPF_F	TraG_N		29816..30337	173		candidate
NZ_CP124843.1	MPF_F	TraG_N		42626..43195	189		candidate
NZ_CP124867.1	MPF_F	TraG_N		133677..134207	176		candidate
NZ_CP124874.1	MPF_F	TraG_N		237005..238294	429		candidate
NZ_CP124875.1	MPF_F	TraG_N	TraS	153973..154575	200	47.9	eex_occupied
NZ_CP125081.1	MPF_F	TraG_N		15652..16050	132		candidate
NZ_CP125082.1	MPF_F	TraG_N		20260..21807	515		candidate
NZ_CP125084.1	MPF_F	TraG_N		22081..22779	232		candidate
NZ_CP125089.1	MPF_F	TraG_N		64257..64790	177		candidate
NZ_CP125102.1	MPF_F	TraG_N		71520..72053	177		candidate
NZ_CP125113.1	MPF_F	TraG_N		121000..121548	182		candidate
NZ_CP125169.1	MPF_F	TraG_N		64720..65253	177		candidate
NZ_CP125181.1	MPF_F	TraG_N	TraS	179502..180104	200	43.4	eex_occupied
NZ_CP125313.1	MPF_F	TraG_N	TraS	37818..38294	158	86.6	eex_occupied
NZ_CP125314.1	MPF_F	TraG_N		50543..51064	173		candidate
NZ_CP125733.1	MPF_F	TraG_N		14656..15165	169		candidate
NZ_CP125736.1	MPF_F	TraG_N		192696..193205	169		candidate
NZ_CP125884.1	MPF_F	TraG_N		69921..70442	173		candidate
NZ_CP125886.1	MPF_F	TraG_N		74222..74743	173		candidate
NZ_CP125888.1	MPF_F	TraG_N		62709..63230	173		candidate
NZ_CP125890.1	MPF_F	TraG_N		53482..54003	173		candidate
NZ_CP125892.1	MPF_F	TraG_N		90873..91394	173		candidate
NZ_CP125894.1	MPF_F	TraG_N		110763..111284	173		candidate
NZ_CP126059.1	MPF_F	TraG_N	TraS	117426..118028	200	48.3	eex_occupied
NZ_CP126063.1	MPF_F	TraG_N		6124..6654	176		candidate
NZ_CP126139.1	MPF_F	TraG_N	TraS	18794..19282	162	331.2	eex_occupied
NZ_CP126326.1	MPF_F	TraG_N	TraS	50909..51388	159	230.0	eex_occupied
NZ_CP126340.1	MPF_F	TraG_N		73540..74256	238		candidate
NZ_CP126809.1	MPF_F	TraG_N		47719..48228	169		candidate
NZ_CP126822.1	MPF_F	TraG_N		47719..48228	169		candidate
NZ_CP126852.1	MPF_F	TraG_N	TraS	66906..67337	143	146.5	eex_occupied
NZ_CP126862.1	MPF_F	TraG_N		17347..17535	62		candidate
NZ_CP126911.1	MPF_F	TraG_N		49207..49728	173		candidate
NZ_CP126915.1	MPF_F	TraG_N	TraS	115079..115558	159	313.4	eex_occupied
NZ_CP126927.1	MPF_F	TraG_N		157051..157560	169		candidate
NZ_CP126929.1	MPF_F	TraG_N		180257..180766	169		candidate
NZ_CP126932.1	MPF_F	TraG_N		114671..115180	169		candidate
NZ_CP126938.1	MPF_F	TraG_N	TraS	137623..138120	165	300.9	eex_occupied
NZ_CP126941.1	MPF_F	TraG_N		167371..167880	169		candidate
NZ_CP126943.1	MPF_F	TraG_N		41245..41754	169		candidate
NZ_CP126945.1	MPF_F	TraG_N		117554..118063	169		candidate
NZ_CP126947.1	MPF_F	TraG_N		127950..128459	169		candidate
NZ_CP126949.1	MPF_F	TraG_N	TraS	85555..86052	165	300.9	eex_occupied
NZ_CP126953.1	MPF_F	TraG_N		12500..13009	169		candidate
NZ_CP126956.1	MPF_F	TraG_N	TraS	3617..4108	163	334.5	eex_occupied
NZ_CP126988.1	MPF_F	TraG_N	TraS	128222..128824	200	47.9	eex_occupied
NZ_CP127083.1	MPF_F	TraG_N		61849..62358	169		candidate
NZ_CP127231.1	MPF_F	TraG_N	TraS	217798..218400	200	47.9	eex_occupied
NZ_CP127236.1	MPF_F	TraG_N		67000..67521	173		candidate
NZ_CP127237.1	MPF_F	TraG_N	TraS	127104..127706	200	47.9	eex_occupied
NZ_CP127256.1	MPF_F	TraG_N		98986..99489	167		candidate
NZ_CP127266.1	MPF_F	TraG_N	TraS	35920..36411	163	324.8	eex_occupied
NZ_CP127301.1	MPF_F	TraG_N	TraS	149355..149846	163	334.5	eex_occupied
NZ_CP127311.1	MPF_F	TraG_N		126593..127102	169		candidate
NZ_CP127312.1	MPF_F	TraG_N	TraS	14644..15123	159	312.7	eex_occupied
NZ_CP127317.1	MPF_F	TraG_N	TraS	61371..61850	159	314.4	eex_occupied
NZ_CP127500.1	MPF_F	TraG_N		51473..52006	177		candidate
NZ_CP127502.1	MPF_F	TraG_N		126696..127226	176		candidate
NZ_CP127508.1	MPF_F	TraG_N	TraS	34853..35455	200	47.9	eex_occupied
NZ_CP127509.1	MPF_F	TraG_N	TraS	80867..81346	159	312.7	eex_occupied
NZ_CP127512.1	MPF_F	TraG_N	TraS	80052..80531	159	312.7	eex_occupied
NZ_CP127515.1	MPF_F	TraG_N	TraS	140687..141166	159	312.7	eex_occupied
NZ_CP127516.1	MPF_F	TraG_N	TraS	69004..69606	200	47.9	eex_occupied
NZ_CP127851.1	MPF_F	TraG_N		45867..46376	169		candidate
NZ_CP127882.1	MPF_F	TraG_N		74955..75488	177		candidate
NZ_CP128178.1	MPF_F	TraG_N		26490..27566	358		candidate
NZ_CP128219.1	MPF_F	TraG_N		180375..180896	173		candidate
NZ_CP128257.1	MPF_F	TraG_N	TraS	72584..73081	165	300.9	eex_occupied
NZ_CP128580.1	MPF_F	TraG_N	TraS	67464..67943	159	310.4	eex_occupied
NZ_CP128589.1	MPF_F	TraG_N	TraS	94379..94858	159	311.1	eex_occupied
NZ_CP128591.1	MPF_F	TraG_N		42011..42532	173		candidate
NZ_CP128593.1	MPF_F	TraG_N	TraS	28999..29496	165	300.9	eex_occupied
NZ_CP128597.1	MPF_F	TraG_N		200852..201556	234		candidate
NZ_CP128610.1	MPF_F	TraG_N		64773..66062	429		candidate
NZ_CP128614.1	MPF_F	TraG_N		149356..150645	429		candidate
NZ_CP128619.1	MPF_F	TraG_N		103848..104378	176		candidate
NZ_CP128791.1	MPF_F	TraG_N	TraS	63735..64226	163	334.5	eex_occupied
NZ_CP128858.1	MPF_F	TraG_N		19392..19961	189		candidate
NZ_CP128879.1	MPF_F	TraG_N		50203..51135	310		candidate
NZ_CP128880.1	MPF_F	TraG_N	TraS	51181..51660	159	312.7	eex_occupied
NZ_CP128908.1	MPF_F	TraG_N	TraS	34018..34518	166	310.4	eex_occupied
NZ_CP128913.1	MPF_F	TraG_N	TraS	99065..99556	163	327.2	eex_occupied
NZ_CP128917.1	MPF_F	TraG_N	TraS	45712..46212	166	259.6	eex_occupied
NZ_CP128920.1	MPF_F	TraG_N		48917..49426	169		candidate
NZ_CP128924.1	MPF_F	TraG_N		156022..157311	429		candidate
NZ_CP128932.1	MPF_F	TraG_N		113463..114752	429		candidate
NZ_CP128952.1	MPF_F	TraG_N		100828..101337	169		candidate
NZ_CP128960.1	MPF_F	TraG_N	TraS	59552..60031	159	312.7	eex_occupied
NZ_CP128964.1	MPF_F	TraG_N	TraS	73957..74436	159	314.4	eex_occupied
NZ_CP128971.1	MPF_F	TraG_N	TraS	71880..72377	165	300.9	eex_occupied
NZ_CP128973.1	MPF_F	TraG_N	TraS	61996..62487	163	326.9	eex_occupied
NZ_CP128980.1	MPF_F	TraG_N	TraS	72449..72928	159	309.1	eex_occupied
NZ_CP129207.1	MPF_F	TraG_N	TraS	28409..28897	162	331.2	eex_occupied
NZ_CP129210.1	MPF_F	TraG_N	TraS	28409..28897	162	331.2	eex_occupied
NZ_CP129220.1	MPF_F	TraG_N		133909..134442	177		candidate
NZ_CP129254.1	MPF_F	TraG_N	TraS	4289..4780	163	306.6	eex_occupied
NZ_CP129265.1	MPF_F	TraG_N	TraS	52773..53270	165	285.1	eex_occupied
NZ_CP129270.1	MPF_F	TraG_N	TraS	120614..121093	159	311.1	eex_occupied
NZ_CP129273.1	MPF_F	TraG_N	TraS	29080..29571	163	334.5	eex_occupied
NZ_CP129274.1	MPF_F	TraG_N		33503..34024	173		candidate
NZ_CP129283.1	MPF_F	TraG_N	TraS	30914..31393	159	314.4	eex_occupied
NZ_CP129284.1	MPF_F	TraG_N		24814..25335	173		candidate
NZ_CP129346.1	MPF_F	TraG_N	TraS	6505..6984	159	311.1	eex_occupied
NZ_CP129349.1	MPF_F	TraG_N	TraS	10439..10930	163	308.6	eex_occupied
NZ_CP129385.1	MPF_F	TraG_N		96320..96880	186		candidate
NZ_CP129388.1	MPF_F	TraG_N	TraS	35753..36244	163	334.5	eex_occupied
NZ_CP129404.1	MPF_F	TraG_N	TraS	95818..96420	200	48.3	eex_occupied
NZ_CP129499.1	MPF_F	TraG_N	TraS	213032..213463	143	146.5	eex_occupied
NZ_CP129510.1	MPF_F	TraG_N	TraS	59964..60461	165	85.3	eex_occupied
NZ_CP129511.1	MPF_F	TraG_N		74447..75136	229		candidate
NZ_CP129516.1	MPF_F	TraG_N		151587..152183	198		candidate
NZ_CP129695.1	MPF_F	TraG_N		20432..20956	174		candidate
NZ_CP129698.1	MPF_F	TraG_N		35126..35659	177		candidate
NZ_CP129720.1	MPF_F	TraG_N		45586..46116	176		candidate
NZ_CP129723.1	MPF_F	TraG_N		45529..46059	176		candidate
NZ_CP129728.1	MPF_F	TraG_N		45563..46093	176		candidate
NZ_CP129737.1	MPF_F	TraG_N		103170..103700	176		candidate
NZ_CP129749.1	MPF_F	TraG_N		11185..11715	176		candidate
NZ_CP129753.1	MPF_F	TraG_N	TraS	51195..51674	159	312.7	eex_occupied
NZ_CP129761.1	MPF_F	TraG_N		142871..143401	176		candidate
NZ_CP129766.1	MPF_F	TraG_N		29911..30441	176		candidate
NZ_CP129776.1	MPF_F	TraG_N		45645..46175	176		candidate
NZ_CP129780.1	MPF_F	TraG_N		52260..52790	176		candidate
NZ_CP129788.1	MPF_F	TraG_N		45547..46077	176		candidate
NZ_CP129791.1	MPF_F	TraG_N		46777..47301	174		candidate
NZ_CP129796.1	MPF_F	TraG_N		35475..36005	176		candidate
NZ_CP129797.1	MPF_F	TraG_N		39535..40065	176		candidate
NZ_CP129800.1	MPF_F	TraG_N		197321..197845	174		candidate
NZ_CP129820.1	MPF_F	TraG_N		32826..33356	176		candidate
NZ_CP129858.1	MPF_F	TraG_N		171430..171954	174		candidate
NZ_CP129956.1	MPF_F	TraG_N		24585..25274	229		candidate
NZ_CP129983.1	MPF_F	TraG_N		98550..99080	176		candidate
NZ_CP130074.1	MPF_F	TraG_N		71974..72483	169		candidate
NZ_CP130077.1	MPF_F	TraG_N		71967..72476	169		candidate
NZ_CP130084.1	MPF_F	TraG_N		71974..72483	169		candidate
NZ_CP130092.1	MPF_F	TraG_N		70928..71437	169		candidate
NZ_CP130097.1	MPF_F	TraG_N		71978..72487	169		candidate
NZ_CP130104.1	MPF_F	TraG_N		71984..72493	169		candidate
NZ_CP130107.1	MPF_F	TraG_N		71978..72487	169		candidate
NZ_CP130110.1	MPF_F	TraG_N		71978..72487	169		candidate
NZ_CP130113.1	MPF_F	TraG_N		71979..72488	169		candidate
NZ_CP130116.1	MPF_F	TraG_N		71978..72487	169		candidate
NZ_CP130127.1	MPF_F	TraG_N		71978..72487	169		candidate
NZ_CP130158.1	MPF_F	TraG_N		51708..52229	173		candidate
NZ_CP130275.1	MPF_F	TraG_N		73305..73814	169		candidate
NZ_CP130702.1	MPF_F	TraG_N		11184..11756	190		candidate
NZ_CP130707.1	MPF_F	TraG_N	TraS	47839..48330	163	327.2	eex_occupied
NZ_CP130711.1	MPF_F	TraG_N	TraS	65022..65513	163	327.2	eex_occupied
NZ_CP130919.1	MPF_F	TraG_N	TraS	86684..87163	159	312.7	eex_occupied
NZ_CP130922.1	MPF_F	TraG_N		65706..66224	172		candidate
NZ_CP131682.1	MPF_F	TraG_N		131895..132425	176		candidate
NZ_CP131688.1	MPF_F	TraG_N		64890..65399	169		candidate
NZ_CP131703.1	MPF_F	TraG_N		131895..132425	176		candidate
NZ_CP131887.1	MPF_F	TraG_N		37549..38067	172		candidate
NZ_CP131891.1	MPF_F	TraG_N		44907..45425	172		candidate
NZ_CP131895.1	MPF_F	TraG_N		80123..80641	172		candidate
NZ_CP131899.1	MPF_F	TraG_N		51483..52001	172		candidate
NZ_CP131907.1	MPF_F	TraG_N		202645..203175	176		candidate
NZ_CP131910.1	MPF_F	TraG_N		51729..52262	177		candidate
NZ_CP131917.1	MPF_F	TraG_N		109758..110267	169		candidate
NZ_CP131947.1	MPF_F	TraG_N		145268..145792	174		candidate
NZ_CP131956.1	MPF_F	TraG_N		213269..213799	176		candidate
NZ_CP131957.1	MPF_F	TraG_N		83976..84497	173		candidate
NZ_CP132000.1	MPF_F	TraG_N	TraS	64950..65381	143	146.5	eex_occupied
NZ_CP132062.1	MPF_F	TraG_N	TraS	126479..126970	163	334.5	eex_occupied
NZ_CP132064.1	MPF_F	TraG_N		135464..135973	169		candidate
NZ_CP132215.1	MPF_F	TraG_N		67410..67928	172		candidate
NZ_CP132217.1	MPF_F	TraG_N		91399..91932	177		candidate
NZ_CP132218.1	MPF_F	TraG_N		145557..146081	174		candidate
NZ_CP132221.1	MPF_F	TraG_N		92747..93277	176		candidate
NZ_CP132224.1	MPF_F	TraG_N		110561..111085	174		candidate
NZ_CP132225.1	MPF_F	TraG_N		126393..126926	177		candidate
NZ_CP132233.1	MPF_F	TraG_N		1523..3598	691		candidate
NZ_CP132282.1	MPF_F	TraG_N	TraS	114103..114534	143	146.5	eex_occupied
NZ_CP132284.1	MPF_F	TraG_N		87847..88407	186		candidate
NZ_CP132285.1	MPF_F	TraG_N		53555..53743	62		candidate
NZ_CP132340.1	MPF_F	TraG_N		142084..142419	111		candidate
NZ_CP132549.1	MPF_F	TraG_N		232354..232875	173		candidate
NZ_CP132605.1	MPF_F	TraG_N	TraS	72397..72999	200	45.5	eex_occupied
NZ_CP132608.1	MPF_F	TraG_N		82182..82712	176		candidate
NZ_CP132617.1	MPF_F	TraG_N		64767..65300	177		candidate
NZ_CP132625.1	MPF_F	TraG_N	TraS	164974..165453	159	312.7	eex_occupied
NZ_CP132626.1	MPF_F	TraG_N		68575..69105	176		candidate
NZ_CP132652.1	MPF_F	TraG_N		145017..145547	176		candidate
NZ_CP132655.1	MPF_F	TraG_N		82194..82727	177		candidate
NZ_CP132662.1	MPF_F	TraG_N	TraS	84996..85598	200	48.3	eex_occupied
NZ_CP132665.1	MPF_F	TraG_N	TraS	159344..159946	200	47.9	eex_occupied
NZ_CP132671.1	MPF_F	TraG_N	TraS	207803..208405	200	47.9	eex_occupied
NZ_CP132682.1	MPF_F	TraG_N		64824..65357	177		candidate
NZ_CP132689.1	MPF_F	TraG_N	TraS	204829..205431	200	47.9	eex_occupied
NZ_CP132693.1	MPF_F	TraG_N		106391..106915	174		candidate
NZ_CP132698.1	MPF_F	TraG_N		78743..79273	176		candidate
NZ_CP132704.1	MPF_F	TraG_N		106390..106914	174		candidate
NZ_CP132711.1	MPF_F	TraG_N	TraS	169580..170182	200	47.9	eex_occupied
NZ_CP132714.1	MPF_F	TraG_N		27492..27698	68		candidate
NZ_CP132715.1	MPF_F	TraG_N		56828..57358	176		candidate
NZ_CP132716.1	MPF_F	TraG_N	TraS	72533..73012	159	312.7	eex_occupied
NZ_CP132727.1	MPF_F	TraG_N		85177..85701	174		candidate
NZ_CP132730.1	MPF_F	TraG_N	TraS	43593..44090	165	300.9	eex_occupied
NZ_CP132948.1	MPF_F	TraG_N		123455..123985	176		candidate
NZ_CP132951.1	MPF_F	TraG_N	TraS	27341..27829	162	331.2	eex_occupied
NZ_CP132978.1	MPF_F	TraG_N	TraS	8862..9353	163	335.2	eex_occupied
NZ_CP132981.1	MPF_F	TraG_N	TraS	10205..10702	165	300.9	eex_occupied
NZ_CP132982.1	MPF_F	TraG_N		28066..29355	429		candidate
NZ_CP132984.1	MPF_F	TraG_N	TraS	34958..35437	159	314.4	eex_occupied
NZ_CP133338.1	MPF_F	TraG_N	TraS	104386..104817	143	146.5	eex_occupied
NZ_CP133423.1	MPF_F	TraG_N	TraS	36700..37197	165	300.9	eex_occupied
NZ_CP133441.1	MPF_F	TraG_N		51047..51760	237		candidate
NZ_CP133454.1	MPF_F	TraG_N	TraS	108607..109098	163	327.2	eex_occupied
NZ_CP133488.1	MPF_F	TraG_N		170552..171841	429		candidate
NZ_CP133658.1	MPF_F	TraG_N		113009..113518	169		candidate
NZ_CP133742.1	MPF_F	TraG_N		24482..25006	174		candidate
NZ_CP133745.1	MPF_F	TraG_N		5237..5785	182		candidate
NZ_CP133845.1	MPF_F	TraG_N		171732..172256	174		candidate
NZ_CP133853.1	MPF_F	TraG_N		41162..41671	169		candidate
NZ_CP133870.1	MPF_F	TraG_N	TraS	33026..33520	164	285.3	eex_occupied
NZ_CP133879.1	MPF_F	TraG_N		51253..51786	177		candidate
NZ_CP133918.1	MPF_F	TraG_N		34520..35041	173		candidate
NZ_CP133920.1	MPF_F	TraG_N		162173..163462	429		candidate
NZ_CP133921.1	MPF_F	TraG_N		82027..82548	173		candidate
NZ_CP133924.1	MPF_F	TraG_N		169248..170537	429		candidate
NZ_CP133925.1	MPF_F	TraG_N		67714..67947	77		candidate
NZ_CP134001.1	MPF_F	TraG_N		95630..96160	176		candidate
NZ_CP134002.1	MPF_F	TraG_N		65937..66461	174		candidate
NZ_CP134038.1	MPF_F	TraG_N		97913..98443	176		candidate
NZ_CP134043.1	MPF_F	TraG_N		99165..99713	182		candidate
NZ_CP134087.1	MPF_F	TraG_N	TraS	74811..75290	159	314.4	eex_occupied
NZ_CP134088.1	MPF_F	TraG_N		171795..172121	108		candidate
NZ_CP134153.1	MPF_F	TraG_N		78507..79067	186		candidate
NZ_CP134354.1	MPF_F	TraG_N		117810..118319	169		candidate
NZ_CP134363.1	MPF_F	TraG_N		116020..116550	176		candidate
NZ_CP134364.1	MPF_F	TraG_N	TraS	60158..60637	159	310.6	eex_occupied
NZ_CP134367.1	MPF_F	TraG_N		119845..120354	169		candidate
NZ_CP134371.1	MPF_F	TraG_N	TraS	61780..62271	163	334.5	eex_occupied
NZ_CP134377.1	MPF_F	TraG_N		50636..51145	169		candidate
NZ_CP134385.1	MPF_F	TraG_N		90531..91040	169		candidate
NZ_CP134390.1	MPF_F	TraG_N		82871..83380	169		candidate
NZ_CP134685.1	MPF_F	TraG_N		57960..58520	186		candidate
NZ_CP134722.1	MPF_F	TraG_N		69741..70310	189		candidate
NZ_CP134730.1	MPF_F	TraG_N		87152..87691	179		candidate
NZ_CP134739.1	MPF_F	TraG_N		117839..118363	174		candidate
NZ_CP134760.1	MPF_F	TraG_N		69483..70052	189		candidate
NZ_CP134768.1	MPF_F	TraG_N		46720..47289	189		candidate
NZ_CP134806.1	MPF_F	TraG_N	TraS	29288..29779	163	330.8	eex_occupied
NZ_CP135054.1	MPF_F	TraG_N		24431..24856	141		candidate
